location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,CEPH-Rtrend_rsv,277,430,626,942,1374,1900,2574,280,430,630,940,1400,1900,2600,0.08207580605597253,0.12741009604356746,0.18548539563551916,0.27911700110009435,0.40711970224153887,0.5629748429832051,0.7626827609677737,0.08,0.13,0.19,0.28,0.41,0.56,0.76,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-27,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-30,2026-06-06,CEPH-Rtrend_rsv,158,271,444,741,1188,1741,2471,160,270,440,740,1200,1700,2500,0.04681580273228759,0.08029799076234137,0.1315583317287069,0.21956018876345001,0.35200742813897246,0.515862737701979,0.7321635984271052,0.05,0.08,0.13,0.22,0.35,0.52,0.73,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-27,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-05-30,2026-06-13,CEPH-Rtrend_rsv,85,178,313,571,991,1525,2238,90,180,310,570,990,1500,2200,0.025185716659774964,0.05274185371105817,0.09274269781775958,0.16918875544390008,0.29363582599808224,0.45186138713125673,0.6631251045244279,0.03,0.05,0.09,0.17,0.29,0.45,0.66,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-27,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,CFA_Pyrenew-Pyrenew_E_RSV,3.9279082849100314e-4,4.223514926129611e-4,4.5221650335177776e-4,4.892336907258103e-4,5.261802238796199e-4,5.56974718025938e-4,5.966697931566334e-4,3.9e-4,4.2e-4,4.5e-4,4.9e-4,5.3e-4,5.6e-4,6e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-06-06,CFA_Pyrenew-Pyrenew_E_RSV,2.4660320770077506e-4,2.8783046614097514e-4,3.245477349422472e-4,3.718848652866737e-4,4.2216365373307644e-4,4.7695917644526687e-4,5.396910643749744e-4,2.5e-4,2.9e-4,3.2e-4,3.7e-4,4.2e-4,4.8e-4,5.4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,CFA_Pyrenew-Pyrenew_HE_RSV,532.975,597.9000000000001,666,749,842,940.1000000000001,1040.0249999999999,530,600,670,750,840,940,1000,0.1579218510205125,0.17715929401034652,0.19733749759306032,0.22193060915495824,0.24948674620624145,0.2785540262571112,0.30816205845979355,0.16,0.18,0.2,0.22,0.25,0.28,0.31,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-30,2026-06-06,CFA_Pyrenew-Pyrenew_HE_RSV,385.97499999999997,446.90000000000003,502,576,660,747,863.0749999999996,390,450,500,580,660,750,860,0.11436537632654872,0.1324176091206286,0.14874387956714158,0.1706702681885927,0.19555968229942913,0.22133800405708115,0.2557313224251208,0.11,0.13,0.15,0.17,0.2,0.22,0.26,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,CFA_Pyrenew-Pyrenew_HE_RSV,3.899554983025387e-4,4.197243427391289e-4,4.4809561267636344e-4,4.852960094493981e-4,5.256065687862308e-4,5.58820033699119e-4,5.961240522198291e-4,3.9e-4,4.2e-4,4.5e-4,4.9e-4,5.3e-4,5.6e-4,6e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-06-06,CFA_Pyrenew-Pyrenew_HE_RSV,2.413443660936141e-4,2.8239199940031457e-4,3.2176201799257446e-4,3.689384443883222e-4,4.2247469427052903e-4,4.785374169794563e-4,5.433999633985562e-4,2.4e-4,2.8e-4,3.2e-4,3.7e-4,4.2e-4,4.8e-4,5.4e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,CFA_Pyrenew-Pyrenew_H_RSV,555.975,628,697,774,868,961,1057,560,630,700,770,870,960,1100,0.16473680964609866,0.18607800073339623,0.2065228766101547,0.22933817287842145,0.25719061247864317,0.28474674952992635,0.3131917942280252,0.16,0.19,0.21,0.23,0.26,0.28,0.31,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-27,Pyrenew_Hospital_Admissions_RSV
