location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.12370835448107186,0.22435243948262185,0.3642357361960856,413,749,1216,0.12,0.22,0.36,410,750,1200,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
United States,1,0.08536775067095757,0.17253271714551427,0.31241601385897805,285,576,1043,0.09,0.17,0.31,290,580,1000,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
United States,2,0.04088665953187968,0.14737169589512678,0.4663775010339682,136.5,492,1557,0.04,0.15,0.47,140,490,1600,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
United States,0,NA,NA,NA,2.866021226249458e-4,5.232475558274257e-4,9.162972681271549e-4,NA,NA,NA,2.9e-4,5.2e-4,9.2e-4,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
United States,1,NA,NA,NA,1.9206998522984116e-4,4.3566011075925673e-4,8.75367723463812e-4,NA,NA,NA,1.9e-4,4.4e-4,8.8e-4,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alabama,0,0.03923598897547182,0.1520394572799533,0.36783739664504833,2,7.75,18.75,0.04,0.15,0.37,2,8,20,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alabama,1,0.029426991731603864,0.13732596141415138,0.36293289802311435,1.5,7,18.5,0.03,0.14,0.36,2,7,20,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alabama,2,0.01961799448773591,0.11770796692641546,0.24522493109669885,1,6,12.5,0.02,0.12,0.25,1,6,10,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alabama,0,NA,NA,NA,3.5330916949842495e-4,7.684105500904387e-4,0.0014177119552212074,NA,NA,NA,3.5e-4,7.7e-4,0.0014,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alabama,1,NA,NA,NA,2.7937803030710545e-4,7.070687747221515e-4,0.001555170002805968,NA,NA,NA,2.8e-4,7.1e-4,0.0016,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alaska,0,0,0.14050646962039368,0.49177264367137785,0,1,3.5,0,0.14,0.49,0,1,4,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alaska,1,0,0.14050646962039368,0.49177264367137785,0,1,3.5,0,0.14,0.49,0,1,4,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alaska,2,0,0,0.421519408861181,0,0,3,0,0,0.42,0,0,3,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alaska,0,NA,NA,NA,2.1220319515658648e-4,7.313056006524254e-4,0.001650733777444875,NA,NA,NA,2.1e-4,7.3e-4,0.0017,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Alaska,1,NA,NA,NA,1.0527008960054702e-4,6.186111844943719e-4,0.0016950434843713675,NA,NA,NA,1.1e-4,6.2e-4,0.0017,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arizona,0,0.09441538398871548,0.21580659197420682,0.48893680994156224,7,16,36.25,0.09,0.22,0.49,7,20,40,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arizona,1,0.06406758199234265,0.16859889997984906,0.4788208759427713,4.75,12.5,35.5,0.06,0.17,0.48,5,10,40,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arizona,2,0.06069560399274566,0.15511098798146114,0.44510109594680153,4.5,11.5,33,0.06,0.16,0.45,5,10,30,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arizona,0,NA,NA,NA,1.7354736995582164e-4,4.3755785835699923e-4,8.840892213925519e-4,NA,NA,NA,1.7e-4,4.4e-4,8.8e-4,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arizona,1,NA,NA,NA,1.0472673246218113e-4,3.509636316394078e-4,8.31948876082695e-4,NA,NA,NA,1e-4,3.5e-4,8.3e-4,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arkansas,0,0.03263733136290885,0.1958239881774531,0.5058786361250871,1,6,15.5,0.03,0.2,0.51,1,6,20,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arkansas,1,0.03263733136290885,0.14686799113308982,0.5058786361250871,1,4.5,15.5,0.03,0.15,0.51,1,5,20,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Arkansas,2,0,0.11423065977018097,0.44060397339926943,0,3.5,13.5,0,0.11,0.44,0,4,10,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
California,0,0.03863173303782977,0.10044250589835739,0.28072392674156293,15,39,109,0.04,0.1,0.28,20,40,110,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
California,1,0.023179039822697856,0.07726346607565954,0.24466764257292184,9,30,95,0.02,0.08,0.24,9,30,100,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
California,2,0.015452693215131905,0.056659875122150316,0.20861135840428074,6,22,81,0.02,0.06,0.21,6,20,80,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
California,0,NA,NA,NA,1.3993991377486215e-4,3.4944257630781147e-4,7.178461404801649e-4,NA,NA,NA,1.4e-4,3.5e-4,7.2e-4,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
California,1,NA,NA,NA,8.909017048782219e-5,2.9223910063732553e-4,7.006027998750727e-4,NA,NA,NA,8.9e-5,2.9e-4,7e-4,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Colorado,0,0.08128944570352764,0.2310331614731838,0.582075215156048,4.75,13.5,34.01249999999993,0.08,0.23,0.58,5,10,30,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Colorado,1,0.04278391879133033,0.17541406704445436,0.5305205930124962,2.5,10.25,31,0.04,0.18,0.53,3,10,30,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Colorado,2,0.017113567516532133,0.11979497261572493,0.41928240415503726,1,7,24.5,0.02,0.12,0.42,1,7,20,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Colorado,0,NA,NA,NA,2.2245460156309393e-4,5.517409273842739e-4,0.0010891307151684624,NA,NA,NA,2.2e-4,5.5e-4,0.0011,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Colorado,1,NA,NA,NA,1.499306774953613e-4,4.662178493713645e-4,0.0011102051695935748,NA,NA,NA,1.5e-4,4.7e-4,0.0011,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Connecticut,0,0.06920752402054745,0.23530558166986126,0.6090262113808175,2.5,8.5,22,0.07,0.24,0.61,3,9,20,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Connecticut,1,0.04152451441232846,0.17993956245342332,0.5605809445664343,1.5,6.5,20.25,0.04,0.18,0.56,2,7,20,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Connecticut,2,0.027683009608218973,0.16609805764931385,0.595184706576708,1,6,21.5,0.03,0.17,0.6,1,6,20,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Delaware,0,0,0.29170337267439483,0.8264928892441187,0,3,8.5,0,0.29,0.83,0,3,9,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Delaware,1,0,0.19446891511626324,0.7292584316859871,0,2,7.5,0,0.19,0.73,0,2,8,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Delaware,2,0,0.19446891511626324,0.6806412029069213,0,2,7,0,0.19,0.68,0,2,7,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Delaware,0,NA,NA,NA,1.3579229153756896e-4,5.502025413227879e-4,0.0012380308435349964,NA,NA,NA,1.4e-4,5.5e-4,0.0012,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Delaware,1,NA,NA,NA,6.992134310228184e-5,4.3779655038009833e-4,0.001165631850314785,NA,NA,NA,7e-5,4.4e-4,0.0012,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
District of Columbia,0,0,0.036994342825095186,0.3699434282509519,0,0.25,2.5,0,0.04,0.37,0,0,3,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
District of Columbia,1,0,0,0.40693777107604706,0,0,2.75,0,0,0.41,0,0,3,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
District of Columbia,2,0,0,0.2959547426007615,0,0,2,0,0,0.3,0,0,2,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
District of Columbia,0,NA,NA,NA,3.137106768494546e-5,2.9544844269454055e-4,8.878549962084725e-4,NA,NA,NA,3.1e-5,3e-4,8.9e-4,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
District of Columbia,1,NA,NA,NA,2.1563045012438333e-5,2.1669821981094313e-4,9.013530030449418e-4,NA,NA,NA,2.2e-5,2.2e-4,9e-4,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Florida,0,0.11751250244337316,0.2616316092135478,0.4722672268007261,26.5,59,106.5,0.12,0.26,0.47,30,60,110,wk inc rsv hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Florida,1,0.09423172365742188,0.20841840055994484,0.4356831458513741,21.25,47,98.25,0.09,0.21,0.44,20,50,100,wk inc rsv hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Florida,2,0.031041038381268385,0.12416415352507354,0.37692689462968754,7,28,85,0.03,0.12,0.38,7,30,90,wk inc rsv hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Florida,0,NA,NA,NA,3.219992422548424e-4,6.29444580517827e-4,0.001129446699959756,NA,NA,NA,3.2e-4,6.3e-4,0.0011,wk inc rsv prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
Florida,1,NA,NA,NA,2.3973678578238967e-4,5.536602254409582e-4,0.0011234833726866977,NA,NA,NA,2.4e-4,5.5e-4,0.0011,wk inc rsv prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",RSVHub-ensemble
