location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.248245238526189,0.4459353361524861,0.7443120029335849,837.81,1505,2512,0.25,0.45,0.74,840,1500,2500,wk inc covid hosp,hosp,2026-04-25,2026-04-25,2026-04-22,"April 25, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
United States,1,0.19635897640547872,0.4343795367438836,0.9023034790804647,662.6975606821911,1466,3045.209979842788,0.2,0.43,0.9,660,1500,3000,wk inc covid hosp,hosp,2026-05-02,2026-04-25,2026-04-22,"May 02, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
United States,2,0.1831753803583983,0.43458085951075986,1.14290309589829,618.2038629590052,1466.67945,3857.216551098239,0.18,0.43,1.14,620,1500,3900,wk inc covid hosp,hosp,2026-05-09,2026-04-25,2026-04-22,"May 09, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00110050821144642,0.00165976979605124,0.00274254739429276,NA,NA,NA,0.0011,0.0017,0.0027,wk inc covid prop ed visits,prop_ed,2026-04-25,2026-04-25,2026-04-22,"April 25, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,7.506126866445624e-4,0.00154339857899642,0.00283354611495822,NA,NA,NA,7.5e-4,0.0015,0.0028,wk inc covid prop ed visits,prop_ed,2026-05-02,2026-04-25,2026-04-22,"May 02, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,7.319861387632617e-4,0.00153924306347131,0.00327045964654234,NA,NA,NA,7.3e-4,0.0015,0.0033,wk inc covid prop ed visits,prop_ed,2026-05-09,2026-04-25,2026-04-22,"May 09, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
Alabama,0,0.4904498621933977,0.8853334569080146,1.3750637933877357,25,45.12864235238094,70.09196552926701,0.49,0.89,1.38,30,50,70,wk inc covid hosp,hosp,2026-04-25,2026-04-25,2026-04-22,"April 25, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
Alabama,1,0.354945682536642,0.8524178290725433,1.5988665507504767,18.0928627928066,43.45081397619049,81.5,0.35,0.85,1.6,20,40,80,wk inc covid hosp,hosp,2026-05-02,2026-04-25,2026-04-22,"May 02, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
Alabama,2,0.2630777180584228,0.7847197795094364,1.742372658727863,13.410021,40,88.81502438065719,0.26,0.78,1.74,10,40,90,wk inc covid hosp,hosp,2026-05-09,2026-04-25,2026-04-22,"May 09, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00122174011990217,0.00207139432584721,0.00341674533739206,NA,NA,NA,0.0012,0.0021,0.0034,wk inc covid prop ed visits,prop_ed,2026-04-25,2026-04-25,2026-04-22,"April 25, 2026","April 22, 2026","April 25, 2026",CovidHub-ensemble
