week_ending_date,location,location_name,target,target_data_type,count_value,rate_value
2020-08-08,48,Texas,wk inc covid hosp,hosp,6540,21.52
2020-08-08,US,United States,wk inc covid hosp,hosp,38955,11.54
2020-08-08,49,Utah,wk inc covid hosp,hosp,128,3.75
2020-08-08,51,Virginia,wk inc covid hosp,hosp,333,3.86
2020-08-08,50,Vermont,wk inc covid hosp,hosp,3,0.46
2020-08-08,53,Washington,wk inc covid hosp,hosp,192,2.47
2020-08-08,55,Wisconsin,wk inc covid hosp,hosp,673,11.44
2020-08-08,54,West Virginia,wk inc covid hosp,hosp,96,5.42
2020-08-08,56,Wyoming,wk inc covid hosp,hosp,117,20.13
2020-08-15,02,Alaska,wk inc covid hosp,hosp,48,6.74
2020-08-15,01,Alabama,wk inc covid hosp,hosp,1784,32.13
2020-08-15,05,Arkansas,wk inc covid hosp,hosp,408,13.25
2020-08-15,04,Arizona,wk inc covid hosp,hosp,1473,19.87
2020-08-15,06,California,wk inc covid hosp,hosp,4273,11
2020-08-15,08,Colorado,wk inc covid hosp,hosp,256,4.38
2020-08-15,09,Connecticut,wk inc covid hosp,hosp,51,1.41
2020-08-15,11,District of Columbia,wk inc covid hosp,hosp,98,14.5
2020-08-15,10,Delaware,wk inc covid hosp,hosp,30,2.92
2020-08-15,12,Florida,wk inc covid hosp,hosp,5817,25.76
2020-08-15,13,Georgia,wk inc covid hosp,hosp,1548,14.11
2020-08-15,15,Hawaii,wk inc covid hosp,hosp,268,19.21
2020-08-15,19,Iowa,wk inc covid hosp,hosp,345,10.76
2020-08-15,16,Idaho,wk inc covid hosp,hosp,124,6.32
2020-08-15,17,Illinois,wk inc covid hosp,hosp,613,4.87
2020-08-15,18,Indiana,wk inc covid hosp,hosp,397,5.79
2020-08-15,20,Kansas,wk inc covid hosp,hosp,167,5.72
2020-08-15,21,Kentucky,wk inc covid hosp,hosp,1566,34.73
2020-08-15,22,Louisiana,wk inc covid hosp,hosp,1342,29.44
2020-08-15,25,Massachusetts,wk inc covid hosp,hosp,142,2.06
2020-08-15,24,Maryland,wk inc covid hosp,hosp,359,5.84
2020-08-15,23,Maine,wk inc covid hosp,hosp,6,0.43
2020-08-15,26,Michigan,wk inc covid hosp,hosp,389,3.82
2020-08-15,27,Minnesota,wk inc covid hosp,hosp,203,3.54
2020-08-15,29,Missouri,wk inc covid hosp,hosp,515,8.33
2020-08-15,28,Mississippi,wk inc covid hosp,hosp,791,27.02
2020-08-15,30,Montana,wk inc covid hosp,hosp,94,8.32
2020-08-15,37,North Carolina,wk inc covid hosp,hosp,782,7.42
2020-08-15,38,North Dakota,wk inc covid hosp,hosp,87,9.91
2020-08-15,31,Nebraska,wk inc covid hosp,hosp,130,6.59
2020-08-15,33,New Hampshire,wk inc covid hosp,hosp,10,0.71
2020-08-15,34,New Jersey,wk inc covid hosp,hosp,177,1.91
2020-08-15,35,New Mexico,wk inc covid hosp,hosp,55,2.62
2020-08-15,32,Nevada,wk inc covid hosp,hosp,577,18.13
2020-08-15,36,New York,wk inc covid hosp,hosp,490,2.51
2020-08-15,39,Ohio,wk inc covid hosp,hosp,573,4.86
2020-08-15,40,Oklahoma,wk inc covid hosp,hosp,463,11.47
2020-08-15,41,Oregon,wk inc covid hosp,hosp,87,2.06
2020-08-15,42,Pennsylvania,wk inc covid hosp,hosp,459,3.5
2020-08-15,72,Puerto Rico,wk inc covid hosp,hosp,265,8.06
2020-08-15,44,Rhode Island,wk inc covid hosp,hosp,58,5.31
2020-08-15,45,South Carolina,wk inc covid hosp,hosp,645,12.09
2020-08-15,46,South Dakota,wk inc covid hosp,hosp,93,10.15
2020-08-15,47,Tennessee,wk inc covid hosp,hosp,1331,18.73
2020-08-15,48,Texas,wk inc covid hosp,hosp,5823,19.16
2020-08-15,US,United States,wk inc covid hosp,hosp,36570,10.79
2020-08-15,49,Utah,wk inc covid hosp,hosp,126,3.69
2020-08-15,51,Virginia,wk inc covid hosp,hosp,421,4.89
2020-08-15,50,Vermont,wk inc covid hosp,hosp,5,0.77
2020-08-15,53,Washington,wk inc covid hosp,hosp,190,2.45
2020-08-15,55,Wisconsin,wk inc covid hosp,hosp,485,8.21
2020-08-15,54,West Virginia,wk inc covid hosp,hosp,74,4.18
2020-08-15,56,Wyoming,wk inc covid hosp,hosp,48,8.26
2020-08-22,02,Alaska,wk inc covid hosp,hosp,63,8.85
2020-08-22,01,Alabama,wk inc covid hosp,hosp,1903,37.33
2020-08-22,05,Arkansas,wk inc covid hosp,hosp,418,13.64
2020-08-22,04,Arizona,wk inc covid hosp,hosp,1292,17.43
2020-08-22,06,California,wk inc covid hosp,hosp,3498,9.01
2020-08-22,08,Colorado,wk inc covid hosp,hosp,147,2.52
2020-08-22,09,Connecticut,wk inc covid hosp,hosp,77,2.13
2020-08-22,11,District of Columbia,wk inc covid hosp,hosp,85,12.58
2020-08-22,10,Delaware,wk inc covid hosp,hosp,47,4.57
2020-08-22,12,Florida,wk inc covid hosp,hosp,5040,22.31
2020-08-22,13,Georgia,wk inc covid hosp,hosp,2427,22.12
2020-08-22,15,Hawaii,wk inc covid hosp,hosp,918,65.81
2020-08-22,19,Iowa,wk inc covid hosp,hosp,329,10.26
2020-08-22,16,Idaho,wk inc covid hosp,hosp,147,7.5
2020-08-22,17,Illinois,wk inc covid hosp,hosp,737,5.86
2020-08-22,18,Indiana,wk inc covid hosp,hosp,527,7.68
2020-08-22,20,Kansas,wk inc covid hosp,hosp,186,6.37
2020-08-22,21,Kentucky,wk inc covid hosp,hosp,1307,28.98
2020-08-22,22,Louisiana,wk inc covid hosp,hosp,1121,24.59
2020-08-22,25,Massachusetts,wk inc covid hosp,hosp,132,1.91
2020-08-22,24,Maryland,wk inc covid hosp,hosp,352,5.72
2020-08-22,23,Maine,wk inc covid hosp,hosp,10,0.72
2020-08-22,26,Michigan,wk inc covid hosp,hosp,378,3.72
2020-08-22,27,Minnesota,wk inc covid hosp,hosp,227,3.96
2020-08-22,29,Missouri,wk inc covid hosp,hosp,654,10.58
2020-08-22,28,Mississippi,wk inc covid hosp,hosp,611,20.87
2020-08-22,30,Montana,wk inc covid hosp,hosp,95,8.41
2020-08-22,37,North Carolina,wk inc covid hosp,hosp,1150,10.82
2020-08-22,38,North Dakota,wk inc covid hosp,hosp,71,9.01
2020-08-22,31,Nebraska,wk inc covid hosp,hosp,146,7.4
2020-08-22,33,New Hampshire,wk inc covid hosp,hosp,179,12.77
2020-08-22,34,New Jersey,wk inc covid hosp,hosp,260,2.8
2020-08-22,35,New Mexico,wk inc covid hosp,hosp,95,4.52
2020-08-22,32,Nevada,wk inc covid hosp,hosp,578,18.16
2020-08-22,36,New York,wk inc covid hosp,hosp,844,4.32
2020-08-22,39,Ohio,wk inc covid hosp,hosp,634,5.38
2020-08-22,40,Oklahoma,wk inc covid hosp,hosp,542,13.43
2020-08-22,41,Oregon,wk inc covid hosp,hosp,109,2.58
2020-08-22,42,Pennsylvania,wk inc covid hosp,hosp,411,3.12
2020-08-22,72,Puerto Rico,wk inc covid hosp,hosp,263,8
2020-08-22,44,Rhode Island,wk inc covid hosp,hosp,42,3.84
2020-08-22,45,South Carolina,wk inc covid hosp,hosp,631,11.83
2020-08-22,46,South Dakota,wk inc covid hosp,hosp,95,10.37
2020-08-22,47,Tennessee,wk inc covid hosp,hosp,1216,17.11
2020-08-22,48,Texas,wk inc covid hosp,hosp,5533,18.21
2020-08-22,US,United States,wk inc covid hosp,hosp,36808,10.9
2020-08-22,49,Utah,wk inc covid hosp,hosp,89,2.61
2020-08-22,51,Virginia,wk inc covid hosp,hosp,413,4.79
2020-08-22,50,Vermont,wk inc covid hosp,hosp,6,0.93
2020-08-22,53,Washington,wk inc covid hosp,hosp,165,2.13
2020-08-22,55,Wisconsin,wk inc covid hosp,hosp,447,7.56
2020-08-22,54,West Virginia,wk inc covid hosp,hosp,93,5.25
2020-08-22,56,Wyoming,wk inc covid hosp,hosp,35,6.02
2020-08-29,02,Alaska,wk inc covid hosp,hosp,56,7.87
2020-08-29,01,Alabama,wk inc covid hosp,hosp,1699,31.57
2020-08-29,05,Arkansas,wk inc covid hosp,hosp,338,11
2020-08-29,04,Arizona,wk inc covid hosp,hosp,700,9.44
2020-08-29,06,California,wk inc covid hosp,hosp,3100,7.98
2020-08-29,08,Colorado,wk inc covid hosp,hosp,137,2.34
2020-08-29,09,Connecticut,wk inc covid hosp,hosp,62,1.72
2020-08-29,11,District of Columbia,wk inc covid hosp,hosp,66,9.77
2020-08-29,10,Delaware,wk inc covid hosp,hosp,58,5.64
2020-08-29,12,Florida,wk inc covid hosp,hosp,4269,18.9
2020-08-29,13,Georgia,wk inc covid hosp,hosp,1458,13.29
2020-08-29,15,Hawaii,wk inc covid hosp,hosp,2137,153.2
2020-08-29,19,Iowa,wk inc covid hosp,hosp,359,11.2
2020-08-29,16,Idaho,wk inc covid hosp,hosp,107,5.46
2020-08-29,17,Illinois,wk inc covid hosp,hosp,778,6.17
2020-08-29,18,Indiana,wk inc covid hosp,hosp,533,7.77
2020-08-29,20,Kansas,wk inc covid hosp,hosp,214,7.33
2020-08-29,21,Kentucky,wk inc covid hosp,hosp,1776,39.38
2020-08-29,22,Louisiana,wk inc covid hosp,hosp,883,19.37
2020-08-29,25,Massachusetts,wk inc covid hosp,hosp,172,2.53
2020-08-29,24,Maryland,wk inc covid hosp,hosp,316,5.14
2020-08-29,23,Maine,wk inc covid hosp,hosp,9,0.65
2020-08-29,26,Michigan,wk inc covid hosp,hosp,358,3.54
2020-08-29,27,Minnesota,wk inc covid hosp,hosp,262,4.57
2020-08-29,29,Missouri,wk inc covid hosp,hosp,679,10.98
2020-08-29,28,Mississippi,wk inc covid hosp,hosp,595,20.33
2020-08-29,30,Montana,wk inc covid hosp,hosp,104,9.21
2020-08-29,37,North Carolina,wk inc covid hosp,hosp,2055,19.25
2020-08-29,38,North Dakota,wk inc covid hosp,hosp,92,11.84
2020-08-29,31,Nebraska,wk inc covid hosp,hosp,163,8.27
2020-08-29,33,New Hampshire,wk inc covid hosp,hosp,209,14.91
2020-08-29,34,New Jersey,wk inc covid hosp,hosp,302,3.25
2020-08-29,35,New Mexico,wk inc covid hosp,hosp,137,6.52
2020-08-29,32,Nevada,wk inc covid hosp,hosp,483,15.18
2020-08-29,36,New York,wk inc covid hosp,hosp,483,2.47
2020-08-29,39,Ohio,wk inc covid hosp,hosp,647,5.49
2020-08-29,40,Oklahoma,wk inc covid hosp,hosp,584,14.47
2020-08-29,41,Oregon,wk inc covid hosp,hosp,60,1.42
2020-08-29,42,Pennsylvania,wk inc covid hosp,hosp,460,3.53
2020-08-29,72,Puerto Rico,wk inc covid hosp,hosp,259,7.88
2020-08-29,44,Rhode Island,wk inc covid hosp,hosp,27,2.47
2020-08-29,45,South Carolina,wk inc covid hosp,hosp,613,11.49
2020-08-29,46,South Dakota,wk inc covid hosp,hosp,117,12.77
2020-08-29,47,Tennessee,wk inc covid hosp,hosp,1124,15.79
2020-08-29,48,Texas,wk inc covid hosp,hosp,5053,16.63
2020-08-29,US,United States,wk inc covid hosp,hosp,35395,10.46
2020-08-29,49,Utah,wk inc covid hosp,hosp,126,3.69
2020-08-29,51,Virginia,wk inc covid hosp,hosp,396,4.6
2020-08-29,50,Vermont,wk inc covid hosp,hosp,6,0.93
2020-08-29,53,Washington,wk inc covid hosp,hosp,143,1.84
2020-08-29,55,Wisconsin,wk inc covid hosp,hosp,430,7.29
2020-08-29,54,West Virginia,wk inc covid hosp,hosp,114,6.44
2020-08-29,56,Wyoming,wk inc covid hosp,hosp,36,6.19
2020-09-05,02,Alaska,wk inc covid hosp,hosp,61,8.57
2020-09-05,01,Alabama,wk inc covid hosp,hosp,1210,23.74
2020-09-05,05,Arkansas,wk inc covid hosp,hosp,323,10.54
2020-09-05,04,Arizona,wk inc covid hosp,hosp,1008,13.6
2020-09-05,06,California,wk inc covid hosp,hosp,2888,7.44
2020-09-05,08,Colorado,wk inc covid hosp,hosp,137,2.34
2020-09-05,09,Connecticut,wk inc covid hosp,hosp,78,2.16
2020-09-05,11,District of Columbia,wk inc covid hosp,hosp,78,11.54
2020-09-05,10,Delaware,wk inc covid hosp,hosp,66,6.42
2020-09-05,12,Florida,wk inc covid hosp,hosp,3526,15.61
2020-09-05,13,Georgia,wk inc covid hosp,hosp,1548,14.11
2020-09-05,15,Hawaii,wk inc covid hosp,hosp,1996,143.09
2020-09-05,19,Iowa,wk inc covid hosp,hosp,378,11.79
2020-09-05,16,Idaho,wk inc covid hosp,hosp,104,5.3
2020-09-05,17,Illinois,wk inc covid hosp,hosp,804,6.4
2020-09-05,18,Indiana,wk inc covid hosp,hosp,444,6.47
2020-09-05,20,Kansas,wk inc covid hosp,hosp,264,9.04
2020-09-05,21,Kentucky,wk inc covid hosp,hosp,1495,33.15
2020-09-05,22,Louisiana,wk inc covid hosp,hosp,820,17.99
2020-09-05,25,Massachusetts,wk inc covid hosp,hosp,169,2.5
2020-09-05,24,Maryland,wk inc covid hosp,hosp,304,4.94
2020-09-05,23,Maine,wk inc covid hosp,hosp,6,0.43
2020-09-05,26,Michigan,wk inc covid hosp,hosp,330,3.28
2020-09-05,27,Minnesota,wk inc covid hosp,hosp,264,4.6
2020-09-05,29,Missouri,wk inc covid hosp,hosp,632,10.22
2020-09-05,28,Mississippi,wk inc covid hosp,hosp,554,18.93
2020-09-05,30,Montana,wk inc covid hosp,hosp,125,11.07
2020-09-05,37,North Carolina,wk inc covid hosp,hosp,1762,16.47
2020-09-05,38,North Dakota,wk inc covid hosp,hosp,85,10.94
2020-09-05,31,Nebraska,wk inc covid hosp,hosp,166,8.42
2020-09-05,33,New Hampshire,wk inc covid hosp,hosp,153,10.92
2020-09-05,34,New Jersey,wk inc covid hosp,hosp,290,3.12
2020-09-05,35,New Mexico,wk inc covid hosp,hosp,38,1.81
2020-09-05,32,Nevada,wk inc covid hosp,hosp,478,15.02
2020-09-05,36,New York,wk inc covid hosp,hosp,479,2.45
2020-09-05,39,Ohio,wk inc covid hosp,hosp,670,5.69
2020-09-05,40,Oklahoma,wk inc covid hosp,hosp,510,12.64
2020-09-05,41,Oregon,wk inc covid hosp,hosp,55,1.3
2020-09-05,42,Pennsylvania,wk inc covid hosp,hosp,380,2.85
2020-09-05,72,Puerto Rico,wk inc covid hosp,hosp,319,9.71
2020-09-05,44,Rhode Island,wk inc covid hosp,hosp,24,2.2
2020-09-05,45,South Carolina,wk inc covid hosp,hosp,487,9.13
2020-09-05,46,South Dakota,wk inc covid hosp,hosp,115,12.55
2020-09-05,47,Tennessee,wk inc covid hosp,hosp,1191,16.7
2020-09-05,48,Texas,wk inc covid hosp,hosp,4549,14.97
2020-09-05,US,United States,wk inc covid hosp,hosp,32757,9.7
2020-09-05,49,Utah,wk inc covid hosp,hosp,139,4.07
2020-09-05,51,Virginia,wk inc covid hosp,hosp,465,5.4
2020-09-05,50,Vermont,wk inc covid hosp,hosp,5,0.77
2020-09-05,53,Washington,wk inc covid hosp,hosp,192,2.47
2020-09-05,55,Wisconsin,wk inc covid hosp,hosp,404,6.9
2020-09-05,54,West Virginia,wk inc covid hosp,hosp,96,5.42
2020-09-05,56,Wyoming,wk inc covid hosp,hosp,42,7.23
2020-09-12,02,Alaska,wk inc covid hosp,hosp,56,7.87
2020-09-12,01,Alabama,wk inc covid hosp,hosp,1063,20.85
2020-09-12,05,Arkansas,wk inc covid hosp,hosp,322,10.51
2020-09-12,04,Arizona,wk inc covid hosp,hosp,537,7.24
2020-09-12,06,California,wk inc covid hosp,hosp,2572,6.62
2020-09-12,08,Colorado,wk inc covid hosp,hosp,118,2.02
2020-09-12,09,Connecticut,wk inc covid hosp,hosp,62,1.72
2020-09-12,11,District of Columbia,wk inc covid hosp,hosp,85,12.58
2020-09-12,10,Delaware,wk inc covid hosp,hosp,51,4.96
2020-09-12,12,Florida,wk inc covid hosp,hosp,2922,12.92
2020-09-12,13,Georgia,wk inc covid hosp,hosp,1266,11.54
2020-09-12,15,Hawaii,wk inc covid hosp,hosp,1781,127.68
2020-09-12,19,Iowa,wk inc covid hosp,hosp,357,11.13
2020-09-12,16,Idaho,wk inc covid hosp,hosp,95,4.84
2020-09-12,17,Illinois,wk inc covid hosp,hosp,732,5.82
2020-09-12,18,Indiana,wk inc covid hosp,hosp,923,13.45
2020-09-12,20,Kansas,wk inc covid hosp,hosp,254,8.7
2020-09-12,21,Kentucky,wk inc covid hosp,hosp,2101,46.59
2020-09-12,22,Louisiana,wk inc covid hosp,hosp,809,17.74
2020-09-12,25,Massachusetts,wk inc covid hosp,hosp,178,2.57
2020-09-12,24,Maryland,wk inc covid hosp,hosp,295,4.8
2020-09-12,23,Maine,wk inc covid hosp,hosp,7,0.5
2020-09-12,26,Michigan,wk inc covid hosp,hosp,321,3.13
2020-09-12,27,Minnesota,wk inc covid hosp,hosp,234,4.08
2020-09-12,29,Missouri,wk inc covid hosp,hosp,642,10.39
2020-09-12,28,Mississippi,wk inc covid hosp,hosp,481,16.43
2020-09-12,30,Montana,wk inc covid hosp,hosp,132,11.69
2020-09-12,37,North Carolina,wk inc covid hosp,hosp,941,8.91
2020-09-12,38,North Dakota,wk inc covid hosp,hosp,93,11.72
2020-09-12,31,Nebraska,wk inc covid hosp,hosp,175,8.87
2020-09-12,33,New Hampshire,wk inc covid hosp,hosp,7,0.5
2020-09-12,34,New Jersey,wk inc covid hosp,hosp,244,2.63
2020-09-12,35,New Mexico,wk inc covid hosp,hosp,33,1.57
2020-09-12,32,Nevada,wk inc covid hosp,hosp,398,12.51
2020-09-12,36,New York,wk inc covid hosp,hosp,573,2.93
2020-09-12,39,Ohio,wk inc covid hosp,hosp,592,5.03
2020-09-12,40,Oklahoma,wk inc covid hosp,hosp,499,12.37
2020-09-12,41,Oregon,wk inc covid hosp,hosp,54,1.28
2020-09-12,42,Pennsylvania,wk inc covid hosp,hosp,356,2.72
2020-09-12,72,Puerto Rico,wk inc covid hosp,hosp,269,8.19
2020-09-12,44,Rhode Island,wk inc covid hosp,hosp,27,2.47
2020-09-12,45,South Carolina,wk inc covid hosp,hosp,493,9.24
2020-09-12,46,South Dakota,wk inc covid hosp,hosp,133,14.52
2020-09-12,47,Tennessee,wk inc covid hosp,hosp,1082,15.22
2020-09-12,48,Texas,wk inc covid hosp,hosp,3976,13.08
2020-09-12,US,United States,wk inc covid hosp,hosp,29728,8.81
2020-09-12,49,Utah,wk inc covid hosp,hosp,116,3.4
2020-09-12,51,Virginia,wk inc covid hosp,hosp,428,4.97
2020-09-12,50,Vermont,wk inc covid hosp,hosp,7,1.08
2020-09-12,53,Washington,wk inc covid hosp,hosp,156,2.01
2020-09-12,55,Wisconsin,wk inc covid hosp,hosp,503,8.55
2020-09-12,54,West Virginia,wk inc covid hosp,hosp,90,5.09
2020-09-12,56,Wyoming,wk inc covid hosp,hosp,48,8.26
2020-09-19,02,Alaska,wk inc covid hosp,hosp,67,9.41
2020-09-19,01,Alabama,wk inc covid hosp,hosp,882,17.19
2020-09-19,05,Arkansas,wk inc covid hosp,hosp,364,11.88
2020-09-19,04,Arizona,wk inc covid hosp,hosp,657,8.86
2020-09-19,06,California,wk inc covid hosp,hosp,2253,5.8
2020-09-19,08,Colorado,wk inc covid hosp,hosp,145,2.48
2020-09-19,09,Connecticut,wk inc covid hosp,hosp,92,2.55
2020-09-19,11,District of Columbia,wk inc covid hosp,hosp,52,7.69
2020-09-19,10,Delaware,wk inc covid hosp,hosp,33,3.21
2020-09-19,12,Florida,wk inc covid hosp,hosp,2441,10.78
2020-09-19,13,Georgia,wk inc covid hosp,hosp,1222,11.14
2020-09-19,15,Hawaii,wk inc covid hosp,hosp,1522,109.11
2020-09-19,19,Iowa,wk inc covid hosp,hosp,372,11.6
2020-09-19,16,Idaho,wk inc covid hosp,hosp,84,4.28
2020-09-19,17,Illinois,wk inc covid hosp,hosp,778,6.17
2020-09-19,18,Indiana,wk inc covid hosp,hosp,423,6.17
2020-09-19,20,Kansas,wk inc covid hosp,hosp,239,8.18
2020-09-19,21,Kentucky,wk inc covid hosp,hosp,1159,25.7
2020-09-19,22,Louisiana,wk inc covid hosp,hosp,770,16.89
2020-09-19,25,Massachusetts,wk inc covid hosp,hosp,195,2.84
2020-09-19,24,Maryland,wk inc covid hosp,hosp,306,4.98
2020-09-19,23,Maine,wk inc covid hosp,hosp,9,0.65
2020-09-19,26,Michigan,wk inc covid hosp,hosp,285,2.82
2020-09-19,27,Minnesota,wk inc covid hosp,hosp,246,4.29
2020-09-19,29,Missouri,wk inc covid hosp,hosp,743,12.02
2020-09-19,28,Mississippi,wk inc covid hosp,hosp,447,15.27
2020-09-19,30,Montana,wk inc covid hosp,hosp,122,10.8
2020-09-19,37,North Carolina,wk inc covid hosp,hosp,901,8.54
2020-09-19,38,North Dakota,wk inc covid hosp,hosp,142,18.15
2020-09-19,31,Nebraska,wk inc covid hosp,hosp,224,11.36
2020-09-19,33,New Hampshire,wk inc covid hosp,hosp,7,0.5
2020-09-19,34,New Jersey,wk inc covid hosp,hosp,245,2.64
2020-09-19,35,New Mexico,wk inc covid hosp,hosp,72,3.43
2020-09-19,32,Nevada,wk inc covid hosp,hosp,337,10.59
2020-09-19,36,New York,wk inc covid hosp,hosp,578,2.96
2020-09-19,39,Ohio,wk inc covid hosp,hosp,591,5.02
2020-09-19,40,Oklahoma,wk inc covid hosp,hosp,604,14.97
2020-09-19,41,Oregon,wk inc covid hosp,hosp,80,1.89
2020-09-19,42,Pennsylvania,wk inc covid hosp,hosp,315,2.43
2020-09-19,72,Puerto Rico,wk inc covid hosp,hosp,274,8.34
2020-09-19,44,Rhode Island,wk inc covid hosp,hosp,22,2.01
2020-09-19,45,South Carolina,wk inc covid hosp,hosp,443,8.3
2020-09-19,46,South Dakota,wk inc covid hosp,hosp,211,23.03
2020-09-19,47,Tennessee,wk inc covid hosp,hosp,1089,15.32
2020-09-19,48,Texas,wk inc covid hosp,hosp,4070,13.39
2020-09-19,US,United States,wk inc covid hosp,hosp,27679,8.2
2020-09-19,49,Utah,wk inc covid hosp,hosp,156,4.57
2020-09-19,51,Virginia,wk inc covid hosp,hosp,429,4.98
2020-09-19,50,Vermont,wk inc covid hosp,hosp,6,0.93
2020-09-19,53,Washington,wk inc covid hosp,hosp,202,2.6
2020-09-19,55,Wisconsin,wk inc covid hosp,hosp,592,10.03
2020-09-19,54,West Virginia,wk inc covid hosp,hosp,119,6.72
2020-09-19,56,Wyoming,wk inc covid hosp,hosp,38,6.54
2020-09-26,02,Alaska,wk inc covid hosp,hosp,46,6.46
2020-09-26,01,Alabama,wk inc covid hosp,hosp,906,17.7
2020-09-26,05,Arkansas,wk inc covid hosp,hosp,452,14.75
2020-09-26,04,Arizona,wk inc covid hosp,hosp,788,10.63
2020-09-26,06,California,wk inc covid hosp,hosp,2191,5.64
2020-09-26,08,Colorado,wk inc covid hosp,hosp,207,3.54
2020-09-26,09,Connecticut,wk inc covid hosp,hosp,69,1.91
2020-09-26,11,District of Columbia,wk inc covid hosp,hosp,80,11.84
2020-09-26,10,Delaware,wk inc covid hosp,hosp,49,4.76
2020-09-26,12,Florida,wk inc covid hosp,hosp,2099,9.28
2020-09-26,13,Georgia,wk inc covid hosp,hosp,1104,10.06
2020-09-26,15,Hawaii,wk inc covid hosp,hosp,1204,86.32
2020-09-26,19,Iowa,wk inc covid hosp,hosp,489,15.25
2020-09-26,16,Idaho,wk inc covid hosp,hosp,138,7.04
2020-09-26,17,Illinois,wk inc covid hosp,hosp,765,6.04
2020-09-26,18,Indiana,wk inc covid hosp,hosp,471,6.86
2020-09-26,20,Kansas,wk inc covid hosp,hosp,250,8.56
2020-09-26,21,Kentucky,wk inc covid hosp,hosp,1059,23.48
2020-09-26,22,Louisiana,wk inc covid hosp,hosp,689,15.11
2020-09-26,25,Massachusetts,wk inc covid hosp,hosp,250,3.69
2020-09-26,24,Maryland,wk inc covid hosp,hosp,310,5.04
2020-09-26,23,Maine,wk inc covid hosp,hosp,4,0.29
2020-09-26,26,Michigan,wk inc covid hosp,hosp,295,2.91
2020-09-26,27,Minnesota,wk inc covid hosp,hosp,347,6.05
2020-09-26,29,Missouri,wk inc covid hosp,hosp,810,13.1
2020-09-26,28,Mississippi,wk inc covid hosp,hosp,395,13.49
2020-09-26,30,Montana,wk inc covid hosp,hosp,215,19.04
2020-09-26,37,North Carolina,wk inc covid hosp,hosp,888,8.4
2020-09-26,38,North Dakota,wk inc covid hosp,hosp,175,21.24
2020-09-26,31,Nebraska,wk inc covid hosp,hosp,244,12.37
2020-09-26,33,New Hampshire,wk inc covid hosp,hosp,19,1.36
2020-09-26,34,New Jersey,wk inc covid hosp,hosp,291,3.13
