location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2024-12-21,2024-12-21,CEPH-Rtrend_covid,7734,8506,9337,10364,11494,12573,13770,7700,8500,9300,10400,11500,12600,13800,2.2916039134905835,2.520349481271128,2.766576899439045,3.070879617198915,3.405701497499453,3.7254119478041248,4.080086098883545,2.29,2.52,2.77,3.07,3.41,3.73,4.08,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2024-12-21,2024-12-28,CEPH-Rtrend_covid,6702,7919,9357,11290,13583,15967,18785,6700,7900,9400,11300,13600,16000,18800,1.9858196829860213,2.3464198850442113,2.772502950417816,3.345255777515993,4.0246775222320395,4.731062798901493,5.5660433818102675,1.99,2.35,2.77,3.35,4.02,4.73,5.57,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2024-12-21,2025-01-04,CEPH-Rtrend_covid,5775,7317,9273,12094,15746,19818,24997,5800,7300,9300,12100,15700,19800,25000,1.7111472201200049,2.1680457505832167,2.7476135363069796,3.5834830268625697,4.665579935586078,5.872123914863768,7.406674815816411,1.71,2.17,2.75,3.58,4.67,5.87,7.41,CEPH Lab at Indiana University,2024-12-18,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2024-12-21,2024-12-21,CMU-TimeSeries,5709.1584021450735,7077.4845555448355,8451.672525781178,9876.42444339756,13137.642173763548,16858.979757474593,20614.390503952443,5700,7100,8500,9900,13100,16900,20600,1.6916381868494046,2.0970767138810067,2.5042521121826984,2.9264097369774897,3.8927168631284563,4.995358674642786,6.108096451135317,1.69,2.1,2.5,2.93,3.89,5,6.11,Carnegie Mellon Delphi Group,2024-12-18,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2024-12-21,2024-12-28,CMU-TimeSeries,5802.848119872667,7020.403403674837,8526.560512114092,10739.03220017564,16101.716308164385,21727.183473229034,26449.96037831728,5800,7000,8500,10700,16100,21700,26400,1.719398689021422,2.0801634230855792,2.5264416134180148,3.1820026140449813,4.770979584394188,6.437819844372845,7.837190679418508,1.72,2.08,2.53,3.18,4.77,6.44,7.84,Carnegie Mellon Delphi Group,2024-12-18,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2024-12-21,2025-01-04,CMU-TimeSeries,5840.773423228432,7032.293479284902,8604.905631555399,11730.64564268389,19461.424445026125,26592.174769571095,31654.002499851045,5800,7000,8600,11700,19500,26600,31700,1.730636053075002,2.0836864827959127,2.5496554720053677,3.4758202046218853,5.766469669035838,7.879329166042756,9.379161624812435,1.73,2.08,2.55,3.48,5.77,7.88,9.38,Carnegie Mellon Delphi Group,2024-12-18,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2024-12-21,2024-12-21,CMU-climate_baseline,1526.5067018364691,3471.2420263755084,12641.081786493032,27560.885949640615,36522.55078249184,44020.14467110893,51525.94654538593,1500,3500,12600,27600,36500,44000,51500,0.45230782672589287,1.0285378603976076,3.7455847546782994,8.166360757882604,10.821724890589199,13.04328107069238,15.267269297868243,0.45,1.03,3.75,8.17,10.82,13.04,15.27,Carnegie Mellon Delphi Group,2024-12-18,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2024-12-21,2024-12-28,CMU-climate_baseline,1529.861947928262,3231.8185998050376,9061.67070044543,27117.61699957474,37009.07060728147,44560.744671108936,51668.44301804204,1500,3200,9100,27100,37000,44600,51700,0.45330199469520716,0.9575960888291806,2.684996126183566,8.03501903811278,10.965881954783494,13.20346222864855,15.309491365930999,0.45,0.96,2.68,8.04,10.97,13.2,15.31,Carnegie Mellon Delphi Group,2024-12-18,climatological baseline
United States,US,2,wk inc covid hosp,hosp,2024-12-21,2025-01-04,CMU-climate_baseline,1537.5974811544622,2990.379824329393,6385.559509275427,26208.93991319838,37461.49122977142,45300.42673257897,51952.9031318591,1500,3000,6400,26200,37500,45300,52000,0.455594052907529,0.8860571642431498,1.8920575589969715,7.7657757012574296,11.099935338419622,13.422631908866228,15.393777622726338,0.46,0.89,1.89,7.77,11.1,13.42,15.39,Carnegie Mellon Delphi Group,2024-12-18,climatological baseline
United States,US,0,wk inc covid hosp,hosp,2024-12-21,2024-12-21,CovidHub-baseline,8538.3,8773.199999999999,9364.5,9551,9737.5,10328.8,10563.7,8500,8800,9400,9600,9700,10300,10600,2.5299200536018422,2.5995215223475023,2.774725219534855,2.8299856449118903,2.885246070288926,3.0604497674762783,3.1300512362219393,2.53,2.6,2.77,2.83,2.89,3.06,3.13,CovidHub-hub-models,2024-12-18,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2024-12-21,2024-12-28,CovidHub-baseline,8165.839235892359,8617.655863558635,9093.616393663937,9551,10007.80537305373,10486.250652506524,10940.542138421382,8200,8600,9100,9600,10000,10500,10900,2.4195589798171557,2.553433398247484,2.6944617165118183,2.8299856449118903,2.9653382413165263,3.107102797145996,3.24171052238364,2.42,2.55,2.69,2.83,2.97,3.11,3.24,CovidHub-hub-models,2024-12-18,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2024-12-21,2025-01-04,CovidHub-baseline,7817.411603366033,8449.038097380972,8954.18945189452,9551,10142.82958329583,10650.250481504814,11292.258543335432,7800,8400,9000,9600,10100,10700,11300,2.316318984178989,2.5034715243327215,2.6531491582748363,2.8299856449118903,3.0053462589796722,3.1556963645036724,3.3459249896631693,2.32,2.5,2.65,2.83,3.01,3.16,3.35,CovidHub-hub-models,2024-12-18,CovidHub baseline model
