location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-05-31,2025-05-31,CEPH-Rtrend_covid,2083,2333,2598,2938,3316,3677,4086,2100,2300,2600,2900,3300,3700,4100,0.6171982094389559,0.6912738466735882,0.7697940221422983,0.8705368887813982,0.9825392522801623,1.0895044724469711,1.2106922149628294,0.62,0.69,0.77,0.87,0.98,1.09,1.21,TRUE,FALSE,CEPH Lab at Indiana University,2025-05-28,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-05-31,2025-06-07,CEPH-Rtrend_covid,1406,1708,2059,2541,3116,3711,4421,1400,1700,2100,2500,3100,3700,4400,0.4166013838075718,0.5060847535870076,0.6100869482644312,0.7529047768528022,0.9232787424924565,1.0995787591108812,1.3099535688572368,0.42,0.51,0.61,0.75,0.92,1.1,1.31,TRUE,FALSE,CEPH Lab at Indiana University,2025-05-28,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-05-31,2025-06-14,CEPH-Rtrend_covid,945,1230,1587,2107,2768,3489,4374,950,1200,1600,2100,2800,3500,4400,0.2800059087469099,0.3644521351943907,0.47023214516544554,0.6243094706134806,0.8201654554618483,1.0337995932465278,1.296027349057126,0.28,0.36,0.47,0.62,0.82,1.03,1.3,TRUE,FALSE,CEPH Lab at Indiana University,2025-05-28,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-05-31,2025-05-31,CFA_Pyrenew-Pyrenew_HE_COVID,2921.8500000000004,3170,3392.75,3645,3929,4221.2,4657.2249999999985,2900,3200,3400,3600,3900,4200,4700,0.8657516026160411,0.939279080135137,1.0052804729111944,1.0800227908809381,1.1641727147794805,1.2507523195793186,1.3799476384802405,0.87,0.94,1.01,1.08,1.16,1.25,1.38,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-05-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-05-31,2025-06-07,CFA_Pyrenew-Pyrenew_HE_COVID,2807.8999999999996,3097.9,3375.75,3740,4171.25,4664.200000000001,5505,2800,3100,3400,3700,4200,4700,5500,0.8319879271644954,0.917915666356669,1.0002433295792394,1.1081715330300985,1.2359520072598391,1.3820143487590872,1.6311455319066024,0.83,0.92,1,1.11,1.24,1.38,1.63,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-05-28,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-05-31,2025-05-31,CFA_Pyrenew-Pyrenew_H_COVID,2354,2516.9,2664,2835,3011.25,3183,3402.0249999999996,2400,2500,2700,2800,3000,3200,3400,0.6974962002012972,0.7457638854233837,0.7893499903722413,0.8400177262407297,0.8922410504911454,0.9431310132713377,1.0080286790525992,0.7,0.75,0.79,0.84,0.89,0.94,1.01,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-05-28,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-05-31,2025-06-07,CFA_Pyrenew-Pyrenew_H_COVID,1760.8999999999999,2036,2271.75,2531,2808,3093.1,3496.2749999999987,1800,2000,2300,2500,2800,3100,3500,0.5217591584258556,0.603271989638845,0.6731253155511032,0.7499417513634169,0.8320175574193894,0.916493414121764,1.0359551942900551,0.52,0.6,0.67,0.75,0.83,0.92,1.04,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-05-28,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-05-31,2025-05-31,CMU-TimeSeries,1294.4148617795445,1914.7605053967131,2395.4969479210968,2944.9729136532596,3762.0284867382506,4693.841252435986,6359.174854636178,1300,1900,2400,2900,3800,4700,6400,0.3835384229291927,0.5673484183558721,0.7097918516434876,0.8726029808703873,1.1146986297999006,1.3907971274096,1.884239718574499,0.38,0.57,0.71,0.87,1.11,1.39,1.88,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-05-28,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-05-31,2025-06-07,CMU-TimeSeries,1046.0773702048966,1632.2931789648594,2158.1801071563423,2757.3818432280286,3973.6693199187143,5419.6701429019595,8326.476012334613,1000,1600,2200,2800,4000,5400,8300,0.3099553911786241,0.48365262954226235,0.6394742668188519,0.8170192685452842,1.177408348130746,1.6058620777478922,2.4671560661302645,0.31,0.48,0.64,0.82,1.18,1.61,2.47,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-05-28,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-05-31,2025-06-14,CMU-TimeSeries,1127.9500622483185,1606.5672621159983,2056.3177867602335,2713.1727066701296,4414.995408118162,6283.109773393836,9516.802842306113,1100,1600,2100,2700,4400,6300,9500,0.3342144785195493,0.47602997480616416,0.6092922016446918,0.8039199886968073,1.3081743929773126,1.861701441117177,2.819852939920739,0.33,0.48,0.61,0.8,1.31,1.86,2.82,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-05-28,AR ensemble with auxiliary data
