location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CEPH-Rtrend_covid,3200,3596,4022,4560,5157,5736,6388,3200,3600,4000,4600,5200,5700,6400,0.9481681566032929,1.0655039659829504,1.1917288518307636,1.3511396231596922,1.528032244875994,1.6995914207114022,1.8927806826193232,0.95,1.07,1.19,1.35,1.53,1.7,1.89,CEPH Lab at Indiana University,2025-12-17,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CEPH-Rtrend_covid,2724,3341,4088,5108,6334,7637,9206,2700,3300,4100,5100,6300,7600,9200,0.807128143308553,0.9899468160036253,1.2112848200607067,1.5135134199780063,1.8767803449766427,2.262862566243546,2.727761265528098,0.81,0.99,1.21,1.51,1.88,2.26,2.73,CEPH Lab at Indiana University,2025-12-17,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,CEPH-Rtrend_covid,2280,3050,4050,5541,7469,9650,12410,2300,3100,4100,5500,7500,9700,12400,0.6755698115798461,0.9037227742625135,1.2000253232010425,1.6418124236683893,2.213083738021873,2.859319597256805,3.677114632327145,0.68,0.9,1.2,1.64,2.21,2.86,3.68,CEPH Lab at Indiana University,2025-12-17,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CFA-EpiAutoGP,4198.8586,4485.1631,4787.0817,5104.2919,5427.0422,5780.0317,6149.0968,4200,4500,4800,5100,5400,5800,6100,1.2441325058124633,1.3289652589350345,1.4184245096869865,1.5124147004962873,1.608046437056962,1.7126381256554988,1.8219930555097523,1.24,1.33,1.42,1.51,1.61,1.71,1.82,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-17,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CFA-EpiAutoGP,4162.4804,4654.5826,5126.5547,5752.4363,6373.2986,6948.4883,7770.5253,4200,4700,5100,5800,6400,6900,7800,1.2333535524266679,1.3791646886249256,1.5190112248827958,1.704461538296521,1.8884246203263584,2.0588547945595463,2.3024264529813276,1.23,1.38,1.52,1.7,1.89,2.06,2.3,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-17,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,CFA-EpiAutoGP,4009.52,4709.2482,5426.881,6336.1557,7392.5806,8494.8266,10009.931,4000,4700,5400,6300,7400,8500,10000,1.1880309960200108,1.3953622452441796,1.6079986730860731,1.8774190843813896,2.1904404750135202,2.517038774370818,2.965968069998799,1.19,1.4,1.61,1.88,2.19,2.52,2.97,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-12-17,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-20,CFA_Pyrenew-Pyrenew_E_COVID,0.00520552948316651,0.005383288651855165,0.00553876305636374,0.00572347806795708,0.0059237345201871,0.0060972327206214715,0.00630869124071314,0.0052,0.0054,0.0055,0.0057,0.0059,0.0061,0.0063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-27,CFA_Pyrenew-Pyrenew_E_COVID,0.00516846460872947,0.005677179907729725,0.00609202113662013,0.00658814484582944,0.00716204633908486,0.007895328423734254,0.00900851899831244,0.0052,0.0057,0.0061,0.0066,0.0072,0.0079,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CFA_Pyrenew-Pyrenew_HE_COVID,4381.95,4581.7,4758.75,4982,5204.25,5402,5676.049999999999,4400,4600,4800,5000,5200,5400,5700,1.298382954321187,1.3575693884716582,1.410029754761225,1.4761792988117517,1.5420325403133395,1.6006263693659337,1.6818280829025372,1.3,1.36,1.41,1.48,1.54,1.6,1.68,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-20,CFA_Pyrenew-Pyrenew_HE_COVID,0.00506140564763544,0.005260216541230949,0.00541178770838266,0.0056031291088042,0.00579496829935802,0.005963333966940184,0.00615997906883843,0.0051,0.0053,0.0054,0.0056,0.0058,0.006,0.0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CFA_Pyrenew-Pyrenew_HE_COVID,4384.975,4788.700000000001,5156.25,5598.5,6025.25,6600,7351.074999999999,4400,4800,5200,5600,6000,6600,7400,1.2992792695317263,1.4189040161019342,1.5278100179642904,1.6588498202323547,1.7852969329918718,1.9555968229942915,2.178142259938297,1.3,1.42,1.53,1.66,1.79,1.96,2.18,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-27,CFA_Pyrenew-Pyrenew_HE_COVID,0.0049442012688788,0.005434018763858239,0.00582434748948602,0.00632771557489289,0.0068710737705378,0.007407657838221082,0.00818551712211899,0.0049,0.0054,0.0058,0.0063,0.0069,0.0074,0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CFA_Pyrenew-Pyrenew_H_COVID,3524.975,3766.8,3968.75,4229,4475.5,4698.2,4997.15,3500,3800,4000,4200,4500,4700,5000,1.0444590774445912,1.1161124413416512,1.175950741099787,1.2530634794610391,1.3261020577743865,1.3920886354229969,1.48066828242817,1.04,1.12,1.18,1.25,1.33,1.39,1.48,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CFA_Pyrenew-Pyrenew_H_COVID,2861.6,3281.9,3711.5,4261,4833,5338.2,6151.025,2900,3300,3700,4300,4800,5300,6200,0.8478993740424946,0.9724353353613583,1.0997269103853504,1.262545161027072,1.4320302190199106,1.5817222667436557,1.8225643860846152,0.85,0.97,1.1,1.26,1.43,1.58,1.82,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-12-17,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CMU-TimeSeries,2597.228102052067,3566.3046339662487,4179.759674905075,4980.294151101918,5946.126027059814,7297.03160699308,9603.809853154842,2600,3600,4200,5000,5900,7300,9600,0.7695653068128054,1.0567051533354872,1.2384734456248512,1.4756738514351457,1.7618522981275517,2.16212906483706,2.84563333901074,0.77,1.06,1.24,1.48,1.76,2.16,2.85,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CMU-TimeSeries,2753.377101978993,3771.11589796987,4654.486163637507,5830.264861331076,7418.716091618757,9220.880520390825,12434.03226499745,2800,3800,4700,5800,7400,9200,12400,0.8158326535053557,1.117391252911082,1.3791361142849086,1.7275223393991372,2.1981844877979193,2.7321704016494315,3.684235453702656,0.82,1.12,1.38,1.73,2.2,2.73,3.68,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,CMU-TimeSeries,2700.4465454852093,3880.812501346211,5097.007193749011,6851.267657922888,9003.065057893195,11058.369248692105,14984.872216226568,2700,3900,5100,6900,9000,11100,15000,0.8001491946995128,1.1498946361013906,1.5102562234658508,2.0300480705026573,2.6676311249131586,3.2766229954909165,4.440055833186076,0.8,1.15,1.51,2.03,2.67,3.28,4.44,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-20,CMU-TimeSeries,0.00322169642443175,0.0038030055183331584,0.00427012682441357,0.0047836885507326,0.00533978423685481,0.005989816079197454,0.00684087590591625,0.0032,0.0038,0.0043,0.0048,0.0053,0.006,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-27,CMU-TimeSeries,0.00286092632443521,0.0034907501395003925,0.00409695301076276,0.00489264569899415,0.00587626253114809,0.006835668219471189,0.00822650715942995,0.0029,0.0035,0.0041,0.0049,0.0059,0.0068,0.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2025-12-20,2026-01-03,CMU-TimeSeries,0.00266279097485149,0.003204237794827941,0.00387243013955647,0.0049829589827245,0.00643983644659003,0.00801817954506511,0.01001277007770491,0.0027,0.0032,0.0039,0.005,0.0064,0.008,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-12-17,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CovidHub-baseline,2129.9750000000004,2949,3546.5,4109,4671.5,5269,6088.024999999995,2100,2900,3500,4100,4700,5300,6100,0.6311170216753434,0.8737962168197221,1.0508369898104932,1.2175071735884158,1.3841773573663383,1.5612181303571093,1.8038973255014865,0.63,0.87,1.05,1.22,1.38,1.56,1.8,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CovidHub-baseline,957.3820593205938,2446.9418514185154,3274.726094760948,4109,4948.949426994271,5794.380635806356,7261.631071310712,960,2400,3300,4100,4900,5800,7300,0.28367474448471,0.7250351076796695,0.9703096889531837,1.2175071735884158,1.466386329786275,1.7168897519094777,2.1516397958805853,0.28,0.73,0.97,1.22,1.47,1.72,2.15,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,CovidHub-baseline,380.45410854108536,1948.7017000170003,3049.2368123681235,4109,5180.8375933759335,6276.431420314203,7835.01795417953,380,1900,3000,4100,5200,6300,7800,0.11272952211485936,0.5774052808358819,0.9034966398218701,1.2175071735884158,1.5350953845538433,1.8597226280769703,2.3215357908025336,0.11,0.58,0.9,1.22,1.54,1.86,2.32,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-20,CovidHub-baseline,9.000000000000015e-4,0.0022299999999999998,0.00389999999999999,0.00469999999999999,0.0055,0.007170000000000003,0.00849999999999999,9e-4,0.0022,0.0039,0.0047,0.0055,0.0072,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-12-20,2025-12-27,CovidHub-baseline,0,0.0013586526865268659,0.00309999999999999,0.00469999999999999,0.00630324903249032,0.008035726757267573,0.01018279970299702,0,0.0014,0.0031,0.0047,0.0063,0.008,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,2,wk inc covid prop ed visits,prop_ed,2025-12-20,2026-01-03,CovidHub-baseline,0,5.99999999999999e-4,0.0026,0.00469999999999999,0.00679999999999999,0.008839874898748991,0.01128342993429932,0,6e-4,0.0026,0.0047,0.0068,0.0088,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-12-17,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,CovidHub-ensemble,3335.5,3817.5,4342.5,4929.23226115714,5180.625,5711.76730833333,6087.83312248997,3300,3800,4300,4900,5200,5700,6100,0.9883171519844635,1.1311349805728346,1.2866938187655623,1.4605440832908896,1.5350323925946667,1.692411212402927,1.8038404717061824,0.99,1.13,1.29,1.46,1.54,1.69,1.8,CovidHub,2025-12-17,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,CovidHub-ensemble,3425.32135885537,4213.39397733166,4633.61808181875,5443.9504639573,6179.625,6784.98226580952,7560.80015,3400,4200,4600,5400,6200,6800,7600,1.0149314495624318,1.2484393751656175,1.3729528484505533,1.6130563987656354,1.8310386389842572,2.0104075398620767,2.2402843564598123,1.01,1.25,1.37,1.61,1.83,2.01,2.24,CovidHub,2025-12-17,Ensemble model using CovidHub submissions
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,CovidHub-ensemble,2927.35693243264,4110.08999448733,5097.00719374901,5919.84573333333,7418.87739068445,8871,10009.931,2900,4100,5100,5900,7400,8900,10000,0.8673833207326646,1.2178301417333406,1.5102562234658505,1.7540653801095412,2.1982322811222255,2.628499911633691,2.965968069998799,0.87,1.22,1.51,1.75,2.2,2.63,2.97,CovidHub,2025-12-17,Ensemble model using CovidHub submissions
United States,US,0,wk inc covid hosp,hosp,2025-12-20,2025-12-20,NEU_ISI-AdaptiveEnsemble,3471,3669,4444,5271,5893,6180,7190,3500,3700,4400,5300,5900,6200,7200,1.0284661473656342,1.0871340520554629,1.316768527482823,1.5618107354549864,1.7461109208947514,1.8311497524401095,2.1304153268680235,1.03,1.09,1.32,1.56,1.75,1.83,2.13,MOBS Lab at Northeastern University and ISI Foundation,2025-12-17,Adaptive Ensemble
United States,US,1,wk inc covid hosp,hosp,2025-12-20,2025-12-27,NEU_ISI-AdaptiveEnsemble,4197,4380,5095,6450,7144,7582,9679,4200,4400,5100,6500,7100,7600,9700,1.2435817978950061,1.297805164350757,1.5096614868418052,1.911151440653512,2.1167854096168512,2.246565926051927,2.867912371176022,1.24,1.3,1.51,1.91,2.12,2.25,2.87,MOBS Lab at Northeastern University and ISI Foundation,2025-12-17,Adaptive Ensemble
United States,US,2,wk inc covid hosp,hosp,2025-12-20,2026-01-03,NEU_ISI-AdaptiveEnsemble,4045,4516,5298,6966,7708,8871,11611,4000,4500,5300,7000,7700,8900,11600,1.1985438104563497,1.338102311006397,1.5698109042763266,2.064043555905793,2.2839000472181814,2.628499911633691,3.4403688957252605,1.2,1.34,1.57,2.06,2.28,2.63,3.44,MOBS Lab at Northeastern University and ISI Foundation,2025-12-17,Adaptive Ensemble
