location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-03-07,2026-03-07,CEPH-Rtrend_rsv,5003,6499,7485,8577,10836,5000,6500,7500,8600,10800,CEPH Lab at Indiana University,2026-03-04,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-07,2026-03-14,CEPH-Rtrend_rsv,3990,5615,6760,8098,11039,4000,5600,6800,8100,11000,CEPH Lab at Indiana University,2026-03-04,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-03-07,2026-03-21,CEPH-Rtrend_rsv,3062,4669,5866,7317,10543,3100,4700,5900,7300,10500,CEPH Lab at Indiana University,2026-03-04,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-07,2026-03-07,CFA_Pyrenew-Pyrenew_E_RSV,0.005042743406751076,0.0054882381295837685,0.005765505926157366,0.006010864064581225,0.0065586173579638175,0.005,0.0055,0.0058,0.006,0.0066,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-07,2026-03-14,CFA_Pyrenew-Pyrenew_E_RSV,0.00401037735697071,0.004993871884992884,0.005572254345195345,0.006231431519598532,0.00797014346936231,0.004,0.005,0.0056,0.0062,0.008,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-07,2026-03-07,CFA_Pyrenew-Pyrenew_HE_RSV,0.0048905758098507736,0.005424447598041751,0.0057111360890022556,0.006045407049422309,0.006770634759932719,0.0049,0.0054,0.0057,0.006,0.0068,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-07,2026-03-14,CFA_Pyrenew-Pyrenew_HE_RSV,0.0037399459072692417,0.004856169737856143,0.0056056804853764335,0.006467353416025125,0.00883088839159756,0.0037,0.0049,0.0056,0.0065,0.0088,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-07,2026-03-07,CFA_Pyrenew-Pyrenew_HE_RSV,5117.95,6229.25,6849.5,7562,9520.774999999996,5100,6200,6800,7600,9500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-07,2026-03-14,CFA_Pyrenew-Pyrenew_HE_RSV,4332.75,5783.25,6726.5,7967,11821.799999999996,4300,5800,6700,8000,11800,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-07,2026-03-07,CFA_Pyrenew-Pyrenew_H_RSV,5534.925,6374.75,6821,7291.5,8454.249999999998,5500,6400,6800,7300,8500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-04,Pyrenew_Hospital_Admissions_RSV
