location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.10,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.90,quantile_0.975,quantile_0.025_rounded,quantile_0.10_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.90_rounded,quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-09-05,2026-09-05,CEPH-Rtrend_covid,2491,2764,3064,3439,3859,4263,4722,2500,2800,3100,3400,3900,4300,4700,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-02,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-09-05,2026-09-12,CEPH-Rtrend_covid,2097,2519,3020,3711,4547,5437,6499,2100,2500,3000,3700,4500,5400,6500,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-02,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-09-05,2026-09-19,CEPH-Rtrend_covid,1723,2226,2870,3828,5074,6473,8216,1700,2200,2900,3800,5100,6500,8200,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-02,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,CFA_Pyrenew-Pyrenew_E_COVID,0.006075080495364691,0.006272702676049925,0.0064316599522769285,0.006620999475825895,0.006803826391457881,0.006960348478448109,0.007164537616450084,0.0061,0.0063,0.0064,0.0066,0.0068,0.007,0.0072,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-12,CFA_Pyrenew-Pyrenew_E_COVID,0.0052849522718223345,0.005864174380659453,0.0063588274160022796,0.006934579739020388,0.007498801533123519,0.008075626799078174,0.008820180963904878,0.0053,0.0059,0.0064,0.0069,0.0075,0.0081,0.0088,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_ED_Visits_COVID
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-19,CFA_Pyrenew-Pyrenew_E_COVID,0.004296115024398464,0.005180147818510721,0.0060900640616209445,0.007175773796957259,0.008307207585628001,0.009614743121598069,0.011198386288113793,0.0043,0.0052,0.0061,0.0072,0.0083,0.0096,0.011,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-09-05,2026-09-05,CFA_Pyrenew-Pyrenew_HE_COVID,3734.8,3973.7,4180,4435,4707.25,4972.1,5301.075,3700,4000,4200,4400,4700,5000,5300,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-09-05,2026-09-12,CFA_Pyrenew-Pyrenew_HE_COVID,4001.8,4331.9,4608.75,4933.5,5269.5,5580.500000000001,6002.15,4000,4300,4600,4900,5300,5600,6000,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,2,wk inc covid hosp,hosp,2026-09-05,2026-09-19,CFA_Pyrenew-Pyrenew_HE_COVID,4010,4427.8,4846.75,5268,5766.25,6226.2,6877.324999999999,4000,4400,4800,5300,5800,6200,6900,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,CFA_Pyrenew-Pyrenew_HE_COVID,0.0060408821400404905,0.006230705724230115,0.006396482949658694,0.006571738403424799,0.006753389603231886,0.00690663522674517,0.007088760530794529,0.006,0.0062,0.0064,0.0066,0.0068,0.0069,0.0071,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-12,CFA_Pyrenew-Pyrenew_HE_COVID,0.005265781601048864,0.005825369902896273,0.006280635449924856,0.006773635799125441,0.007273649401421629,0.007755006276164023,0.0084303037576392709,0.0053,0.0058,0.0063,0.0068,0.0073,0.0078,0.0084,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-19,CFA_Pyrenew-Pyrenew_HE_COVID,0.004359340179830695,0.005207740630979021,0.006010480481002245,0.006886853028182324,0.007814329645377259,0.008644449593029067,0.01017161604996141,0.0044,0.0052,0.006,0.0069,0.0078,0.0086,0.01,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-09-05,2026-09-05,CFA_Pyrenew-Pyrenew_H_COVID,3161.875,3316,3490.75,3667,3845.25,4022.3,4227.124999999999,3200,3300,3500,3700,3800,4000,4200,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-09-05,2026-09-12,CFA_Pyrenew-Pyrenew_H_COVID,3139.975,3477.9,3814,4211,4601.75,5026,5640.2249999999985,3100,3500,3800,4200,4600,5000,5600,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_COVID
United States,US,2,wk inc covid hosp,hosp,2026-09-05,2026-09-19,CFA_Pyrenew-Pyrenew_H_COVID,3017.3,3538.6,4122,4819,5531,6405.200000000002,7807.2249999999985,3000,3500,4100,4800,5500,6400,7800,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-02,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-09-05,2026-09-05,CMU-TimeSeries,1920.2336335687748,2570.7137207660153,3269.3281721080543,3669.992626564579,4256.111359178531,5220.414205775156,6035.109351818208,1900,2600,3300,3700,4300,5200,6000,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-09-05,2026-09-12,CMU-TimeSeries,1920.2196104449815,2945.34658061683,3536.75134186114,4173.256683580281,4927.412893262501,6017.527028215159,7156.734558620961,1900,2900,3500,4200,4900,6000,7200,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-09-05,2026-09-19,CMU-TimeSeries,1762.5084693291199,2868.090566479465,4126.944212422579,4757.984402395002,5552.552482376178,7007.5621207929025,8818.683386252844,1800,2900,4100,4800,5600,7000,8800,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,CMU-TimeSeries,0.004653550981637926,0.005605627073927231,0.006229894188751196,0.006935654778367606,0.00758927010556067,0.008299376338073235,0.009422626277982455,0.0047,0.0056,0.0062,0.0069,0.0076,0.0083,0.0094,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-12,CMU-TimeSeries,0.00398956242374533,0.005794758382159413,0.0067071032261634585,0.007915271078424822,0.009047216709758304,0.010390451797652396,0.011696972045497925,0.004,0.0058,0.0067,0.0079,0.009,0.01,0.012,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-19,CMU-TimeSeries,0.004374577490869248,0.006207961272090343,0.0074968524329648316,0.009089256870816787,0.011077192270234777,0.012900715147684547,0.014259680625380251,0.0044,0.0062,0.0075,0.0091,0.011,0.013,0.014,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-09-02,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2026-09-05,2026-09-05,CovidHub-baseline,1397.45,2152.4,2792.25,3181,3569.75,4209.6,4964.5499999999965,1400,2200,2800,3200,3600,4200,5000,FALSE,FALSE,CovidHub-hub-models,2026-09-02,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2026-09-05,2026-09-12,CovidHub-baseline,455.7226534765352,1694.7648686486868,2458.5305853058526,3181,3897.772895228953,4655.70117801178,5904.712869128691,460,1700,2500,3200,3900,4700,5900,FALSE,FALSE,CovidHub-hub-models,2026-09-02,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2026-09-05,2026-09-19,CovidHub-baseline,0,1302.2701627016277,2251.7278572785735,3181,4098.147136471364,5051.951222512227,6432.861320363203,0,1300,2300,3200,4100,5100,6400,FALSE,FALSE,CovidHub-hub-models,2026-09-02,CovidHub baseline model
