location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.7461440944608958,1.073786312165492,1.4336462517351654,2491,3584.8326395142735,4786.2240545541945,0.75,1.07,1.43,2500,3600,4800,wk inc covid hosp,hosp,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
United States,1,0.700192577740262,1.185648909976001,1.7657827946513673,2337.59098825435,3958.285613563888,5895.060986383077,0.7,1.19,1.77,2300,4000,5900,wk inc covid hosp,hosp,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
United States,2,0.6856052015939752,1.3052047435069896,2.060006196081204,2288.89107325113,4357.422433832992,6877.324999999999,0.69,1.31,2.06,2300,4400,6900,wk inc covid hosp,hosp,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.004653550981637926,0.006620999475825895,0.00921217471630999,NA,NA,NA,0.0047,0.0066,0.0092,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00398956242374533,0.006934579739020388,0.010205628661499527,NA,NA,NA,0.004,0.0069,0.01,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.004296115024398464,0.007175773796957259,0.011198386288113793,NA,NA,NA,0.0043,0.0072,0.011,wk inc covid prop ed visits,prop_ed,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,0,1.1574616747764186,1.5988665507504767,2.413013321991517,59,81.5,123,1.16,1.6,2.41,60,80,120,wk inc covid hosp,hosp,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,1,0.9220457409235877,1.6903412481531812,2.823526023324609,47,86.16279555027347,143.92531433779953,0.92,1.69,2.82,50,90,140,wk inc covid hosp,hosp,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,2,0.8033474794623362,1.7474724260596797,2.9176862301885236,40.94952111259614,89.07497793171996,148.72500000000002,0.8,1.75,2.92,40,90,150,wk inc covid hosp,hosp,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.006521637291944204,0.009607409578942325,0.012255357432863975,NA,NA,NA,0.0065,0.0096,0.012,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.005389276531229702,0.010888647724426553,0.015451488363703716,NA,NA,NA,0.0054,0.011,0.015,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.005944429006924556,0.012616258830244786,0.018971134932433586,NA,NA,NA,0.0059,0.013,0.019,wk inc covid prop ed visits,prop_ed,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,0,0.14050646962039368,0.5620258784815747,1.3425395666028515,1,4,9.55500177486482,0.14,0.56,1.34,1,4,10,wk inc covid hosp,hosp,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,1,0.14050646962039368,0.5932495383972177,1.4261489579850761,1,4.222222222222222,10.150059010365165,0.14,0.59,1.43,1,4,10,wk inc covid hosp,hosp,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,2,0.10928280970475064,0.6088613683550392,1.686077635444724,0.7777777777777778,4.333333333333333,12,0.11,0.61,1.69,1,4,10,wk inc covid hosp,hosp,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.002100126557158937,0.0034628016240886147,0.00535165289876874,NA,NA,NA,0.0021,0.0035,0.0054,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.0019319862010933502,0.0034815457682683404,0.0062625815484588935,NA,NA,NA,0.0019,0.0035,0.0063,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.0016699945983491768,0.0035280536587633227,0.00793524744428999,NA,NA,NA,0.0017,0.0035,0.0079,wk inc covid prop ed visits,prop_ed,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,0,0.6743955999193962,1.069319404385636,1.7624954339671242,50,79.27983252807708,130.67222222222222,0.67,1.07,1.76,50,80,130,wk inc covid hosp,hosp,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,1,0.6204439519258446,1.2004241678565253,2.131090095745292,46,89,158,0.62,1.2,2.13,50,90,160,wk inc covid hosp,hosp,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,2,0.5664923039322929,1.2004241678565253,2.5496500874657344,42,89,189.0322303237498,0.57,1.2,2.55,40,90,190,wk inc covid hosp,hosp,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,0.004652687060252464,0.0069281791881975145,0.009670749989369253,NA,NA,NA,0.0047,0.0069,0.0097,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,0.0040162346736784624,0.007612943488230965,0.011362472830731633,NA,NA,NA,0.004,0.0076,0.011,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arizona,2,NA,NA,NA,0.004259706324978053,0.008277462248234143,0.01526900389489773,NA,NA,NA,0.0043,0.0083,0.015,wk inc covid prop ed visits,prop_ed,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,0,0.18517703107068348,0.34813153453769435,0.7973645515482531,5.673779789518284,10.666666666666666,24.431058491946104,0.19,0.35,0.8,6,10,20,wk inc covid hosp,hosp,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,1,0.1958239881774531,0.3807688659006032,0.9509261784004427,6,11.666666666666666,29.136149883906747,0.2,0.38,0.95,6,10,30,wk inc covid hosp,hosp,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,2,0.13387544272848084,0.4240544882070852,1.1749439290647186,4.101911435094398,12.992927745587922,36,0.13,0.42,1.17,4,10,40,wk inc covid hosp,hosp,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,0,NA,NA,NA,0.0029738482603590913,0.004774676414192224,0.00714508713161004,NA,NA,NA,0.003,0.0048,0.0071,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-09-05,2026-09-02,"September 05, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,1,NA,NA,NA,0.0027591856033420408,0.004782485686161371,0.007810024612329328,NA,NA,NA,0.0028,0.0048,0.0078,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-05,2026-09-02,"September 12, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
Arkansas,2,NA,NA,NA,0.002344353953039069,0.004416897762903348,0.010029775067220017,NA,NA,NA,0.0023,0.0044,0.01,wk inc covid prop ed visits,prop_ed,2026-09-19,2026-09-05,2026-09-02,"September 19, 2026","September 02, 2026","September 05, 2026",CovidHub-ensemble
