location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-08-16,2025-08-16,CEPH-Rtrend_covid,6294,6764,7271,7891,8560,9182,9863,6300,6800,7300,7900,8600,9200,9900,1.8649282430191017,2.00419044102021,2.1544158333320444,2.3381234136739324,2.5363498189138083,2.720650004353573,2.922432040180712,1.86,2,2.15,2.34,2.54,2.72,2.92,CEPH Lab at Indiana University,2025-08-13,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-08-16,2025-08-23,CEPH-Rtrend_covid,6138,6974,7930,9170,10582,11979,13562,6100,7000,7900,9200,10600,12000,13600,1.8187050453846911,2.066413976297301,2.349679213082535,2.717094373766311,3.135473572867514,3.549408233734639,4.018455168704331,1.82,2.07,2.35,2.72,3.14,3.55,4.02,CEPH Lab at Indiana University,2025-08-13,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-08-16,2025-08-30,CEPH-Rtrend_covid,5874,7011,8380,10228,12422,14672,17285,5900,7000,8400,10200,12400,14700,17300,1.7404811724649196,2.077377170608027,2.483015360104873,3.030582470543275,3.6806702629144077,4.347350998026098,5.121589558402474,1.74,2.08,2.48,3.03,3.68,4.35,5.12,CEPH Lab at Indiana University,2025-08-13,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-08-16,2025-08-16,CFA_Pyrenew-Pyrenew_E_COVID,0.01109266987735901,0.011355067200616365,0.01158971187410237,0.01186669209072032,0.01217077689721106,0.012441841498969191,0.0127700973952448,0.011,0.011,0.012,0.012,0.012,0.012,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-08-16,2025-08-23,CFA_Pyrenew-Pyrenew_E_COVID,0.01082562541736889,0.011827270348755484,0.01264975388207955,0.0136156504289168,0.0147316198678146,0.01601544375965452,0.01774021824211768,0.011,0.012,0.013,0.014,0.015,0.016,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-08-16,2025-08-16,CFA_Pyrenew-Pyrenew_HE_COVID,7505.9,7806.9000000000005,8028.75,8314,8607,8893.4,9269.1,7500,7800,8000,8300,8600,8900,9300,2.224017302077705,2.313204369308202,2.3789390897902147,2.46345939187493,2.5502760387139194,2.6351370887299135,2.746457956366119,2.22,2.31,2.38,2.46,2.55,2.64,2.75,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-08-16,2025-08-16,CFA_Pyrenew-Pyrenew_HE_COVID,0.01108350253861526,0.011413779234036754,0.01166793065362377,0.01197281091357581,0.01232088285384479,0.012635465289566316,0.01312724812173031,0.011,0.011,0.012,0.012,0.012,0.013,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-08-16,2025-08-23,CFA_Pyrenew-Pyrenew_HE_COVID,8602.224999999999,9011.9,9376.25,9839,10306.5,10865.1,11722.149999999998,8600,9000,9400,9800,10300,10900,11700,2.548861194042737,2.670248940779129,2.778206774484883,2.915320779006187,3.053842220634949,3.219356824472012,3.473302924039777,2.55,2.67,2.78,2.92,3.05,3.22,3.47,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-08-16,2025-08-23,CFA_Pyrenew-Pyrenew_HE_COVID,0.01052455940125968,0.011697789729155578,0.01275271093196364,0.01408002229753323,0.01563113560181851,0.017412109820711258,0.02020657753516429,0.011,0.012,0.013,0.014,0.016,0.017,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-08-16,2025-08-16,CFA_Pyrenew-Pyrenew_H_COVID,6449.95,6732.9,7014,7325,7624.25,7954.3,8371.199999999999,6400,6700,7000,7300,7600,8000,8400,1.9111366255260651,1.9949754317482218,2.0782660782548423,2.170416170974725,2.2590847087445796,2.3568793650217414,2.4804078976742137,1.91,1.99,2.08,2.17,2.26,2.36,2.48,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-08-13,Pyrenew_Hospital_Admissions_COVID
