location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.9326354758328472,1.3027236681421173,1.7643601948838756,3147.5783086372708,4396.5996000000005,5954.59,0.93,1.3,1.76,3100,4400,6000,wk inc covid hosp,hosp,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
United States,1,0.8199135804723072,1.2136552404522147,1.930744446702072,2767.1499398488354,4096,6516.124999999999,0.82,1.21,1.93,2800,4100,6500,wk inc covid hosp,hosp,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
United States,2,0.6452300672850049,1.1148317772797565,2.080959879015927,2177.6055238014997,3762.47785,7023.09138571617,0.65,1.11,2.08,2200,3800,7000,wk inc covid hosp,hosp,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00309886017118985,0.00430073931386498,0.00619250136164934,NA,NA,NA,0.0031,0.0043,0.0062,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00238038447806741,0.00400272065502581,0.00723853419543805,NA,NA,NA,0.0024,0.004,0.0072,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00210503703927744,0.00373773001245744,0.0071336932002491,NA,NA,NA,0.0021,0.0037,0.0071,wk inc covid prop ed visits,prop_ed,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,0,1.1637394330124942,1.7753623997954753,2.5895752723811403,59.32,90.49663057583864,132,1.16,1.78,2.59,60,90,130,wk inc covid hosp,hosp,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,1,0.933019556590165,1.666982980147546,2.828468030702637,47.559375,84.97214030667875,144.17722629450424,0.93,1.67,2.83,50,80,140,wk inc covid hosp,hosp,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,2,0.7281971898030533,1.5623461648696673,2.921388117104252,37.11883955611681,79.63842409306213,148.91369853990648,0.73,1.56,2.92,40,80,150,wk inc covid hosp,hosp,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00266245624032282,0.00396488719429399,0.0061137248879484,NA,NA,NA,0.0027,0.004,0.0061,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00226761694700374,0.00379784682936052,0.00706734971121369,NA,NA,NA,0.0023,0.0038,0.0071,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00185542240050162,0.00345700404776964,0.00695089954537756,NA,NA,NA,0.0019,0.0035,0.007,wk inc covid prop ed visits,prop_ed,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alaska,0,0.31487560457027824,0.8998266912914291,1.8599795015296934,2.241004314043173,6.404165542857143,13.237678710131997,0.31,0.9,1.86,2,6,10,wk inc covid hosp,hosp,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alaska,1,0.2745112144691773,0.8606021264249112,2.107597044305905,1.9537265096107264,6.125,15,0.27,0.86,2.11,2,6,20,wk inc covid hosp,hosp,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
Alaska,2,0.1844147413767667,0.843038817722362,2.4740565944009703,1.3125,6,17.608132928577092,0.18,0.84,2.47,1,6,20,wk inc covid hosp,hosp,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",CovidHub-ensemble
