location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-02-08,2025-02-08,CEPH-Rtrend_covid,6689,8065,9628,11688,14074,16511,19299,6700,8100,9600,11700,14100,16500,19300,1.9819677498498205,2.3896800571892363,2.8528009411801576,3.4631841919935273,4.170162073760857,4.892251385524053,5.718342891964671,1.98,2.39,2.85,3.46,4.17,4.89,5.72,TRUE,FALSE,CEPH Lab at Indiana University,2025-02-05,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-02-08,2025-02-15,CEPH-Rtrend_covid,3961,5523,7538,10543,14490,18955,24499,4000,5500,7500,10500,14500,19000,24500,1.1736543963455133,1.6364789777874957,2.2335286138986317,3.1239177734589116,4.293423934119286,5.616414815129818,7.259116146445022,1.17,1.64,2.23,3.12,4.29,5.62,7.26,TRUE,FALSE,CEPH Lab at Indiana University,2025-02-05,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-02-08,2025-02-22,CEPH-Rtrend_covid,2290,3679,5675,9002,13844,19666,27233,2300,3700,5700,9000,13800,19700,27200,0.6785328370692314,1.0900970775448482,1.6815169652261521,2.6673155455446382,4.102012487504996,5.827085927425111,8.069207315242961,0.68,1.09,1.68,2.67,4.1,5.83,8.07,TRUE,FALSE,CEPH Lab at Indiana University,2025-02-05,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-02-08,2025-02-08,CFA_Pyrenew-Pyrenew_H_COVID,8011.8,9365.6,10368,11636,13171.75,14768.6,17109.124999999996,8000,9400,10400,11600,13200,14800,17100,2.373916761585707,2.7750511523386874,3.072064827394669,3.4477764594487232,3.9028230989810693,4.37597382425356,5.069477347607909,2.37,2.78,3.07,3.45,3.9,4.38,5.07,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-02-05,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-02-08,2025-02-15,CFA_Pyrenew-Pyrenew_H_COVID,5399.775,7408.9,9216,11365,14714.25,18439.500000000007,24193.69999999998,5400,7400,9200,11400,14700,18400,24200,1.5999670961945456,2.1952759548306675,2.7307242910174834,3.3674784686863823,4.359869780718751,5.463670851152008,7.168654978254083,1.6,2.2,2.73,3.37,4.36,5.46,7.17,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-02-05,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-02-08,2025-02-08,CMU-TimeSeries,6665.77484892312,8544.79321753364,10105.813155631653,11575.927165762467,13846.092243299012,16392.12465953004,20682.19850260976,6700,8500,10100,11600,13800,16400,20700,1.9750860783862587,2.531844010507872,2.994378197110178,3.4299767255421805,4.102632424527493,4.857028319136868,6.1281881339758995,1.98,2.53,2.99,3.43,4.1,4.86,6.13,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-02-05,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-02-08,2025-02-15,CMU-TimeSeries,5443.660730669542,7507.231203426403,9182.374111575795,11169.954803424338,14651.235592410178,18344.711105379884,24983.069954076855,5400,7500,9200,11200,14700,18300,25000,1.6129705500539604,2.224411741046104,2.720760854567069,3.3096860797827974,4.341198451130035,5.4355846600649995,7.402547307702551,1.61,2.22,2.72,3.31,4.34,5.44,7.4,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-02-05,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-02-08,2025-02-22,CMU-TimeSeries,4746.203082484238,6757.602795711238,8635.50451207772,10881.475859870212,15449.329868632769,20544.865684290824,29920.93871268547,4700,6800,8600,10900,15400,20500,29900,1.406312071119983,2.0022949330833697,2.5587219982987968,3.224209033492615,4.577675819468039,6.087496069855087,8.865650407202214,1.41,2,2.56,3.22,4.58,6.09,8.87,TRUE,FALSE,Carnegie Mellon Delphi Group,2025-02-05,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-02-08,2025-02-08,CMU-climate_baseline,8854.40084146737,11607.029766764426,16055.872856189326,21880.618224988608,26591.45547416141,30547.26705988997,35889.358387683984,8900,11600,16100,21900,26600,30500,35900,2.623581538650238,3.4391925054976795,4.7573960527218375,6.483282952414957,7.8791160369794255,9.051233092951362,10.63410837003914,2.62,3.44,4.76,6.48,7.88,9.05,10.63,FALSE,FALSE,Carnegie Mellon Delphi Group,2025-02-05,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-02-08,2025-02-15,CMU-climate_baseline,8755.579932201857,11292.51677510472,14588.58221356582,20702.838846913783,25086.854292746866,28724.16419900755,33217.237867319025,8800,11300,14600,20700,25100,28700,33200,2.594300651346443,3.346001504394626,4.322634095278841,6.13430392060415,7.433298871790376,8.511043068294779,9.842352248784055,2.59,3.35,4.32,6.13,7.43,8.51,9.84,FALSE,FALSE,Carnegie Mellon Delphi Group,2025-02-05,climatological baseline
