location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-01-18,2025-01-18,CEPH-Rtrend_covid,9706,11268,12994,15222,17757,20291,23142,9700,11300,13000,15200,17800,20300,23100,2.8759125399973624,3.338737121439345,3.850155320907246,4.510317399942289,5.26144436150146,6.012275020511692,6.8570335875354385,2.88,3.34,3.85,4.51,5.26,6.01,6.86,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-01-18,2025-01-25,CEPH-Rtrend_covid,6217,8097,10414,13720,17899,22467,28026,6200,8100,10400,13700,17900,22500,28000,1.8421129467508348,2.3991617387552693,3.085694744645841,4.065270971436617,5.303519323450731,6.657029367001932,8.304175236551215,1.84,2.4,3.09,4.07,5.3,6.66,8.3,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-01-18,2025-02-01,CEPH-Rtrend_covid,3925,5684,8110,11873,17061,23137,30940,3900,5700,8100,11900,17100,23100,30900,1.1629875045837264,1.684183688166599,2.40301367189147,3.5180001635471547,5.0552177874402435,6.8555520747907455,9.167600864158088,1.16,1.68,2.4,3.52,5.06,6.86,9.17,CEPH Lab at Indiana University,2025-01-15,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-01-18,2025-01-18,CFA_Pyrenew-Pyrenew_H_COVID,7485.5,8660.300000000001,9979.5,11877,14362.250000000002,17468.300000000003,21364.39999999999,7500,8700,10000,11900,14400,17500,21400,2.217972730079359,2.566068964572343,2.9569512871320502,3.519185373742909,4.255571283492389,5.1759018156229075,6.330326176542306,2.22,2.57,2.96,3.52,4.26,5.18,6.33,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-15,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-01-18,2025-01-25,CFA_Pyrenew-Pyrenew_H_COVID,3452.9500000000003,4741.7,6462.5,9435.5,13828.750000000002,18722.800000000017,26237.649999999903,3500,4700,6500,9400,13800,18700,26200,1.0231178863572938,1.404977796301823,1.9148552225152438,2.7957627005094907,4.097493873633684,5.547613363266296,7.774282573156967,1.02,1.4,1.91,2.8,4.1,5.55,7.77,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-01-15,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-01-18,2025-01-18,CMU-TimeSeries,6356.155519853124,9723.092895435504,12684.60648744764,15409.28878608628,19411.715366041688,23792.472025952346,28510.929262309408,6400,9700,12700,15400,19400,23800,28500,1.8833450819821815,2.880977208483642,3.758481234512937,4.565811544647256,5.751740742227363,7.049770106838328,8.447861013028373,1.88,2.88,3.76,4.57,5.75,7.05,8.45,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-01-18,2025-01-25,CMU-TimeSeries,6146.8011837771255,9812.149375777964,13461.134546116147,16383.90692150973,21681.73151173752,27252.347669777795,33553.9063579999,6100,9800,13500,16400,21700,27300,33600,1.8213128585715297,2.9073648706086073,3.988568477618703,4.854593382414941,6.424352312328653,8.074940079114143,9.942107980720085,1.82,2.91,3.99,4.85,6.42,8.07,9.94,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-01-18,2025-02-01,CMU-TimeSeries,6262.3707816030455,10301.319280681542,13949.7046362311,17322.326418527846,23060.564711721447,28676.96738473355,34911.07845689917,6300,10300,13900,17300,23100,28700,34900,1.8555564249871506,3.0523071602955554,4.1333330406548905,5.1326494713550215,6.832904104044959,8.497058531923614,10.344241532972193,1.86,3.05,4.13,5.13,6.83,8.5,10.34,Carnegie Mellon Delphi Group,2025-01-15,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-01-18,2025-01-18,CMU-climate_baseline,1568.7974651668032,3769.7148604498107,15341.080039715089,24709.048284038196,32356.75971145033,40185.2394739039,50111.784020522275,1600,3800,15300,24700,32400,40200,50100,0.46483868769722697,1.11697612192273,4.5456011192375705,7.321353988405703,9.587390377894234,11.90698888582292,14.848249337137798,0.46,1.12,4.55,7.32,9.59,11.91,14.85,Carnegie Mellon Delphi Group,2025-01-15,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-01-18,2025-01-25,CMU-climate_baseline,1561.303926872651,4215.1719719941175,16904.690894958334,24332.364145793577,31652.34602915237,39594.98064764748,49227.309171035486,1600,4200,16900,24300,31700,39600,49200,0.46261833320010115,1.248966199516103,5.008903001194097,7.2097415180991105,9.378670808322175,11.732093691069675,14.58617718476284,0.46,1.25,5.01,7.21,9.38,11.73,14.59,Carnegie Mellon Delphi Group,2025-01-15,climatological baseline
