location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.2614356881125458,0.4106753328288012,0.6866921190167536,882.3268279301346,1386,2317.536995468827,0.26,0.41,0.69,880,1400,2300,wk inc covid hosp,hosp,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
United States,1,0.23530098059954277,0.4810471882017019,0.8969326883474299,794.1240513876186,1623.5,3027.083943626512,0.24,0.48,0.9,790,1600,3000,wk inc covid hosp,hosp,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
United States,2,0.20169186109475293,0.5475899027920975,1.0755610806420792,680.695666700444,1848.076922570452,3629.942045706854,0.2,0.55,1.08,680,1800,3600,wk inc covid hosp,hosp,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,9.81594625831101e-4,0.00193108737674308,0.0028261141830596857,NA,NA,NA,9.8e-4,0.0019,0.0028,wk inc covid prop ed visits,prop_ed,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.0011923535122357978,0.002328276149864221,0.003949827523966331,NA,NA,NA,0.0012,0.0023,0.0039,wk inc covid prop ed visits,prop_ed,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.0010532692915601449,0.002334002139170103,0.004837662382239484,NA,NA,NA,0.0011,0.0023,0.0048,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,0,0.4906562369047854,0.8639764772398894,1.4165009436582314,25.010519664052136,44.04,72.20416666666667,0.49,0.86,1.42,30,40,70,wk inc covid hosp,hosp,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,1,0.4582259515914773,0.9729429729001108,1.7778385050230339,23.35743094830284,49.59441565285082,90.62284659802717,0.46,0.97,1.78,20,50,90,wk inc covid hosp,hosp,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,2,0.3727418952669823,1.078989696825475,2.0402714267245345,19,55,104,0.37,1.08,2.04,20,60,100,wk inc covid hosp,hosp,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.0011649555630964118,0.0021731675207398975,0.003668163164693843,NA,NA,NA,0.0012,0.0022,0.0037,wk inc covid prop ed visits,prop_ed,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.0013706115641776639,0.0026651566419484025,0.004686289794460173,NA,NA,NA,0.0014,0.0027,0.0047,wk inc covid prop ed visits,prop_ed,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.0012356780563296357,0.0026852145509621075,0.0054807761074678945,NA,NA,NA,0.0012,0.0027,0.0055,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,0,0,0.14050646962039368,0.5911454977122468,0,1,4.207247533222809,0,0.14,0.59,0,1,4,wk inc covid hosp,hosp,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,1,0,0.14050646962039368,0.7584523058415031,0,1,5.39798849042762,0,0.14,0.76,0,1,5,wk inc covid hosp,hosp,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,2,0,0.14050646962039368,0.9835452873427557,0,1,7,0,0.14,0.98,0,1,7,wk inc covid hosp,hosp,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,7.890815899294909e-4,0.0016353474104663936,0.0027169136301541563,NA,NA,NA,7.9e-4,0.0016,0.0027,wk inc covid prop ed visits,prop_ed,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,6.914789531792255e-4,0.0016938930819673029,0.0035421462683182686,NA,NA,NA,6.9e-4,0.0017,0.0035,wk inc covid prop ed visits,prop_ed,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,9.850485163081242e-4,0.002193538057706326,0.004572194387838305,NA,NA,NA,9.9e-4,0.0022,0.0046,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Arizona,0,0.16128082458280527,0.38290683506534606,0.7579859757332456,11.957434523748491,28.38888888888889,56.19742891441167,0.16,0.38,0.76,10,30,60,wk inc covid hosp,hosp,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Arizona,1,0.15275981013339918,0.43910646839196243,0.9572138049672277,11.325682592802877,32.55555555555556,70.96827181862055,0.15,0.44,0.96,10,30,70,wk inc covid hosp,hosp,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Arizona,2,0.11326782240098397,0.48556483194196526,1.2042082765005173,8.397728456007256,36,89.28055555555555,0.11,0.49,1.2,8,40,90,wk inc covid hosp,hosp,2026-08-08,2026-07-25,2026-07-22,"August 08, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,9.84926739601572e-4,0.0015759771142154835,0.0025006770982065967,NA,NA,NA,9.8e-4,0.0016,0.0025,wk inc covid prop ed visits,prop_ed,2026-07-25,2026-07-25,2026-07-22,"July 25, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,8.089002087279218e-4,0.0016505721494019807,0.0030257410787304447,NA,NA,NA,8.1e-4,0.0017,0.003,wk inc covid prop ed visits,prop_ed,2026-08-01,2026-07-25,2026-07-22,"August 01, 2026","July 22, 2026","July 25, 2026",CovidHub-ensemble
