location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-01-24,2026-01-24,CEPH-Rtrend_covid,5668,6229,6819,7546,8337,9086,9915,5700,6200,6800,7500,8300,9100,9900,1.6794428473835825,1.845668577338097,2.020487081211829,2.23589903429014,2.4702743505005165,2.6922049596554745,2.937839772725515,1.68,1.85,2.02,2.24,2.47,2.69,2.94,CEPH Lab at Indiana University,2026-01-21,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-24,2026-01-31,CEPH-Rtrend_covid,4197,4947,5820,6969,8300,9661,11234,4200,4900,5800,7000,8300,9700,11200,1.2435817978950061,1.465808709598903,1.7244808348222387,2.064932463552609,2.4593111561897905,2.862578925295129,3.3286628347754346,1.24,1.47,1.72,2.06,2.46,2.86,3.33,CEPH Lab at Indiana University,2026-01-21,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-01-24,2026-02-07,CEPH-Rtrend_covid,3066,3873,4871,6280,8014,9899,12195,3100,3900,4900,6300,8000,9900,12200,0.9084636150455299,1.147579772038923,1.4432897158795748,1.8607800073339622,2.3745686271933715,2.9330989319424985,3.613409584305361,0.91,1.15,1.44,1.86,2.37,2.93,3.61,CEPH Lab at Indiana University,2026-01-21,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-24,2026-01-24,CFA-EpiAutoGP,5625.8599,5969.7746,6320.4765,6799.7325,7302.0499,7736.2278,8338.1765,5600,6000,6300,6800,7300,7700,8300,1.6669566283410582,1.7688594305684873,1.8727732974560725,2.0147780718501562,2.163615997846331,2.2922640163091086,2.4706229504493424,1.67,1.77,1.87,2.01,2.16,2.29,2.47,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-21,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-01-24,2026-01-31,CFA-EpiAutoGP,4333.0191,4801.876,5327.0158,5980.931,6726.4311,7430.7373,8366.4291,4300,4800,5300,6000,6700,7400,8400,1.283884603929331,1.422808098486748,1.5784083597758172,1.7721651003254653,1.9930586801893935,2.201746402482603,2.478994267843483,1.28,1.42,1.58,1.77,1.99,2.2,2.48,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-21,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-01-24,2026-02-07,CFA-EpiAutoGP,3328.4073,3943.619,4547.9069,5330.3421,6329.7526,7260.1048,8665.1617,3300,3900,4500,5300,6300,7300,8700,0.9862155668956072,1.168504361742413,1.3475564068051238,1.5793939509443515,1.8755218295302813,2.1511875578008497,2.5675094986745175,0.99,1.17,1.35,1.58,1.88,2.15,2.57,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-01-21,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-24,CFA_Pyrenew-Pyrenew_E_COVID,0.00572520251642926,0.005981293088532492,0.00621501828637413,0.00646260745016281,0.00673554765798867,0.006982033779857069,0.00733549154599882,0.0057,0.006,0.0062,0.0065,0.0067,0.007,0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-31,CFA_Pyrenew-Pyrenew_E_COVID,0.00428632727215151,0.004892135157596897,0.00555157193608353,0.00637448331565273,0.00734448026732109,0.008447023968993128,0.01024319560799044,0.0043,0.0049,0.0056,0.0064,0.0073,0.0084,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-24,2026-01-24,CFA_Pyrenew-Pyrenew_HE_COVID,6083.95,6501.7,6836,7219.5,7623.75,8065.1,8666.199999999999,6100,6500,6800,7200,7600,8100,8700,1.8026898926145634,1.9264702824336342,2.0255242245437843,2.13915625206171,2.258936557470111,2.3897096874441304,2.5678171496110798,1.8,1.93,2.03,2.14,2.26,2.39,2.57,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-24,CFA_Pyrenew-Pyrenew_HE_COVID,0.00556819589107507,0.005838730399058429,0.00610934120368793,0.00644706586608862,0.00681090436435038,0.007146900981646411,0.00757364698604334,0.0056,0.0058,0.0061,0.0064,0.0068,0.0071,0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-24,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,5193.85,5830.9,6356.75,7178.5,8047,9108.7,10544.124999999993,5200,5800,6400,7200,8000,9100,10500,1.5389509938043793,1.7277105326056688,1.8835212279649942,2.1270078475552303,2.384346611308343,2.6989310275163794,3.1242511138264653,1.54,1.73,1.88,2.13,2.38,2.7,3.12,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-31,CFA_Pyrenew-Pyrenew_HE_COVID,0.00414277703397662,0.004822132465862594,0.00553028815314256,0.00664534475056018,0.00793068678538589,0.009461246173058921,0.01149871036599786,0.0041,0.0048,0.0055,0.0066,0.0079,0.0095,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-24,2026-01-24,CFA_Pyrenew-Pyrenew_H_COVID,4052,4361.7,4659,4998.5,5366.25,5749.1,6256.174999999999,4100,4400,4700,5000,5400,5700,6300,1.2006179282989196,1.2923828277051819,1.3804735755046067,1.4810682908692372,1.5900335532413814,1.7034729841024974,1.8537205991055017,1.2,1.29,1.38,1.48,1.59,1.7,1.85,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-01-24,2026-01-31,CFA_Pyrenew-Pyrenew_H_COVID,2176.975,2558.9,3032,3604.5,4295.5,5097.4000000000005,6425.0999999999995,2200,2600,3000,3600,4300,5100,6400,0.6450432414754541,0.7582085924788019,0.89838932838162,1.0680225376489278,1.2727675989654514,1.5103726129592578,1.9037735071849426,0.65,0.76,0.9,1.07,1.27,1.51,1.9,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-01-21,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-01-24,2026-01-24,CMU-TimeSeries,4431.453437701631,5189.880010552022,6045.811391127366,6740.658326123721,7499.943537571041,8698.117261438629,10384.829999515923,4400,5200,6000,6700,7500,8700,10400,1.3130509490934,1.537774675811684,1.7913893255926325,1.9972742435541768,2.2222523870773476,2.577274315530483,3.0770515991498715,1.31,1.54,1.79,2,2.22,2.58,3.08,Carnegie Mellon Delphi Group,2026-01-21,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-01-24,2026-01-31,CMU-TimeSeries,3796.5752924753824,4986.028317763212,5897.02160494847,6915.757042190909,8089.763158868962,9665.07894777942,12836.291317079456,3800,5000,5900,6900,8100,9700,12800,1.124934936397497,1.4773728996329256,1.7473025326918066,2.049156439440748,2.3970174442818792,2.863787527919158,3.8034258361681506,1.12,1.48,1.75,2.05,2.4,2.86,3.8,Carnegie Mellon Delphi Group,2026-01-21,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-01-24,2026-02-07,CMU-TimeSeries,3797.968972157635,4828.004478000751,5835.819150723202,7053.414736976622,8779.357417298961,10823.620601503713,14365.17824689982,3800,4800,5800,7100,8800,10800,14400,1.1253478872397522,1.4305500331182548,1.7291680895035664,2.0899447652867575,2.601345980788063,3.2070663729691247,4.256438930512727,1.13,1.43,1.73,2.09,2.6,3.21,4.26,Carnegie Mellon Delphi Group,2026-01-21,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-24,CMU-TimeSeries,0.00470489282841143,0.005307620858432855,0.00577090673450762,0.00631247098560246,0.00696342897690482,0.007863739182890848,0.00918361825069446,0.0047,0.0053,0.0058,0.0063,0.007,0.0079,0.0092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2026-01-21,AR ensemble with auxiliary data
