location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.6258457552572791,2.141253248908321,2.763453143424718,5427.881566592142,7148.568061621462,9225.780692192746,1.63,2.14,2.76,5400,7100,9200,wk inc covid hosp,hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
United States,1,1.3082013269970023,2.1188425484515303,3.0974301999192044,4367.42651954383,7073.75,10340.762173522911,1.31,2.12,3.1,4400,7100,10300,wk inc covid hosp,hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
United States,2,1.13762830972346,2.1114246734837634,3.3860624979392027,3797.968972157635,7048.985444893446,11304.360303837531,1.14,2.11,3.39,3800,7000,11300,wk inc covid hosp,hosp,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00470489282841143,0.00631247098560246,0.00918021319304474,NA,NA,NA,0.0047,0.0063,0.0092,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00406554042024804,0.00600901688674909,0.01021622062589879,NA,NA,NA,0.0041,0.006,0.01,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00334903239558853,0.00584061872014875,0.01091114876322693,NA,NA,NA,0.0033,0.0058,0.011,wk inc covid prop ed visits,prop_ed,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,0,1.59912648221967,2.4921248266511418,3.4213237442320104,81.5132496453374,127.0325989850329,174.39722222222224,1.6,2.49,3.42,80,130,170,wk inc covid hosp,hosp,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,1,1.3736771046822072,2.49148529994246,4.058627039233308,70.021281,127,206.88287183333333,1.37,2.49,4.06,70,130,210,wk inc covid hosp,hosp,2026-01-31,2026-01-24,2026-01-21,"January 31, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,2,1.171273185571844,2.434985475817782,4.455807367086205,59.704022564796816,124.12,227.12858696497904,1.17,2.43,4.46,60,120,230,wk inc covid hosp,hosp,2026-02-07,2026-01-24,2026-01-21,"February 07, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00224555780093175,0.00328911225136623,0.00534820099408504,NA,NA,NA,0.0022,0.0033,0.0053,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-24,2026-01-21,"January 24, 2026","January 21, 2026","January 24, 2026",CovidHub-ensemble
