location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-05-16,2026-05-16,CEPH-Rtrend_rsv,712,916,1163,1491,1894,2303,2785,710,920,1200,1500,1900,2300,2800,0.21096741484423268,0.2714131348276926,0.34459986441550927,0.44178710046734676,0.5611970276895739,0.6823847702054323,0.8252025987938033,0.21,0.27,0.34,0.44,0.56,0.68,0.83,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-13,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-16,2026-05-23,CEPH-Rtrend_rsv,468,647,876,1207,1635,2115,2688,470,650,880,1200,1600,2100,2700,0.13866959290323158,0.19170774916322825,0.25956103287015136,0.3576371765688045,0.48445466751449495,0.6266798910049889,0.796461251546766,0.14,0.19,0.26,0.36,0.48,0.63,0.8,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-13,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-05-16,2026-05-30,CEPH-Rtrend_rsv,294,442,641,954,1380,1861,2454,290,440,640,950,1400,1900,2500,0.08711294938792753,0.13096572663082984,0.18992993386959708,0.2826726316873567,0.40889751753517006,0.5514190435746025,0.7271264550951502,0.09,0.13,0.19,0.28,0.41,0.55,0.73,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-13,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-16,2026-05-16,CFA_Pyrenew-Pyrenew_E_RSV,7.20350711807972e-4,7.506675955172552e-4,7.828964098021347e-4,8.175723748454133e-4,8.56671453614529e-4,8.955176302667299e-4,9.341857814881768e-4,7.2e-4,7.5e-4,7.8e-4,8.2e-4,8.6e-4,9e-4,0.00093000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-16,2026-05-23,CFA_Pyrenew-Pyrenew_E_RSV,4.686946045472029e-4,5.21562981045598e-4,5.773181406312413e-4,6.432890513200211e-4,7.221931036006839e-4,8.038270729803386e-4,8.988775215061392e-4,4.7e-4,5.2e-4,5.8e-4,6.4e-4,7.2e-4,8e-4,9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-16,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,7.107206856040573e-4,7.464632252864502e-4,7.800044592131391e-4,8.173070919489818e-4,8.574781431791591e-4,8.93823275210698e-4,9.348219166843672e-4,7.1e-4,7.5e-4,7.8e-4,8.2e-4,8.6e-4,8.9e-4,0.00093000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-16,2026-05-23,CFA_Pyrenew-Pyrenew_HE_RSV,4.6058177735232487e-4,5.154525101264338e-4,5.715427592396198e-4,6.411381337617403e-4,7.180560751732112e-4,7.924919420704884e-4,9.190855782764145e-4,4.6e-4,5.2e-4,5.7e-4,6.4e-4,7.2e-4,7.9e-4,9.2e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-16,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,892,999,1115,1249,1402,1550.2000000000003,1739.1249999999993,890,1000,1100,1200,1400,1600,1700,0.2643018736531679,0.2960062463895905,0.33037734206645986,0.37008188362422273,0.41541617361181765,0.4593282113645078,0.5153071704227191,0.26,0.3,0.33,0.37,0.42,0.46,0.52,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-16,2026-05-23,CFA_Pyrenew-Pyrenew_HE_RSV,668,771.9,864.75,987.5,1127,1269.3000000000004,1477.0749999999996,670,770,860,990,1100,1300,1500,0.19793010269093736,0.22871593752565053,0.25622762919459297,0.2925987670767974,0.3339329726537222,0.376096825367675,0.4376610874733776,0.2,0.23,0.26,0.29,0.33,0.38,0.44,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-16,2026-05-16,CFA_Pyrenew-Pyrenew_H_RSV,828,930,1031,1154,1288.25,1448.1000000000001,1647.0249999999999,830,930,1000,1200,1300,1400,1600,0.24533851052110203,0.27556137051283197,0.3054879279556234,0.3419331414750625,0.38171175867005996,0.4290757211178839,0.48801770566548075,0.25,0.28,0.31,0.34,0.38,0.43,0.49,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-13,Pyrenew_Hospital_Admissions_RSV
