location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-03-01,2025-03-01,CEPH-Rtrend_covid,6080,7679,8717,9868,12225,6100,7700,8700,9900,12200,1.8211786809804282,2.3001366926395903,2.611055026662236,2.9558209249859977,3.6618271998331795,1.83,2.31,2.61,2.97,3.65,CEPH Lab at Indiana University,2025-02-26,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-01,2025-03-08,CEPH-Rtrend_covid,3972,5972,7428,9182,13171,4000,6000,7400,9200,13200,1.1897568619826087,1.7888287965156442,2.224953164855694,2.7503392514411664,3.9451882248673056,1.2,1.8,2.22,2.76,3.95,CEPH Lab at Indiana University,2025-02-26,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-03-01,2025-03-15,CEPH-Rtrend_covid,2572,4541,6130,8171,13146,2600,4500,6100,8200,13100,0.7704065078094837,1.3601928273572572,1.8361554793437542,2.447508388534717,3.937699825685643,0.78,1.35,1.83,2.46,3.92,CEPH Lab at Indiana University,2025-02-26,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-01,2025-03-01,CFA_Pyrenew-Pyrenew_H_COVID,5568.525,7182.5,8257,9471.25,12708.175,5600,7200,8300,9500,12700,1.667973522122786,2.1514170848917638,2.4732684817196375,2.836980029973007,3.8065554908171797,1.68,2.16,2.49,2.85,3.8,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-02-26,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-01,2025-03-08,CFA_Pyrenew-Pyrenew_H_COVID,3021.8,5345.5,7087.5,9469.25,17153.749999999985,3000,5300,7100,9500,17200,0.9051377858859635,1.601169513023171,2.122961168001445,2.8363809580384736,5.138165098498025,0.9,1.59,2.13,2.85,5.15,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-02-26,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-01,2025-03-01,CMU-TimeSeries,5374.059730055331,7899.13493049974,9055.400487748588,11030.17411034455,16926.32417133262,5400,7900,9100,11000,16900,1.609724179390165,2.366075021975978,2.71241814408347,3.303933871260157,5.0700428829267565,1.62,2.37,2.73,3.29,5.06,Carnegie Mellon Delphi Group,2025-02-26,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-03-01,2025-03-08,CMU-TimeSeries,4376.7285453935565,7234.744810915028,8680.048535070524,11660.561498221025,20921.84104384996,4400,7200,8700,11700,20900,1.3109876183074383,2.1670662848638536,2.59998673387267,3.4927575672403504,6.2668438940659295,1.32,2.16,2.61,3.5,6.26,Carnegie Mellon Delphi Group,2025-02-26,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-03-01,2025-03-15,CMU-TimeSeries,3840.87541393574,6787.660778424746,8455.946280426511,12318.17411651081,25188.50246003837,3800,6800,8500,12300,25200,1.150480332263429,2.0331485367424618,2.5328600482612686,3.689736198946449,7.544862448362656,1.14,2.04,2.55,3.68,7.55,Carnegie Mellon Delphi Group,2025-02-26,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-03-01,2025-03-01,CMU-climate_baseline,7209.157196185268,11984.561442722725,17565.61902615703,22415.559934449066,30788.137692444412,7200,12000,17600,22400,30800,2.1594018739357317,3.589807204010965,5.261534685635095,6.714266426785803,9.222154604041071,2.16,3.59,5.27,6.71,9.23,Carnegie Mellon Delphi Group,2025-02-26,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-03-01,2025-03-08,CMU-climate_baseline,6771.395522453976,11318.857557653366,16049.964241327269,20936.309709047713,29495.147242525996,6800,11300,16000,20900,29500,2.028276507562419,3.390404946883636,4.807541563618986,6.271177779690994,8.834857458958389,2.04,3.38,4.79,6.26,8.84,Carnegie Mellon Delphi Group,2025-02-26,climatological baseline
