location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-07-11,2026-07-11,CEPH-Rtrend_covid,618,720,834,985,1158,1334,1539,620,720,830,990,1200,1300,1500,0.1831149752440109,0.2133378352357409,0.24711632581473322,0.29185801070445105,0.3431183516708166,0.39526760028399766,0.4560096228163961,0.18,0.21,0.25,0.29,0.34,0.4,0.46,CEPH Lab at Indiana University,2026-07-08,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-07-11,2026-07-18,CEPH-Rtrend_covid,456,594,770,1032,1376,1776,2285,460,590,770,1000,1400,1800,2300,0.13511396231596923,0.17600371406948623,0.22815296268266735,0.30578423050456194,0.4077123073394159,0.5262333269148276,0.6770513243245387,0.14,0.18,0.23,0.31,0.41,0.53,0.68,CEPH Lab at Indiana University,2026-07-08,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-07-11,2026-07-25,CEPH-Rtrend_covid,339,490,704,1057,1582,2254,3174,340,490,700,1100,1600,2300,3200,0.10044656409016134,0.14518824897987923,0.20859699445272445,0.3131917942280252,0.46875063242075293,0.6678659453074444,0.9404642903308911,0.1,0.15,0.21,0.31,0.47,0.67,0.94,CEPH Lab at Indiana University,2026-07-08,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-07-11,2026-07-11,CFA_Pyrenew-Pyrenew_E_COVID,0.00126275787948581,0.0013100414734768505,0.0013564121498962,0.00141520092829768,0.00147371637192629,0.0015228111796733003,0.00158561280281589,0.0013,0.0013,0.0014,0.0014,0.0015,0.0015,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-07-11,2026-07-18,CFA_Pyrenew-Pyrenew_E_COVID,0.0011608074827341,0.0013170426629258776,0.0014518057861601,0.00162634368820659,0.00181601364257319,0.002021786407196821,0.00236873338103997,0.0012,0.0013,0.0015,0.0016,0.0018,0.002,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-07-11,2026-07-11,CFA_Pyrenew-Pyrenew_HE_COVID,0.00126997733544523,0.0013134376603288834,0.00135978307709127,0.00141000498477279,0.00146535263743659,0.0015154533484377558,0.00157741746833573,0.0013,0.0013,0.0014,0.0014,0.0015,0.0015,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-07-11,2026-07-18,CFA_Pyrenew-Pyrenew_HE_COVID,0.00119432388864369,0.001329176044104067,0.00146308613491925,0.00161645759800396,0.00178490211207473,0.0019566097054977854,0.00220960665424174,0.0012,0.0013,0.0015,0.0016,0.0018,0.002,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-07-11,2026-07-11,CFA_Pyrenew-Pyrenew_HE_COVID,923.975,1053,1163,1301,1461,1595,1775.025,920,1100,1200,1300,1500,1600,1800,0.27377614765547736,0.31200658403227105,0.34459986441550927,0.3854896161690263,0.4328980239991909,0.4726025655569538,0.5259444319296125,0.27,0.31,0.34,0.39,0.43,0.47,0.53,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-07-11,2026-07-18,CFA_Pyrenew-Pyrenew_HE_COVID,969.95,1140,1299.75,1486,1718.25,1939,2267.2249999999985,970,1100,1300,1500,1700,1900,2300,0.2873986573429262,0.33778490578992304,0.385119237982853,0.4403055877226541,0.5091218547136275,0.5745306423918077,0.671784546517156,0.29,0.34,0.39,0.44,0.51,0.57,0.67,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-07-11,2026-07-11,CFA_Pyrenew-Pyrenew_H_COVID,694,776,868,967,1084,1207,1384.025,690,780,870,970,1100,1200,1400,0.20563396896333913,0.2299307779762985,0.25719061247864317,0.28652456482355754,0.3211919630493655,0.3576371765688045,0.4100901352946476,0.21,0.23,0.26,0.29,0.32,0.36,0.41,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-07-08,Pyrenew_Hospital_Admissions_COVID
