location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-09-13,2025-09-13,CEPH-Rtrend_covid,9311,10016,10766,11673,12655,13569,14569,9300,10000,10800,11700,12700,13600,14600,2.7588730331666436,2.9677663301683066,3.1899932418722035,3.4587396537594493,3.7497087568170846,4.020529286546901,4.316831835485429,2.76,2.97,3.19,3.46,3.75,4.02,4.32,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-09-13,2025-09-20,CEPH-Rtrend_covid,8569,9738,11079,12795,14747,16672,18845,8600,9700,11100,12800,14700,16700,18800,2.539016541854255,2.8853942215633954,3.2827359396899625,3.7911911136684786,4.369573689196487,4.939956095903156,5.58382153474658,2.54,2.89,3.28,3.79,4.37,4.94,5.58,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-09-13,2025-09-27,CEPH-Rtrend_covid,7763,9295,11125,13566,16469,19443,22876,7800,9300,11100,13600,16500,19400,22900,2.3001966874098008,2.754132192383627,3.2963658569411347,4.0196403789000845,4.8798066784686345,5.761010459011819,6.77821710951779,2.3,2.75,3.3,4.02,4.88,5.76,6.78,CEPH Lab at Indiana University,2025-09-10,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-13,2025-09-13,CFA-EpiAutoGP,8792.5358,9792.6639,10789.544,11971.975,13246.314,14535.267,16077.554,8800,9800,10800,12000,13200,14500,16100,2.6052507691732685,2.9015912744683163,3.196969389084412,3.5473267083283457,3.924916602240122,4.306836661602086,4.763820230896843,2.61,2.9,3.2,3.55,3.92,4.31,4.76,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2025-09-13,2025-09-20,CFA-EpiAutoGP,8181.8375,9633.6999,10967.384,12722.337,14757.959,16711.976,19214.729,8200,9600,11000,12700,14800,16700,19200,2.424299306250842,2.854489836078852,3.2496638343876403,3.7696608815549584,4.3728208688303045,4.951801086599522,5.693373179863072,2.42,2.85,3.25,3.77,4.37,4.95,5.69,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2025-09-13,2025-09-27,CFA-EpiAutoGP,7910.011,9254.2583,10977.836,13273.491,15926.733,19051.636,23046.228,7900,9300,11000,13300,15900,19100,23000,2.343756421431803,2.7420603228255382,3.252760788629146,3.932969216612624,4.719131584163385,5.645048308249041,6.828656099818498,2.34,2.74,3.25,3.93,4.72,5.65,6.83,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-10,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-13,2025-09-13,CFA_Pyrenew-Pyrenew_E_COVID,0.01151775785607256,0.011736382855375854,0.01197891486544539,0.01226105670241925,0.01257863683144519,0.01284639641704186,0.01316971215619289,0.012,0.012,0.012,0.012,0.013,0.013,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-13,2025-09-20,CFA_Pyrenew-Pyrenew_E_COVID,0.00804898698002221,0.008641646325851566,0.00935251245367451,0.01024699827452916,0.01122976093533188,0.01225156111399393,0.01338348955295859,0.008,0.0086,0.0094,0.01,0.011,0.012,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-13,2025-09-13,CFA_Pyrenew-Pyrenew_HE_COVID,11086.9,11819,12528.75,13299,14158.25,15025.5,16047.075,11100,11800,12500,13300,14200,15000,16000,3.285076729826577,3.5019998259044742,3.7123005600135954,3.9405275983334973,4.195125563508928,4.452093949075867,4.7547892255077455,3.29,3.5,3.71,3.94,4.2,4.45,4.75,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-13,2025-09-13,CFA_Pyrenew-Pyrenew_HE_COVID,0.0114336358815416,0.011716409518395048,0.01194867933398321,0.01222700711762258,0.01250540074864431,0.012786764858335025,0.01308519991668823,0.011,0.012,0.012,0.012,0.013,0.013,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
