location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.3091812338257385,0.5116564742272277,0.798829767242399,1032.2006957870226,1708.163727035731,2666.8909731685912,0.31,0.51,0.8,1000,1700,2700,wk inc covid hosp,hosp,2026-04-11,2026-04-11,2026-04-08,"April 11, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
United States,1,0.2720325747521061,0.486230744944393,0.886678881903164,908.18,1623.28,2960.1749999999993,0.27,0.49,0.89,910,1600,3000,wk inc covid hosp,hosp,2026-04-18,2026-04-11,2026-04-08,"April 18, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
United States,2,0.19816758354191147,0.4621424689262245,1.048234345408398,661.5819307121408,1542.8613569969864,3499.5274690191436,0.2,0.46,1.05,660,1500,3500,wk inc covid hosp,hosp,2026-04-25,2026-04-11,2026-04-08,"April 25, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00164749862644093,0.00237020824782392,0.00382541102851899,NA,NA,NA,0.0016,0.0024,0.0038,wk inc covid prop ed visits,prop_ed,2026-04-11,2026-04-11,2026-04-08,"April 11, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00122139227658515,0.00213814178656822,0.00374916260753175,NA,NA,NA,0.0012,0.0021,0.0037,wk inc covid prop ed visits,prop_ed,2026-04-18,2026-04-11,2026-04-08,"April 18, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00107124501493468,0.00215183381130345,0.00434990111838399,NA,NA,NA,0.0011,0.0022,0.0043,wk inc covid prop ed visits,prop_ed,2026-04-25,2026-04-11,2026-04-08,"April 25, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,0,0.5160605300727613,0.9266120815222664,1.4102940281800285,26.30546819632221,47.232762864804215,71.88777777777779,0.52,0.93,1.41,30,50,70,wk inc covid hosp,hosp,2026-04-11,2026-04-11,2026-04-08,"April 11, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,1,0.37399760842458657,0.8446516420826307,1.5073159098077091,19.06400823276759,43.0549433893796,76.83333333333334,0.37,0.84,1.51,20,40,80,wk inc covid hosp,hosp,2026-04-18,2026-04-11,2026-04-08,"April 18, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,2,0.2783847912238858,0.7986834730714584,1.6266859568226688,14.190277777777778,40.71177986979002,82.91805555555555,0.28,0.8,1.63,10,40,80,wk inc covid hosp,hosp,2026-04-25,2026-04-11,2026-04-08,"April 25, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00154904455823958,0.00263739597398618,0.00422974696802749,NA,NA,NA,0.0015,0.0026,0.0042,wk inc covid prop ed visits,prop_ed,2026-04-11,2026-04-11,2026-04-08,"April 11, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00131858591195986,0.00252385466220147,0.00466187951749979,NA,NA,NA,0.0013,0.0025,0.0047,wk inc covid prop ed visits,prop_ed,2026-04-18,2026-04-11,2026-04-08,"April 18, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00112986899662672,0.00246175059711472,0.0052818868958272,NA,NA,NA,0.0011,0.0025,0.0053,wk inc covid prop ed visits,prop_ed,2026-04-25,2026-04-11,2026-04-08,"April 25, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
Alaska,0,0.2333200976238951,0.7025323481019684,1.6704658054869026,1.6605648,5,11.88888888888889,0.23,0.7,1.67,2,5,10,wk inc covid hosp,hosp,2026-04-11,2026-04-11,2026-04-08,"April 11, 2026","April 08, 2026","April 11, 2026",CovidHub-ensemble
