location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-03-28,2026-03-28,CEPH-Rtrend_rsv,3548,4800,5627,6567,8499,3500,4800,5600,6600,8500,CEPH Lab at Indiana University,2026-03-25,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-28,2026-04-04,CEPH-Rtrend_rsv,2580,3780,4641,5663,7910,2600,3800,4600,5700,7900,CEPH Lab at Indiana University,2026-03-25,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-03-28,2026-04-11,CEPH-Rtrend_rsv,1793,2883,3716,4725,7038,1800,2900,3700,4700,7000,CEPH Lab at Indiana University,2026-03-25,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-03-28,CFA_Pyrenew-Pyrenew_E_RSV,0.003942963274154353,0.004302082552006925,0.0044914528345860035,0.0046912707554927794,0.005120143401613145,0.0039,0.0043,0.0045,0.0047,0.0051,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-04,CFA_Pyrenew-Pyrenew_E_RSV,0.0030304311464313984,0.0037582147405789924,0.004217485041037738,0.004789701545445509,0.0061022979222592946,0.003,0.0038,0.0042,0.0048,0.0061,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-03-28,CFA_Pyrenew-Pyrenew_HE_RSV,0.0037464166746651486,0.00413480981620599,0.004332203863141563,0.004543125093599586,0.0050235261829559156,0.0037,0.0041,0.0043,0.0045,0.005,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-04,CFA_Pyrenew-Pyrenew_HE_RSV,0.0028595657215169205,0.0035860328298928396,0.003970857207196089,0.004432647993823745,0.005609498759136533,0.0029,0.0036,0.004,0.0044,0.0056,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-28,2026-03-28,CFA_Pyrenew-Pyrenew_HE_RSV,4298.9,5172.5,5640.5,6121.5,7394.05,4300,5200,5600,6100,7400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-28,2026-04-04,CFA_Pyrenew-Pyrenew_HE_RSV,3739.925,4626.75,5231.5,5887.5,7889.4249999999975,3700,4600,5200,5900,7900,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-28,2026-03-28,CFA_Pyrenew-Pyrenew_H_RSV,4440.975,5005.75,5339,5655.25,6407,4400,5000,5300,5700,6400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-28,2026-04-04,CFA_Pyrenew-Pyrenew_H_RSV,3258.95,4122.75,4656.5,5267.5,6715.524999999997,3300,4100,4700,5300,6700,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-25,Pyrenew_Hospital_Admissions_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-28,2026-03-28,RSVHub-baseline,4306.65,5705.25,6045,6384.75,7783.349999999996,4300,5700,6000,6400,7800,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,1,wk inc rsv hosp,hosp,2026-03-28,2026-04-04,RSVHub-baseline,3483.4260987609887,5418.89681396814,6045,6667.1466414664155,8595.278661536615,3500,5400,6000,6700,8600,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,2,wk inc rsv hosp,hosp,2026-03-28,2026-04-11,RSVHub-baseline,2928.907156571565,5220.616026160261,6045,6856.8239732397315,9146.385311103099,2900,5200,6000,6900,9100,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-03-28,RSVHub-baseline,0.0029,0.004200000000000001,0.0044,0.0046,0.005900000000000001,0.0029,0.0042,0.0044,0.0046,0.0059,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-04,RSVHub-baseline,0.0025422094720947202,0.004,0.0044,0.0048000000000000004,0.006285930909309099,0.0025,0.004,0.0044,0.0048,0.0063,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-11,RSVHub-baseline,0.0021404060540605387,0.0038000000000000004,0.0044,0.005,0.006684879598795987,0.0021,0.0038,0.0044,0.005,0.0067,RSVHub-hub-models,2026-03-25,RSVHub baseline model
United States,US,0,wk inc rsv hosp,hosp,2026-03-28,2026-03-28,RSVHub-ensemble,3773.0677558333336,4619.355076957917,5552.495772,6225.634873042083,7303.025,3800,4600,5600,6200,7300,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv hosp,hosp,2026-03-28,2026-04-04,RSVHub-ensemble,2125.5,3334.146720943334,4635.22545675,5775.25,7660.322854583332,2100,3300,4600,5800,7700,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv hosp,hosp,2026-03-28,2026-04-11,RSVHub-ensemble,1115,1846,3716,4725,7038,1100,1800,3700,4700,7000,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-03-28,RSVHub-ensemble,0.0029413189469830476,0.0036618359285151047,0.004094496431491254,0.004578869168845114,0.005743968933697886,0.0029,0.0037,0.0041,0.0046,0.0057,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-04,RSVHub-ensemble,0.0022034656972043406,0.003084764508133182,0.0036288028461845313,0.004283088066948047,0.006008572313124802,0.0022,0.0031,0.0036,0.0043,0.006,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-03-28,2026-04-11,RSVHub-ensemble,0.0011372872741697978,0.0020908767771813264,0.0027932835126781063,0.003645185654160968,0.006132756328008054,0.0011,0.0021,0.0028,0.0036,0.0061,RSVHub,2026-03-25,Ensemble using RSVHub forecast submissions
