location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.10303288434050047,0.13748700897533167,0.20128817000309995,343.975,459,672,0.1,0.14,0.2,340,460,670,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
United States,1,0.10063659660236833,0.14707215992786024,0.294443855822987,335.975,491,983,0.1,0.15,0.29,340,490,980,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
United States,2,0.09165800598355445,0.1581549907167214,0.3765167108540129,306,528,1257,0.09,0.16,0.38,310,530,1300,wk inc rsv hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
United States,0,NA,NA,NA,2.9312426962558235e-4,3.798586783459918e-4,4.902843046177727e-4,NA,NA,NA,2.9e-4,3.8e-4,4.9e-4,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
United States,1,NA,NA,NA,2.8300513560841476e-4,4.1451724758425034e-4,6.114133332070981e-4,NA,NA,NA,2.8e-4,4.1e-4,6.1e-4,wk inc rsv prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
United States,2,NA,NA,NA,2.6649602606692815e-4,4.558056177408777e-4,7.766205117167731e-4,NA,NA,NA,2.7e-4,4.6e-4,7.8e-4,wk inc rsv prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,0,0.07798152808875027,0.215797939365095,0.43159587873019,3.9750000000000014,11,22,0.08,0.22,0.43,4,10,20,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,1,0.05885398346320773,0.215797939365095,0.5100678566811336,3,11,26,0.06,0.22,0.51,3,10,30,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,2,0.03923598897547182,0.215797939365095,0.6866298070707568,2,11,35,0.04,0.22,0.69,2,10,40,wk inc rsv hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,0,NA,NA,NA,4.7508946738909384e-4,9.763609619886727e-4,0.0018394826187815797,NA,NA,NA,4.8e-4,9.8e-4,0.0018,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,1,NA,NA,NA,4.367195311258461e-4,0.00103479628854884,0.0022717144097788616,NA,NA,NA,4.4e-4,0.001,0.0023,wk inc rsv prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alabama,2,NA,NA,NA,4.050451691364098e-4,0.0011177487373110538,0.0027894316112319142,NA,NA,NA,4.1e-4,0.0011,0.0028,wk inc rsv prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,0,0,0.5620258784815747,1.264558226583543,0,4,9,0,0.56,1.26,0,4,9,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,1,0,0.5620258784815747,2.8101293924078736,0,4,20,0,0.56,2.81,0,4,20,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,2,0,0.7025323481019684,6.47032292601909,0,5,46.04999999999973,0,0.7,6.47,0,5,50,wk inc rsv hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,0,NA,NA,NA,0,4.5369159563719326e-5,4.721752116360413e-4,NA,NA,NA,0,4.5e-5,4.7e-4,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,1,NA,NA,NA,0,5.3239528494978015e-5,5.52010689612971e-4,NA,NA,NA,0,5.3e-5,5.5e-4,wk inc rsv prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Alaska,2,NA,NA,NA,0,6.668705125994714e-5,7.485794225084713e-4,NA,NA,NA,0,6.7e-5,7.5e-4,wk inc rsv prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,0,0,0.026975823996775852,0.1618549439806551,0,2,12,0,0.03,0.16,0,2,10,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,1,0,0.026975823996775852,0.21580659197420682,0,2,16,0,0.03,0.22,0,2,20,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,2,0,0.026975823996775852,0.2697582399677585,0,2,20,0,0.03,0.27,0,2,20,wk inc rsv hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,0,NA,NA,NA,2.4132534113305306e-5,8.884433460364577e-5,2.538889246204278e-4,NA,NA,NA,2.4e-5,8.9e-5,2.5e-4,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,1,NA,NA,NA,1.6653101115249733e-5,9.297186542279762e-5,3.028304162072949e-4,NA,NA,NA,1.7e-5,9.3e-5,3e-4,wk inc rsv prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arizona,2,NA,NA,NA,1.7077007316180545e-5,9.856761897272234e-5,4.2139815102921373e-4,NA,NA,NA,1.7e-5,9.9e-5,4.2e-4,wk inc rsv prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,0,0,0.03263733136290885,0.22846131954036195,0,1,7,0,0.03,0.23,0,1,7,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,1,0,0.03263733136290885,0.2610986509032708,0,1,8,0,0.03,0.26,0,1,8,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,2,0,0.0652746627258177,0.3263733136290885,0,2,10,0,0.07,0.33,0,2,10,wk inc rsv hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,0,NA,NA,NA,8.679936471985791e-6,1.8394788122791736e-4,6.599230489326549e-4,NA,NA,NA,8.7e-6,1.8e-4,6.6e-4,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,1,NA,NA,NA,9.627677819328524e-6,2.0191474362858832e-4,8.923378742543232e-4,NA,NA,NA,9.6e-6,2e-4,8.9e-4,wk inc rsv prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
Arkansas,2,NA,NA,NA,8.799296807043197e-6,2.1928714687260173e-4,0.0012024619827598927,NA,NA,NA,8.8e-6,2.2e-4,0.0012,wk inc rsv prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
California,0,0.023179039822697856,0.04635807964539571,0.12877244345943253,9,18,50,0.02,0.05,0.13,9,20,50,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
California,1,0.020603590953509207,0.04893352851458437,0.1957341140583375,8,19,76,0.02,0.05,0.2,8,20,80,wk inc rsv hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",RSVHub-ensemble
