location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.10,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.90,quantile_0.975,quantile_0.025_rounded,quantile_0.10_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.90_rounded,quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_H,291.97499999999997,342,393,468,552,660,824,290,340,390,470,550,660,820,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
United States,US,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_H,248.975,327.9,410,523.5,690,881,1282.0249999999999,250,330,410,520,690,880,1300,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
United States,US,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CFA-PyRenew_HE,343.975,382.9,416,459,507.25,565,632,340,380,420,460,510,570,630,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_HE,335.975,384,431,491,565,637,752.0249999999999,340,380,430,490,570,640,750,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_HE,306,370.9,438.75,528,631.25,760,982.025,310,370,440,530,630,760,980,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-PyRenew_HE,2.926438003330099e-4,3.1430575835156283e-4,3.3355398775118184e-4,3.573821975225457e-4,3.815268477917462e-4,4.0705364823167943e-4,4.3830763821991423e-4,2.9e-4,3.1e-4,3.3e-4,3.6e-4,3.8e-4,4.1e-4,4.4e-4,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-PyRenew_HE,2.6861807974792667e-4,3.075899158037693e-4,3.4137106991100866e-4,3.803928942678875e-4,4.254749382959642e-4,4.7909364487797696e-4,5.42304690328099e-4,2.7e-4,3.1e-4,3.4e-4,3.8e-4,4.3e-4,4.8e-4,5.4e-4,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-PyRenew_HE,2.419951689902615e-4,2.986714403562856e-4,3.4684671970042625e-4,4.0764299524310424e-4,4.832491507897253e-4,5.706121213595824e-4,6.969709840753818e-4,2.4e-4,3e-4,3.5e-4,4.1e-4,4.8e-4,5.7e-4,7e-4,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
United States,US,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,NAU-epymorph,388,425,461,499,544,596,672,390,430,460,500,540,600,670,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
United States,US,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,NAU-epymorph,455,509,565,649,744,887,1194,460,510,570,650,740,890,1200,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
United States,US,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,NAU-epymorph,553,639,746,916,1152,1528,2138,550,640,750,920,1200,1500,2100,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
United States,US,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,RSVHub-baseline,0,0,319.75,386,452.25,915.5000000000009,1761.2749999999944,0,0,320,390,450,920,1800,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,RSVHub-baseline,0,0,153.07433824338247,386,678.6112886128857,1305.935926359268,2336.856102061023,0,0,150,390,680,1300,2300,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,RSVHub-baseline,0,0,17.681959319593272,386,854.5311353113536,1584.4650806508066,2864.966127411268,0,0,20,390,850,1600,2900,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,RSVHub-baseline,0,0,1.000000000000001e-4,3e-4,4.999999999999998e-4,8.999999999999998e-4,0.0017674999999999941,0,0,1e-4,3e-4,5e-4,9e-4,0.0018,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,RSVHub-baseline,0,0,0,3e-4,7e-4,0.0013,0.0021000000000000003,0,0,0,3e-4,7e-4,0.0013,0.0021,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,RSVHub-baseline,0,0,0,3e-4,8.999999999999995e-4,0.0015999999999999992,0.002497321248212479,0,0,0,3e-4,9e-4,0.0016,0.0025,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
United States,US,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,RSVHub-ensemble,343.975,382.9,416,459,527,596,672,340,380,420,460,530,600,670,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,RSVHub-ensemble,335.975,384,431,491,593,762,983,340,380,430,490,590,760,980,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,RSVHub-ensemble,306,370.9,438.75,528,660,911,1257,310,370,440,530,660,910,1300,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,RSVHub-ensemble,2.9312426962558235e-4,3.2117949554013e-4,3.4736025308215203e-4,3.798586783459918e-4,4.151549978456934e-4,4.4933916293283063e-4,4.902843046177727e-4,2.9e-4,3.2e-4,3.5e-4,3.8e-4,4.2e-4,4.5e-4,4.9e-4,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,RSVHub-ensemble,2.8300513560841476e-4,3.2188969783132474e-4,3.6297023048273956e-4,4.1451724758425034e-4,4.7333647364694776e-4,5.370637190184266e-4,6.114133332070981e-4,2.8e-4,3.2e-4,3.6e-4,4.1e-4,4.7e-4,5.4e-4,6.1e-4,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,RSVHub-ensemble,2.6649602606692815e-4,3.2292050732142085e-4,3.8142138135828594e-4,4.558056177408777e-4,5.483952339306662e-4,6.470260182799724e-4,7.766205117167731e-4,2.7e-4,3.2e-4,3.8e-4,4.6e-4,5.5e-4,6.5e-4,7.8e-4,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CEPH-Rtrend_rsv,5,7,8,10,13,16,19,5,7,8,10,10,20,20,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CEPH-Rtrend_rsv,4,6,8,10,14,19,25,4,6,8,10,10,20,30,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CEPH-Rtrend_rsv,3,4,7,10,15,22,32,3,4,7,10,20,20,30,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-PyRenew_E,3.454056593400771e-4,4.592777344205021e-4,5.889105244618936e-4,7.4687556145553e-4,9.239725472851016e-4,0.00109813592849066,0.00132174117244882,3.5e-4,4.6e-4,5.9e-4,7.5e-4,9.2e-4,0.0011,0.0013,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-PyRenew_E,2.34635562320826e-4,3.6455455544024415e-4,5.18057487484947e-4,7.191425069487258e-4,9.709374275809888e-4,0.00125669670269399,0.00165029712722345,2.3e-4,3.6e-4,5.2e-4,7.2e-4,9.7e-4,0.0013,0.0017,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-PyRenew_E,1.370353057339793e-4,2.7625218250497814e-4,4.368995555104167e-4,6.981678923185812e-4,0.00104453682422142,0.00146730667295834,0.00221422814968181,1.4e-4,2.8e-4,4.4e-4,7e-4,0.001,0.0015,0.0022,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-NowcastAutoGP,6.047732754381105e-4,7.674084948087277e-4,9.434976158599037e-4,0.0012058463625218153,0.0015218546340398705,0.001864233614425224,0.0023572240651143395,6e-4,7.7e-4,9.4e-4,0.0012,0.0015,0.0019,0.0024,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-NowcastAutoGP,6.388034999308663e-4,8.258874393807868e-4,0.0010415058244641327,0.0013504500701489541,0.0017179141879163976,0.0021830309114594564,0.0028931316923342734,6.4e-4,8.3e-4,0.001,0.0014,0.0017,0.0022,0.0029,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-NowcastAutoGP,6.730550325388403e-4,9.230421893858055e-4,0.0011855354257324674,0.0015373295823035266,0.0020182440903315653,0.0025458144763932837,0.003364635072782019,6.7e-4,9.2e-4,0.0012,0.0015,0.002,0.0025,0.0034,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CFA-PyRenew_H,4,7,9,12,16,21,27,4,7,9,10,20,20,30,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_H,4,7,9,13,19,26,37,4,7,9,10,20,30,40,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_H,3,6,9,14,23,35,61,3,6,9,10,20,40,60,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CFA-PyRenew_HE,3.9750000000000014,6,8,11,14,18,22,4,6,8,10,10,20,20,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_HE,3,5,7,11,15,19,26,3,5,7,10,20,20,30,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_HE,2,5,7,11,16,23,35,2,5,7,10,20,20,40,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-PyRenew_HE,3.794192187379028e-4,4.899547125769532e-4,6.130366339874508e-4,7.698419744406847e-4,9.30518247699319e-4,0.00109901944754554,0.00131117946754546,3.8e-4,4.9e-4,6.1e-4,7.7e-4,0.00093000000000000005,0.0011,0.0013,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-PyRenew_HE,2.646141939702537e-4,4.072833863883235e-4,5.557394025566117e-4,7.624823390652681e-4,9.901787657433394e-4,0.00125074412193053,0.00167341788450097,2.6e-4,4.1e-4,5.6e-4,7.6e-4,9.9e-4,0.0013,0.0017,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-PyRenew_HE,1.7433985978043058e-4,3.0809585766663003e-4,4.947113430419931e-4,7.484879508845507e-4,0.00108764164473345,0.00150652381372889,0.00221765467024929,1.7e-4,3.1e-4,4.9e-4,7.5e-4,0.0011,0.0015,0.0022,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,NAU-epymorph,2,6,10,14,20,28,40,2,6,10,10,20,30,40,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,NAU-epymorph,2,6,10,16,26,40,65,2,6,10,20,30,40,70,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,NAU-epymorph,1,6,11,18,33,56,112,1,6,10,20,30,60,110,TRUE,FALSE,Northern Arizona University,2026-09-23,epymorph RSV compartmental model
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,RSVHub-baseline,0,3,8.749999999999993,12,15.250000000000007,21,33.64999999999999,0,3,9,10,20,20,30,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,RSVHub-baseline,0,0,6,12,18,28.11486814868151,47.092588425884315,0,0,6,10,20,30,50,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,RSVHub-baseline,0,0,4,12,21,32.69460294602948,55.86739267392672,0,0,4,10,20,30,60,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,RSVHub-baseline,0,0,3.9999999999999996e-4,6e-4,7.999999999999999e-4,0.0013,0.0026000000000000025,0,0,4e-4,6e-4,8e-4,0.0013,0.0026,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,RSVHub-baseline,0,0,2.0000000000000004e-4,6e-4,0.0010000000000000005,0.00199851768517685,0.003351970794707942,0,0,2e-4,6e-4,0.001,0.002,0.0034,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,RSVHub-baseline,0,0,9.999999999999912e-5,6e-4,0.0012999999999999995,0.0023829346293462927,0.0037953709537095312,0,0,1e-4,6e-4,0.0013,0.0024,0.0038,FALSE,FALSE,RSVHub-hub-models,2026-09-23,RSVHub baseline model
Alabama,AL,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,RSVHub-ensemble,3.9750000000000014,6,8,11,14,18,22,4,6,8,10,10,20,20,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,RSVHub-ensemble,3,6,8,11,15,19,26,3,6,8,10,20,20,30,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,RSVHub-ensemble,2,5,7,11,16,23,35,2,5,7,10,20,20,40,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,RSVHub-ensemble,4.7508946738909384e-4,6.133431146146148e-4,7.662040701608987e-4,9.763609619886727e-4,0.001222913590662486,0.0014811847714579422,0.0018394826187815797,4.8e-4,6.1e-4,7.7e-4,9.8e-4,0.0012,0.0015,0.0018,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,RSVHub-ensemble,4.367195311258461e-4,5.952209974105155e-4,7.797816559745399e-4,0.00103479628854884,0.0013444258077486932,0.0017198638070767232,0.0022717144097788616,4.4e-4,6e-4,7.8e-4,0.001,0.0013,0.0017,0.0023,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,RSVHub-ensemble,4.050451691364098e-4,5.996471859453918e-4,8.112174906214421e-4,0.0011177487373110538,0.0015313904572764928,0.002006560574675812,0.0027894316112319142,4.1e-4,6e-4,8.1e-4,0.0011,0.0015,0.002,0.0028,FALSE,TRUE,RSVHub,2026-09-23,Ensemble using RSVHub forecast submissions
Alaska,AK,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CEPH-Rtrend_rsv,2,2,3,4,5,6,6,2,2,3,4,5,6,6,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alaska,AK,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CEPH-Rtrend_rsv,1,2,3,4,5,6,9,1,2,3,4,5,6,9,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alaska,AK,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CEPH-Rtrend_rsv,1,2,3,4,5,8,10,1,2,3,4,5,8,10,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-23,Rtrend RSV
Alaska,AK,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-PyRenew_E,0,0,0,0,1.2936249194919107e-4,2.581672332957405e-4,5.044904053854299e-4,0,0,0,0,1.3e-4,2.6e-4,5e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alaska,AK,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-PyRenew_E,0,0,0,0,1.3054177636920677e-4,2.62619103890834e-4,6.335771143736909e-4,0,0,0,0,1.3e-4,2.6e-4,6.3e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alaska,AK,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-PyRenew_E,0,0,0,0,1.3006702343799876e-4,3.8256062867092825e-4,8.921079685951412e-4,0,0,0,0,1.3e-4,3.8e-4,8.9e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-E
Alaska,AK,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-NowcastAutoGP,0,8.321330546256035e-6,4.0513670314822966e-5,9.073831912743865e-5,1.6502202673681612e-4,2.611874575370316e-4,4.3986001788665264e-4,0,8.3e-6,4.1e-5,9.1e-5,1.7e-4,2.6e-4,4.4e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alaska,AK,1,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-03,CFA-NowcastAutoGP,0,1.5345238886806424e-5,4.9489535774502793e-5,1.0647905698995603e-4,1.8682584825784046e-4,3.038263946824446e-4,4.704442648522511e-4,0,1.5e-5,4.9e-5,1.1e-4,1.9e-4,3e-4,4.7e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alaska,AK,2,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-10-10,CFA-NowcastAutoGP,0,2.453241774195101e-5,6.7594338395366e-5,1.3337410251989428e-4,2.3458142719400671e-4,3.6734200014059635e-4,6.050508764218014e-4,0,2.5e-5,6.8e-5,1.3e-4,2.3e-4,3.7e-4,6.1e-4,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,NowcastAutoGP
Alaska,AK,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CFA-PyRenew_H,1,2,4,6,9,13,19,1,2,4,6,9,10,20,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alaska,AK,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_H,1,3,5,9,15,24,39,1,3,5,9,20,20,40,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alaska,AK,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_H,1,3,6,12,25,47,92.02499999999986,1,3,6,10,30,50,90,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-H
Alaska,AK,0,wk inc rsv hosp,hosp,2026-09-26,2026-09-26,CFA-PyRenew_HE,0,0,1,2,4,6,9,0,0,1,2,4,6,9,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alaska,AK,1,wk inc rsv hosp,hosp,2026-09-26,2026-10-03,CFA-PyRenew_HE,0,0,1,3,6,11,20,0,0,1,3,6,10,20,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alaska,AK,2,wk inc rsv hosp,hosp,2026-09-26,2026-10-10,CFA-PyRenew_HE,0,1,2,5,10,21,46.04999999999973,0,1,2,5,10,20,50,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
Alaska,AK,0,wk inc rsv prop ed visits,prop_ed,2026-09-26,2026-09-26,CFA-PyRenew_HE,0,1.2956353669317625e-4,2.6162038288468517e-4,5.235116591109968e-4,8.906323805059403e-4,0.00126749169004067,0.00185037125654423,0,1.3e-4,2.6e-4,5.2e-4,8.9e-4,0.0013,0.0019,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CDC/CFA),2026-09-23,PyRenew-HE
