location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.8028640862142282,1.1502464949793696,1.528201137328889,2709.6091109928,3882,5157.57,0.8,1.15,1.53,2700,3900,5200,wk inc covid hosp,hosp,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
United States,1,0.6203864248655346,1.08044105155902,1.5457727081280808,2093.76,3646.4116,5216.8728,0.62,1.08,1.55,2100,3600,5200,wk inc covid hosp,hosp,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
United States,2,0.5642167455300878,0.9806368698930646,1.9161003992006438,1904.1913326474296,3309.579594931219,6466.702382631742,0.56,0.98,1.92,1900,3300,6500,wk inc covid hosp,hosp,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00257382514673019,0.00351405798922103,0.00542605462840375,NA,NA,NA,0.0026,0.0035,0.0054,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00177269438118408,0.00316549175017253,0.0053048818246028,NA,NA,NA,0.0018,0.0032,0.0053,wk inc covid prop ed visits,prop_ed,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00172174021393066,0.00312431900537717,0.00600304539981491,NA,NA,NA,0.0017,0.0031,0.006,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,0,0.7639574020099159,1.3329668136673656,1.962289898635777,38.94166666666667,67.94613050282297,100.02499999999964,0.76,1.33,1.96,40,70,100,wk inc covid hosp,hosp,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,1,0.5742470074220759,1.1966976637518905,2.035911872393926,29.271443,61,103.77777777777776,0.57,1.2,2.04,30,60,100,wk inc covid hosp,hosp,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,2,0.4438847307170702,1.1066432531325971,2.087833330869366,22.626407148526958,56.40960159431229,106.42440195273602,0.44,1.11,2.09,20,60,110,wk inc covid hosp,hosp,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00213905776949924,0.00324631990090347,0.00513026329016678,NA,NA,NA,0.0021,0.0032,0.0051,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00163667719031069,0.00301224144734306,0.00504680549422276,NA,NA,NA,0.0016,0.003,0.005,wk inc covid prop ed visits,prop_ed,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00151693580829812,0.00284194619987723,0.00582905990599876,NA,NA,NA,0.0015,0.0028,0.0058,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,0,0.10928280970475064,0.528767347882176,1.264558226583543,0.7777777777777778,3.7632953792857142,9,0.11,0.53,1.26,1,4,9,wk inc covid hosp,hosp,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,1,0.11791764798835683,0.5324180468124874,1.781464062999329,0.8392328716744143,3.7892778051496223,12.678875697413154,0.12,0.53,1.78,1,4,10,wk inc covid hosp,hosp,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,2,0.04574129707602864,0.5499955346544979,1.8597530458289953,0.3255458428327742,3.9143787196448736,13.236067,0.05,0.55,1.86,0,4,10,wk inc covid hosp,hosp,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.00140166455681931,0.00281148783677809,0.00444982036435822,NA,NA,NA,0.0014,0.0028,0.0044,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.00118815460966402,0.00256295764177622,0.00433712382173332,NA,NA,NA,0.0012,0.0026,0.0043,wk inc covid prop ed visits,prop_ed,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.00100622071937841,0.00190231053480992,0.00402268336108629,NA,NA,NA,0.001,0.0019,0.004,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Arizona,0,0.36417362395647396,0.6878835119177842,1.2103994133060405,27,51,89.73956928623997,0.36,0.69,1.21,30,50,90,wk inc covid hosp,hosp,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Arizona,1,0.21580659197420682,0.6609076879210083,1.392252249611376,16,49,103.22222222222224,0.22,0.66,1.39,20,50,100,wk inc covid hosp,hosp,2026-03-28,2026-03-21,2026-03-18,"March 28, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Arizona,2,0.22949682265257051,0.6481691043669753,1.6196312576004044,17.015,48.05555555555556,120.08020646887246,0.23,0.65,1.62,20,50,120,wk inc covid hosp,hosp,2026-04-04,2026-03-21,2026-03-18,"April 04, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,0.00120588564741582,0.00218626139654331,0.00361279520866816,NA,NA,NA,0.0012,0.0022,0.0036,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,2026-03-18,"March 21, 2026","March 18, 2026","March 21, 2026",CovidHub-ensemble
