location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-03-21,2026-03-21,CEPH-Rtrend_covid,2625,2991,3383,3882,4443,4996,5623,2600,3000,3400,3900,4400,5000,5600,0.7777941909636386,0.8862409238751403,1.0023915230590437,1.1502464949793696,1.3164722249338843,1.480327534496891,1.6661092326813487,0.78,0.89,1,1.15,1.32,1.48,1.67,TRUE,FALSE,CEPH Lab at Indiana University,2026-03-18,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-03-21,2026-03-28,CEPH-Rtrend_covid,1695,2124,2650,3385,4301,5307,6547,1700,2100,2700,3400,4300,5300,6500,0.5022328204508066,0.6293466139454356,0.7852017546871018,1.0029841281569207,1.2743972629846132,1.5724776272167735,1.9398927879005496,0.5,0.63,0.79,1,1.27,1.57,1.94,TRUE,FALSE,CEPH Lab at Indiana University,2026-03-18,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-03-21,2026-04-04,CEPH-Rtrend_covid,1072,1482,2031,2875,4044,5449,7312,1100,1500,2000,2900,4000,5400,7300,0.3176363324621031,0.43912037752690003,0.6017904768941524,0.851869828198271,1.1982475079074113,1.6145525891660446,2.166564237838524,0.32,0.44,0.6,0.85,1.2,1.61,2.17,TRUE,FALSE,CEPH Lab at Indiana University,2026-03-18,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-03-21,2026-03-21,CFA-EpiAutoGP,3222.0355,3466.0414,3675.6576,3914.4831,4186.4855,4470.2269,4814.0679,3200,3500,3700,3900,4200,4500,4800,0.9546973314204278,1.0269969015464675,1.089106715905276,1.1598713203067947,1.240466324744192,1.3245396248035786,1.4264205895331517,0.95,1.03,1.09,1.16,1.24,1.32,1.43,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-03-18,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-03-21,2026-03-28,CFA-EpiAutoGP,2671.7082,2966.6546,3271.2377,3646.4116,4093.154,4545.1822,5216.8728,2700,3000,3300,3600,4100,4500,5200,0.7916339496799694,0.8790273198002121,0.9692760686938111,1.08044105155902,1.2128119633979357,1.346749071250031,1.5457727081280808,0.79,0.88,0.97,1.08,1.21,1.35,1.55,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-03-18,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-03-21,2026-04-04,CFA-EpiAutoGP,2211.3747,2605.5876,2966.2037,3487.7671,4147.6779,4921.4046,6026.7035,2200,2600,3000,3500,4100,4900,6000,0.6552359602681749,0.7720422473626243,0.8788937169808958,1.0334342818339413,1.228967533946005,1.4582247273378017,1.785727608746754,0.66,0.77,0.88,1.03,1.23,1.46,1.79,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-03-18,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_E_COVID,0.002604370159893931,0.002720196329623211,0.002821762359179957,0.002966775088352918,0.0031099602144717335,0.0032413468902917674,0.0033998280982319795,0.0026,0.0027,0.0028,0.003,0.0031,0.0032,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_E_COVID,0.001350846999773602,0.0015958077734128768,0.001818545385834372,0.002116058650772864,0.0024483170415988812,0.002830290686312697,0.0034252677244611704,0.0014,0.0016,0.0018,0.0021,0.0024,0.0028,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_HE_COVID,0.0025877878466031984,0.0027370436206642828,0.002851121957545472,0.0029908184197329647,0.003138661807518643,0.0032849516523587945,0.0034393805230366887,0.0026,0.0027,0.0029,0.003,0.0031,0.0033,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_HE_COVID,0.001374645066522127,0.001672663346943592,0.0019241928880588074,0.0022394508900006817,0.0026105095687937794,0.0030377020270467904,0.0036661498771007727,0.0014,0.0017,0.0019,0.0022,0.0026,0.003,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_HE_COVID,3092.9249999999997,3229,3355,3493.5,3652.25,3801.1,3993.075,3100,3200,3400,3500,3700,3800,4000,0.9164415611756997,0.9567609305225101,0.9940950516887648,1.035132954716751,1.0821709843607425,1.1262756187702425,1.1831583006027167,0.92,0.96,0.99,1.04,1.08,1.13,1.18,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_HE_COVID,2057.9,2288,2482.5,2755,3038.25,3332.2000000000003,3829.3249999999985,2100,2300,2500,2800,3000,3300,3800,0.6097610154605989,0.6779402319713543,0.7355710777398983,0.8163135223256475,0.9002412193124857,0.9873393535729664,1.1346387582140323,0.61,0.68,0.74,0.82,0.9,0.99,1.13,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_H_COVID,2526,2719.8,2903.5,3170,3442.25,3698.2000000000003,4069.025,2500,2700,2900,3200,3400,3700,4100,0.7484602386187242,0.8058836726030113,0.8603144508430189,0.939279080135137,1.0199474490836515,1.0957860864844682,1.205662479194598,0.75,0.81,0.86,0.94,1.02,1.1,1.21,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_H_COVID,1460.8500000000001,1746.5,2069.5,2506.5,3040.75,3668.2000000000003,4486.049999999999,1500,1700,2100,2500,3000,3700,4500,0.43285357861685014,0.5174924017211409,0.6131981250282857,0.7426823389144229,0.9009819756848321,1.0868970100163122,1.3292280496656879,0.43,0.52,0.61,0.74,0.9,1.09,1.33,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-03-21,2026-03-21,CMU-TimeSeries,2159.104919142755,2930.8220175682095,3412.029983438284,3871.4240743998585,4385.951762144982,5121.1218706792815,6455.159199929885,2200,2900,3400,3900,4400,5100,6500,0.6397482909677149,0.8684100342906227,1.0109931811474506,1.1471128212666635,1.2995686866449911,1.517401463707119,1.9126801247432206,0.64,0.87,1.01,1.15,1.3,1.52,1.91,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-03-18,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-03-21,2026-03-28,CMU-TimeSeries,1963.781149858131,2567.611802541956,3107.1097923814673,3686.8516553546483,4380.773814635115,5175.433512108656,6672.145374795229,2000,2600,3100,3700,4400,5200,6700,0.5818733602603996,0.7607899217778326,0.9206445513144925,1.0924235430398175,1.2980344475995473,1.5334941414996783,1.9769736814402432,0.58,0.76,0.92,1.09,1.3,1.53,1.98,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-03-18,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-03-21,2026-04-04,CMU-TimeSeries,1366.565515037115,2158.6500355105677,2787.437300974639,3454.1591898624383,4353.3915882281935,5261.352576821627,6906.701265263484,1400,2200,2800,3500,4400,5300,6900,0.40491684539699085,0.6396135077880274,0.8259247772851191,1.023476172395685,1.2899210241195649,1.558952179376546,2.0464731896545336,0.4,0.64,0.83,1.02,1.29,1.56,2.05,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-03-18,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-21,CMU-TimeSeries,0.002573825146730193,0.002989994176442846,0.0032797231980799518,0.0036164910965321446,0.004026963524558104,0.004589703115590196,0.005426054628403756,0.0026,0.003,0.0033,0.0036,0.004,0.0046,0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-03-18,AR ensemble with auxiliary data
