location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.2222480143714323,1.7079316178548594,2.308789461329018,4125,5764.147571370327,7792,1.22,1.71,2.31,4100,5800,7800,wk inc covid hosp,hosp,2026-02-07,2026-02-07,2026-02-04,"February 07, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
United States,1,1.0768188210694127,1.6356173361230002,2.5544390895265052,3634.186830072831,5520.092020748447,8621.05,1.08,1.64,2.55,3600,5500,8600,wk inc covid hosp,hosp,2026-02-14,2026-02-07,2026-02-04,"February 14, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
United States,2,0.8836929542430024,1.5214721556449176,2.649001306088754,2982.400783957932,5134.860166054672,8940.190746176526,0.88,1.52,2.65,3000,5100,8900,wk inc covid hosp,hosp,2026-02-21,2026-02-07,2026-02-04,"February 21, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.0043786614403725,0.00624392951292524,0.00875278544027334,NA,NA,NA,0.0044,0.0062,0.0088,wk inc covid prop ed visits,prop_ed,2026-02-07,2026-02-07,2026-02-04,"February 07, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00384282806289123,0.00609854987420456,0.00969934117359568,NA,NA,NA,0.0038,0.0061,0.0097,wk inc covid prop ed visits,prop_ed,2026-02-14,2026-02-07,2026-02-04,"February 14, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00331153925467873,0.00583206101506845,0.01084775875944789,NA,NA,NA,0.0033,0.0058,0.011,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-07,2026-02-04,"February 21, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
Alabama,0,1.2641432498110297,2.0206534322367986,2.976545187773873,64.437945,103,151.72525354896217,1.26,2.02,2.98,60,100,150,wk inc covid hosp,hosp,2026-02-07,2026-02-07,2026-02-04,"February 07, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
Alabama,1,1.0201357133622673,2.0492419630043743,3.23954395225294,52,104.4572606178194,165.13125,1.02,2.05,3.24,50,100,170,wk inc covid hosp,hosp,2026-02-14,2026-02-07,2026-02-04,"February 14, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
Alabama,2,0.8552548653455107,1.9149037845777832,3.728436556027064,43.59542795672458,97.60955870259193,190.0518709166667,0.86,1.91,3.73,40,100,190,wk inc covid hosp,hosp,2026-02-21,2026-02-07,2026-02-04,"February 21, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00277336169390716,0.00424829232392026,0.00656838443865026,NA,NA,NA,0.0028,0.0042,0.0066,wk inc covid prop ed visits,prop_ed,2026-02-07,2026-02-07,2026-02-04,"February 07, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00246066194635411,0.00422497110029014,0.00791695941757904,NA,NA,NA,0.0025,0.0042,0.0079,wk inc covid prop ed visits,prop_ed,2026-02-14,2026-02-07,2026-02-04,"February 14, 2026","February 04, 2026","February 07, 2026",CovidHub-ensemble
