location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.10,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.90,quantile_0.975,quantile_0.025_rounded,quantile_0.10_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.90_rounded,quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-09-12,2026-09-12,CEPH-Rtrend_covid,3032,3299,3580,3932,4316,4682,5086,3000,3300,3600,3900,4300,4700,5100,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-09,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-09-12,2026-09-19,CEPH-Rtrend_covid,2618,3021,3493,4112,4845,5587,6450,2600,3000,3500,4100,4800,5600,6500,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-09,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-09-12,2026-09-26,CEPH-Rtrend_covid,2198,2678,3270,4095,5116,6194,7469,2200,2700,3300,4100,5100,6200,7500,TRUE,FALSE,CEPH Lab at Indiana University,2026-09-09,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-12,CFA_Pyrenew-Pyrenew_E_COVID,0.005648274401492758,0.0058119178891311496,0.00595020973533252,0.006122785061637298,0.006282867951717383,0.006446308322161896,0.0066684519834843085,0.0056,0.0058,0.006,0.0061,0.0063,0.0064,0.0067,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-19,CFA_Pyrenew-Pyrenew_E_COVID,0.004593361484516576,0.005035770479044546,0.005488249835874663,0.005998130097109148,0.006552058788023851,0.007142681058973166,0.008192056840177108,0.0046,0.005,0.0055,0.006,0.0066,0.0071,0.0082,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_ED_Visits_COVID
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-26,CFA_Pyrenew-Pyrenew_E_COVID,0.003457512587221654,0.004120093034217807,0.0049689566117779105,0.0058899332695665895,0.006997114578106466,0.008404427866621246,0.011029309850917511,0.0035,0.0041,0.005,0.0059,0.007,0.0084,0.011,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-09-12,2026-09-12,CFA_Pyrenew-Pyrenew_HE_COVID,3847.8500000000004,4155.9,4401.75,4684,5021.25,5359.4000000000005,5803.0999999999995,3800,4200,4400,4700,5000,5400,5800,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-09-12,2026-09-19,CFA_Pyrenew-Pyrenew_HE_COVID,3966.8,4264,4560.25,4905,5314,5652,6087.074999999999,4000,4300,4600,4900,5300,5700,6100,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,2,wk inc covid hosp,hosp,2026-09-12,2026-09-26,CFA_Pyrenew-Pyrenew_HE_COVID,3736.825,4190.9,4584.25,5032.5,5528,6058.100000000001,6797.075,3700,4200,4600,5000,5500,6100,6800,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-12,CFA_Pyrenew-Pyrenew_HE_COVID,0.00566220971840182,0.00580750743790172,0.005961179408941623,0.00611389161235279,0.006283797483974846,0.006443175036161616,0.00661846137770114,0.0057,0.0058,0.006,0.0061,0.0063,0.0064,0.0066,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-09-19,CFA_Pyrenew-Pyrenew_HE_COVID,0.0047696906846047315,0.0051596014377610026,0.0055630241163270675,0.006031272096135798,0.006530276848218001,0.007063058909620144,0.007788986991574514,0.0048,0.0052,0.0056,0.006,0.0065,0.0071,0.0078,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-09-09,Pyrenew_Hospital_Admissions_ED_Visits_COVID
