location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.9998435703364547,1.3594439874390911,1.8076995624534349,3337.975,4538.5,6035,1,1.36,1.81,3300,4500,6000,wk inc covid hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
United States,1,0.8506821470369106,1.3906706120266255,2.1879367742037616,2840,4642.75,7304.420881973761,0.85,1.39,2.19,2800,4600,7300,wk inc covid hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
United States,2,0.7356603356065677,1.38834920828031,2.5389292624666084,2456,4635,8476.208335300009,0.74,1.39,2.54,2500,4600,8500,wk inc covid hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.0035750804614984753,0.00498254713680311,0.0071942960911965765,NA,NA,NA,0.0036,0.005,0.0072,wk inc covid prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.0025322862894655773,0.004381087728608538,0.0070323498087421655,NA,NA,NA,0.0025,0.0044,0.007,wk inc covid prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.0020110446283985693,0.003724811344592183,0.006720421068096157,NA,NA,NA,0.002,0.0037,0.0067,wk inc covid prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,0,1.259735892924748,1.9421814542858549,2.7269012337952914,64.21328610894786,99,139,1.26,1.94,2.73,60,100,140,wk inc covid hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,1,1.0886326065283647,1.8882319694445813,2.962317167648122,55.49153391846031,96.25,151,1.09,1.89,2.96,60,100,150,wk inc covid hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,2,0.8961515803029564,1.8146644901155717,3.236969090476425,45.68008115524658,92.5,165,0.9,1.81,3.24,50,90,170,wk inc covid hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.0029705189305317924,0.004646684135937844,0.0072411936589763274,NA,NA,NA,0.003,0.0046,0.0072,wk inc covid prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.0022817540943044392,0.003940024298189793,0.007616853647057174,NA,NA,NA,0.0023,0.0039,0.0076,wk inc covid prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.001817566783397969,0.0036686993047048613,0.008514646951594571,NA,NA,NA,0.0018,0.0037,0.0085,wk inc covid prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,0,0.12505075796215037,0.6081253743282511,1.4068564329216653,0.89,4.328095182885339,10.012751987311113,0.13,0.61,1.41,1,4,10,wk inc covid hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,1,0.09980454827667218,0.6498424219943207,1.7470768435902397,0.7103199485853863,4.625,12.434138074284531,0.1,0.65,1.75,1,5,10,wk inc covid hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,2,0.08149375237982834,0.6027727546714888,1.998275937051236,0.5800000000000001,4.29,14.221949654346721,0.08,0.6,2,1,4,10,wk inc covid hosp,hosp,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.0018220543648502334,0.003288865633345023,0.005801724046891484,NA,NA,NA,0.0018,0.0033,0.0058,wk inc covid prop ed visits,prop_ed,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.0013954150682714455,0.0029073112504880974,0.0071402307294537014,NA,NA,NA,0.0014,0.0029,0.0071,wk inc covid prop ed visits,prop_ed,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.0011275791088203012,0.002699613373026006,0.009057444253374104,NA,NA,NA,0.0011,0.0027,0.0091,wk inc covid prop ed visits,prop_ed,2026-10-10,2026-09-26,2026-09-23,"October 10, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Arizona,0,0.5577572813340619,1.092520871869422,1.632037351804939,41.352381406456765,81,121,0.56,1.09,1.63,40,80,120,wk inc covid hosp,hosp,2026-09-26,2026-09-26,2026-09-23,"September 26, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
Arizona,1,0.4572402167453506,1.0115933998790945,1.752787883970507,33.9,75,129.95250000000001,0.46,1.01,1.75,30,80,130,wk inc covid hosp,hosp,2026-10-03,2026-09-26,2026-09-23,"October 03, 2026","September 23, 2026","September 26, 2026",CovidHub-ensemble
