location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-03-22,2025-03-22,CEPH-Rtrend_covid,5440,6130,6856,7775,8789,9772,10870,5400,6100,6900,7800,8800,9800,10900,1.6118858662255977,1.8163346249931829,2.031450275522555,2.3037523179970627,2.6042031026207315,2.8954685082273053,3.2208087069618103,1.61,1.82,2.03,2.3,2.6,2.9,3.22,CEPH Lab at Indiana University,2025-03-19,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-22,2025-03-29,CEPH-Rtrend_covid,3686,4519,5499,6823,8400,10050,11979,3700,4500,5500,6800,8400,10100,12000,1.0921711953874178,1.3389912186532127,1.629367716612971,2.0216722914075835,2.4889414110836436,2.9778406168322165,3.549408233734639,1.09,1.34,1.63,2.02,2.49,2.98,3.55,CEPH Lab at Indiana University,2025-03-19,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-03-22,2025-04-05,CEPH-Rtrend_covid,2471,3279,4307,5779,7651,9680,12141,2500,3300,4300,5800,7700,9700,12100,0.7321635984271052,0.9715760579694367,1.2761750782782444,1.7123324303157592,2.2670108019286856,2.868208673724961,3.597409246662681,0.73,0.97,1.28,1.71,2.27,2.87,3.6,CEPH Lab at Indiana University,2025-03-19,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-22,2025-03-22,CFA_Pyrenew-Pyrenew_HE_COVID,7079.95,7424.799999999999,7769.75,8181.5,8615.5,9024.1,9618.175,7100,7400,7800,8200,8600,9000,9600,2.0978072313573386,2.19998716535879,2.3021967296151358,2.424199304140575,2.552794610379897,2.67386383187618,2.849889768636836,2.1,2.2,2.3,2.42,2.55,2.67,2.85,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-22,2025-03-29,CFA_Pyrenew-Pyrenew_HE_COVID,5016.675,5836,6501.5,7383,8379.25,9466.6,11211.2,5000,5800,6500,7400,8400,9500,11200,1.486453589696195,1.7292216756052552,1.9264110219238464,2.1876017188131596,2.482793133193169,2.804977709781479,3.3219071366596364,1.49,1.73,1.93,2.19,2.48,2.8,3.32,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-22,2025-03-22,CFA_Pyrenew-Pyrenew_H_COVID,5098.95,5758.8,6481.75,7297.5,8250.25,9150.500000000002,10655.025,5100,5800,6500,7300,8300,9200,10700,1.5108318819101125,1.706347118827201,1.9205590465823104,2.1622678508789153,2.444570104380099,2.71131647406201,3.1571110665037496,1.51,1.71,1.92,2.16,2.44,2.71,3.16,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-19,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-03-22,2025-03-29,CFA_Pyrenew-Pyrenew_H_COVID,2968.95,4020.7,5158.5,6365,8123.25,10032.300000000001,14370.949999999995,3000,4000,5200,6400,8100,10000,14400,0.8797074526710457,1.1913436585171435,1.5284766986994018,1.885965723993737,2.4069396806649057,2.972596061716005,4.258149115668152,0.88,1.19,1.53,1.89,2.41,2.97,4.26,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-03-19,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-03-22,2025-03-22,CMU-TimeSeries,4645.495487604383,5871.001700761826,6825.875164596627,7818.189653313347,9434.088456034686,11404.325984786163,14506.804134667023,4600,5900,6800,7800,9400,11400,14500,1.3764721540596134,1.739592768758168,2.0225242100061815,2.316549522361579,2.7953444564346293,3.37913085821804,4.298403042053831,1.38,1.74,2.02,2.32,2.8,3.38,4.3,Carnegie Mellon Delphi Group,2025-03-19,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-03-22,2025-03-29,CMU-TimeSeries,3770.64715826446,5160.964647639437,6253.272937501186,7500.513614254537,9842.058570607403,12766.888708427934,17871.495725477398,3800,5200,6300,7500,9800,12800,17900,1.1172523641415804,1.5292069800772023,1.852860710589924,2.222421302251758,2.916227041273269,3.7828616663217214,5.295369736802979,1.12,1.53,1.85,2.22,2.92,3.78,5.3,Carnegie Mellon Delphi Group,2025-03-19,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-03-22,2025-04-05,CMU-TimeSeries,3210.945712621481,4592.728354359952,5868.988814764223,7325.95171549328,10409.867525397722,14265.752749292998,21598.12175501865,3200,4600,5900,7300,10400,14300,21600,0.9514113991529863,1.3608371179791094,1.7389963455063555,2.170698166701248,3.0844702818877625,4.226978902142343,6.399578528296721,0.95,1.36,1.74,2.17,3.08,4.23,6.4,Carnegie Mellon Delphi Group,2025-03-19,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-03-22,2025-03-22,CMU-climate_baseline,5645.3086138741655,7032.211091338202,8857.089782787505,12444.893592164632,17067.212085276966,21476.210802244466,25575.84917334045,5600,7000,8900,12400,17100,21500,25600,1.6727193318355493,2.0836620710373044,2.62437827881734,3.687453692627147,5.057058444142032,6.363456002246206,7.578189301328146,1.67,2.08,2.62,3.69,5.06,6.36,7.58,Carnegie Mellon Delphi Group,2025-03-19,climatological baseline
