location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-06-13,2026-06-13,CEPH-Rtrend_covid,540,639,748,894,1062,1233,1433,540,640,750,890,1100,1200,1400,0.16000337642680568,0.18933732877172002,0.22163430660601968,0.26489447875104494,0.3146733069727178,0.3653410428412063,0.4246015526289121,0.16,0.19,0.22,0.26,0.31,0.37,0.42,TRUE,FALSE,CEPH Lab at Indiana University,2026-06-10,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-06-13,2026-06-20,CEPH-Rtrend_covid,337,453,600,821,1118,1461,1907,340,450,600,820,1100,1500,1900,0.09985395899228428,0.13422505466915363,0.17778152936311742,0.24326439267853234,0.33126624971327545,0.4328980239991909,0.5650489608257748,0.1,0.13,0.18,0.24,0.33,0.43,0.57,TRUE,FALSE,CEPH Lab at Indiana University,2026-06-10,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-06-13,2026-06-27,CEPH-Rtrend_covid,210,318,474,742,1149,1678,2430,210,320,470,740,1100,1700,2400,0.06222353527709109,0.09422421056245223,0.14044740819686274,0.21985649131238855,0.3404516287303698,0.49719567711885165,0.7200151939206254,0.06,0.09,0.14,0.22,0.34,0.5,0.72,TRUE,FALSE,CEPH Lab at Indiana University,2026-06-10,Rtrend COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-13,CFA_Pyrenew-Pyrenew_E_COVID,8.064909550854685e-4,8.421134045341187e-4,8.766209766958678e-4,9.146140058232462e-4,9.630510423511452e-4,0.0010074397578526738,0.0010603867058795737,8.1e-4,8.4e-4,8.8e-4,9.1e-4,9.6e-4,0.001,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-20,CFA_Pyrenew-Pyrenew_E_COVID,6.254085587503793e-4,7.023242734928587e-4,7.755550733113017e-4,8.76681109924182e-4,9.998934103477369e-4,0.0011407282272822851,0.0013778949704774874,6.3e-4,7e-4,7.8e-4,8.8e-4,0.001,0.0011,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-06-13,2026-06-13,CFA_Pyrenew-Pyrenew_HE_COVID,639.975,722,800,890,990,1088,1206.0249999999999,640,720,800,890,990,1100,1200,0.1896262237569351,0.21393044033361794,0.23704203915082322,0.2637092685552908,0.2933395234491437,0.32237717324511955,0.35734828158358944,0.19,0.21,0.24,0.26,0.29,0.32,0.36,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-06-13,2026-06-20,CFA_Pyrenew-Pyrenew_HE_COVID,530.9749999999999,626.9000000000001,711,834,975,1141,1308.0499999999997,530,630,710,830,980,1100,1300,0.15732924592263542,0.18575206792956386,0.21067111229529412,0.24711632581473322,0.2888949852150658,0.33808120833886157,0.3875785491390428,0.16,0.19,0.21,0.25,0.29,0.34,0.39,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-13,CFA_Pyrenew-Pyrenew_HE_COVID,7.984922986932686e-4,8.347138845710929e-4,8.659711294858295e-4,9.032362788401846e-4,9.433617612600746e-4,9.807866191857261e-4,0.0010276210676244857,8e-4,8.3e-4,8.7e-4,9e-4,9.4e-4,9.8e-4,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-20,CFA_Pyrenew-Pyrenew_HE_COVID,6.088943013459842e-4,6.91224089730034e-4,7.52518515652692e-4,8.363491313783323e-4,9.2904687036121e-4,0.001036839974486729,0.0011874586211272,6.1e-4,6.9e-4,7.5e-4,8.4e-4,0.00093000000000000005,0.001,0.0012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-06-13,2026-06-13,CFA_Pyrenew-Pyrenew_H_COVID,538,606.9000000000001,675,762,848,940.1000000000001,1063.0499999999997,540,610,680,760,850,940,1100,0.1594107713289286,0.17982601695079328,0.2000042205335071,0.22578254229115913,0.2512645614998726,0.2785540262571112,0.3149844246491032,0.16,0.18,0.2,0.23,0.25,0.28,0.31,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-06-10,Pyrenew_Hospital_Admissions_COVID
