location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.19842623600386788,0.35164000914375476,0.6180492141014181,662.4454412425016,1173.9492,2063.3555954617536,0.2,0.35,0.62,660,1200,2100,wk inc covid hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
United States,1,0.15943669424589538,0.3409222228382013,0.7369676847324971,532.2789636946455,1138.1679,2460.3645814486317,0.16,0.34,0.74,530,1100,2500,wk inc covid hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
United States,2,0.14623574523914573,0.3714221132619538,0.8228043345634156,488.2076318702312,1239.9917,2746.93,0.15,0.37,0.82,490,1200,2700,wk inc covid hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,5.791760871996504e-4,0.00106459928770495,0.00184603198361056,NA,NA,NA,5.8e-4,0.0011,0.0018,wk inc covid prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,4.742186010235023e-4,0.00104433306742829,0.00214369223122528,NA,NA,NA,4.7e-4,0.001,0.0021,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,4.4688291144383025e-4,0.00110907788007182,0.00251741857127482,NA,NA,NA,4.5e-4,0.0011,0.0025,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
Alabama,0,0.3568513197319162,0.6670118125830209,1.1443830117845946,18.19,34,58.333333333333336,0.36,0.67,1.14,20,30,60,wk inc covid hosp,hosp,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
Alabama,1,0.2770027299454938,0.6277758236075491,1.2577783327011216,14.119829125176924,32,64.11350219755721,0.28,0.63,1.26,10,30,60,wk inc covid hosp,hosp,2026-06-06,2026-05-30,2026-05-27,"June 06, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
Alabama,2,0.2064990220642291,0.6359255219973378,1.3779964409100516,10.526000616083408,32.415419547338715,70.24145316033702,0.21,0.64,1.38,10,30,70,wk inc covid hosp,hosp,2026-06-13,2026-05-30,2026-05-27,"June 13, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,6.633676854128271e-4,0.00124976199798551,0.00222376252408578,NA,NA,NA,6.6e-4,0.0012,0.0022,wk inc covid prop ed visits,prop_ed,2026-05-30,2026-05-30,2026-05-27,"May 30, 2026","May 27, 2026","May 30, 2026",CovidHub-ensemble
