location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CEPH-Rtrend_rsv,961,1504,1896,2362,3398,960,1500,1900,2400,3400,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CEPH-Rtrend_rsv,679,1196,1606,2130,3381,680,1200,1600,2100,3400,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,CEPH-Rtrend_rsv,461,932,1329,1862,3164,460,930,1300,1900,3200,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_E_RSV,8.842069358894868e-4,9.657151593941496e-4,0.0010106115068709964,0.0010543967338747448,0.00115511661720134,8.8e-4,9.7e-4,0.001,0.0011,0.0012,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_E_RSV,5.612950803329011e-4,6.949681125992698e-4,7.790057512232895e-4,8.701611934638339e-4,0.0011001013101514785,5.6e-4,6.9e-4,7.8e-4,8.7e-4,0.0011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,8.802457215506953e-4,9.571698462078748e-4,0.0010056755531142841,0.0010524408717245042,0.0011477108967041791,8.8e-4,9.6e-4,0.001,0.0011,0.0011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,5.51883132154361e-4,6.866822503821087e-4,7.678045335673105e-4,8.678623454001286e-4,0.0010954230835362709,5.5e-4,6.9e-4,7.7e-4,8.7e-4,0.0011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,1077,1368,1538,1712,2110.0249999999996,1100,1400,1500,1700,2100,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,815.95,1053.75,1194,1364.25,1757.1249999999993,820,1100,1200,1400,1800,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_H_RSV,1201,1463,1625,1815.25,2211.0249999999996,1200,1500,1600,1800,2200,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_H_RSV,773.875,1117.75,1357.5,1685.25,2491.199999999999,770,1100,1400,1700,2500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,RSVHub-baseline,29.274999999999963,1551.5,1896,2240.5,3762.7249999999985,30,1600,1900,2200,3800,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,RSVHub-baseline,0,1273.4068040680406,1896,2523.4792772927726,4672.250954009528,0,1300,1900,2500,4700,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,RSVHub-baseline,0,1082.499932499325,1896,2727.224619746198,5141.326444514443,0,1100,1900,2700,5100,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,RSVHub-baseline,0,0.0010999999999999998,0.0013,0.0015,0.0028,0,0.0011,0.0013,0.0015,0.0028,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,RSVHub-baseline,0,8.999999999999997e-4,0.0013,0.0017000000000000006,0.003165851683516835,0,9e-4,0.0013,0.0017,0.0032,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-23,RSVHub-baseline,0,7.000000000000001e-4,0.0013,0.0019,0.0035344266192661876,0,7e-4,0.0013,0.0019,0.0035,RSVHub-hub-models,2026-05-06,RSVHub baseline model
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,UM-DeepOutbreak,0,907.4749938805714,1782.980169,2470.9821561194285,3754.220119000001,0,910,1800,2500,3800,"University of Michigan, Computer Science and Engineering",2026-05-06,DeepOutbreak
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,UM-DeepOutbreak,0,0,1701.5329885,3483.280276622451,4473.032821111666,0,0,1700,3500,4500,"University of Michigan, Computer Science and Engineering",2026-05-06,DeepOutbreak
United States,US,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,UM-DeepOutbreak,0,345.5528903548152,1969.2354235,3066.2328846451846,5476.808307500001,0,350,2000,3100,5500,"University of Michigan, Computer Science and Engineering",2026-05-06,DeepOutbreak
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,UGA_flucast-INFLAenza,742,1036,1235,1479,2100,740,1000,1200,1500,2100,UGA_flucast,2026-05-06,INFLAenza
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,UGA_flucast-INFLAenza,479,742,926,1148,1757,480,740,930,1100,1800,UGA_flucast,2026-05-06,INFLAenza
United States,US,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,UGA_flucast-INFLAenza,332,547,705,900,1453,330,550,710,900,1500,UGA_flucast,2026-05-06,INFLAenza
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,UGA_flucast-INFLAenza,4.8019454219964394e-4,8.56755974823751e-4,0.001113517761786271,0.0014248549783237457,0.002163705127391338,4.8e-4,8.6e-4,0.0011,0.0014,0.0022,UGA_flucast,2026-05-06,INFLAenza
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,UGA_flucast-INFLAenza,3.293966724145105e-4,6.919612748384751e-4,9.566185300464295e-4,0.0012703553549984312,0.0020890153997392964,3.3e-4,6.9e-4,9.6e-4,0.0013,0.0021,UGA_flucast,2026-05-06,INFLAenza
United States,US,2,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-23,UGA_flucast-INFLAenza,2.3997806289284765e-4,5.627473157416482e-4,8.19624366349416e-4,0.001139518428739792,0.002017043598801394,2.4e-4,5.6e-4,8.2e-4,0.0011,0.002,UGA_flucast,2026-05-06,INFLAenza
United States,US,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,RSVHub-ensemble,851.5,1202,1660.4900845,2037,2754.0125,850,1200,1700,2000,2800,RSVHub,2026-05-06,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,RSVHub-ensemble,579,897.875,1400,1747.125,2569.0624999999995,580,900,1400,1700,2600,RSVHub,2026-05-06,Ensemble using RSVHub forecast submissions
United States,US,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,RSVHub-ensemble,332,547,1329,1862,3164,330,550,1300,1900,3200,RSVHub,2026-05-06,Ensemble using RSVHub forecast submissions
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,RSVHub-ensemble,6.822007390445653e-4,9.112355671089503e-4,0.0010620646343286336,0.0012396258560992452,0.001659410872296339,6.8e-4,9.1e-4,0.0011,0.0012,0.0017,RSVHub,2026-05-06,Ensemble using RSVHub forecast submissions
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,RSVHub-ensemble,4.453458763737058e-4,6.934646937188725e-4,8.678121406348595e-4,0.0010702582742311325,0.0015945583549453876,4.5e-4,6.9e-4,8.7e-4,0.0011,0.0016,RSVHub,2026-05-06,Ensemble using RSVHub forecast submissions
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CEPH-Rtrend_rsv,3,5,7,9,15,3,5,7,9,20,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CEPH-Rtrend_rsv,1,3,5,7,13,1,3,5,7,10,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
Alabama,AL,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,CEPH-Rtrend_rsv,1,2,3,5,11,1,2,3,5,10,CEPH Lab at Indiana University,2026-05-06,Rtrend RSV
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_E_RSV,3.9156476415838e-4,6.025864335884197e-4,7.311634306723838e-4,8.834057238760696e-4,0.00119690756767337,3.9e-4,6e-4,7.3e-4,8.8e-4,0.0012,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_ED_Visits_RSV
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_E_RSV,2.256435180298128e-4,4.3238793395918376e-4,5.794796932640326e-4,7.55714516218041e-4,0.0012782083901865119,2.3e-4,4.3e-4,5.8e-4,7.6e-4,0.0013,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_ED_Visits_RSV
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,3.404393366320292e-4,5.322381997751554e-4,6.526842467408679e-4,7.831772775916766e-4,0.0010925823357997744,3.4e-4,5.3e-4,6.5e-4,7.8e-4,0.0011,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,1.8415777053053313e-4,3.689585554528292e-4,4.923680542576885e-4,6.408434093283517e-4,0.0010341122939714266,1.8e-4,3.7e-4,4.9e-4,6.4e-4,0.001,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,5,9,12,15,21,5,9,10,20,20,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_HE_RSV,3,7,9,12,19,3,7,9,10,20,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_ED_Visits_RSV
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,CFA_Pyrenew-Pyrenew_H_RSV,2,5,8,11,18,2,5,8,10,20,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_RSV
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,CFA_Pyrenew-Pyrenew_H_RSV,1,4,6,8,17,1,4,6,8,20,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-06,Pyrenew_Hospital_Admissions_RSV
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,Google_SAI-RSVEns,3.5,7.5,9.5,14,35.5,4,8,10,10,40,Google Science AI,2026-05-06,RSVEnsemble
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,Google_SAI-RSVEns,3,7,9,13.5,38,3,7,9,10,40,Google Science AI,2026-05-06,RSVEnsemble
Alabama,AL,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,Google_SAI-RSVEns,2.5,6,6.5,8,14,3,6,7,8,10,Google Science AI,2026-05-06,RSVEnsemble
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,RSVHub-baseline,0,5,10,15,37.52499999999996,0,5,10,20,40,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,RSVHub-baseline,0,2.245319953199532,10,19.301345513455132,50.25306453064532,0,2,10,20,50,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,RSVHub-baseline,0,0,10,22.17352173521734,57.684236342363455,0,0,10,20,60,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,RSVHub-baseline,0,9.999999999999998e-4,0.0012,0.0014,0.0033349999999999942,0,0.001,0.0012,0.0014,0.0033,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,1,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-16,RSVHub-baseline,0,7.000000000000003e-4,0.0012,0.0016999999999999997,0.004008576485764853,0,7e-4,0.0012,0.0017,0.004,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,2,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-23,RSVHub-baseline,0,5e-4,0.0012,0.001930855308553088,0.004450053375533753,0,5e-4,0.0012,0.0019,0.0045,RSVHub-hub-models,2026-05-06,RSVHub baseline model
Alabama,AL,0,wk inc rsv hosp,hosp,2026-05-09,2026-05-09,UGA_flucast-INFLAenza,2,5,8,12,23,2,5,8,10,20,UGA_flucast,2026-05-06,INFLAenza
Alabama,AL,1,wk inc rsv hosp,hosp,2026-05-09,2026-05-16,UGA_flucast-INFLAenza,1,4,6,10,20,1,4,6,10,20,UGA_flucast,2026-05-06,INFLAenza
Alabama,AL,2,wk inc rsv hosp,hosp,2026-05-09,2026-05-23,UGA_flucast-INFLAenza,0,3,5,8,18,0,3,5,8,20,UGA_flucast,2026-05-06,INFLAenza
Alabama,AL,0,wk inc rsv prop ed visits,prop_ed,2026-05-09,2026-05-09,UGA_flucast-INFLAenza,3.501609516343692e-4,6.784792706732782e-4,9.005631944952264e-4,0.0011585978026311785,0.001794749462555126,3.5e-4,6.8e-4,9e-4,0.0012,0.0018,UGA_flucast,2026-05-06,INFLAenza
