location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2024-12-28,2024-12-28,CEPH-Rtrend_covid,7480,8357,9318,10510,11847,13145,14604,7500,8400,9300,10500,11800,13100,14600,2.216343066060197,2.476200401479287,2.7609471510092134,3.11413978934394,3.510296297274753,3.894897005796964,4.327202424698277,2.22,2.48,2.76,3.11,3.51,3.89,4.33,CEPH Lab at Indiana University,2024-12-25,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2024-12-28,2025-01-04,CEPH-Rtrend_covid,6222,7541,9130,11298,13945,16758,20144,6200,7500,9100,11300,13900,16800,20100,1.8435944594955276,2.2344175215454474,2.70524227180877,3.3476261979075006,4.131939044947788,4.965438115111869,5.968718545817729,1.84,2.23,2.71,3.35,4.13,4.97,5.97,CEPH Lab at Indiana University,2024-12-25,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2024-12-28,2025-01-11,CEPH-Rtrend_covid,5189,6766,8853,11921,16038,20720,26809,5200,6800,8900,11900,16000,20700,26800,1.5375139264420268,2.0047830461180873,2.6231664657527975,3.5322226858962043,4.752100279876129,6.139388814006321,7.9435750344930245,1.54,2,2.62,3.53,4.75,6.14,7.94,CEPH Lab at Indiana University,2024-12-25,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2024-12-28,2024-12-28,CMU-TimeSeries,5200.916637660602,6952.617110231012,8577.366213724226,10329.959050467303,13841.542713794504,17951.177523264756,21810.613989523845,5200,7000,8600,10300,13800,18000,21800,1.5410448565556403,2.0600781715550784,2.5414954723057077,3.060793197084089,4.101284387338835,5.318979656591377,6.462540519010254,1.54,2.06,2.54,3.06,4.1,5.32,6.46,Carnegie Mellon Delphi Group,2024-12-25,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2024-12-28,2025-01-04,CMU-TimeSeries,5178.31191923395,6866.051738604851,8616.302188341342,11148.835596226683,16967.32481380624,22848.036655916927,27704.21391504108,5200,6900,8600,11100,17000,22800,27700,1.5343470208677856,2.0344286312924362,2.553032300830165,3.303428404858571,5.027461590998741,6.76993149938913,8.208829199364935,1.53,2.03,2.55,3.3,5.03,6.77,8.21,Carnegie Mellon Delphi Group,2024-12-25,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2024-12-28,2025-01-11,CMU-TimeSeries,5362.263009255278,6786.201409952582,8631.22707175984,11545.076347130667,20047.159225541018,27759.444661476307,32600.808084262728,5400,6800,8600,11500,20000,27800,32600,1.5888521977211258,2.0107687753791894,2.5574545818296763,3.4208355493447384,5.940024377504351,8.225194210313472,9.659702532822848,1.59,2.01,2.56,3.42,5.94,8.23,9.66,Carnegie Mellon Delphi Group,2024-12-25,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2024-12-28,2024-12-28,CMU-climate_baseline,1529.861947928262,3231.8185998050376,9061.67070044543,27117.61699957474,37009.07060728147,44560.744671108936,51668.44301804204,1500,3200,9100,27100,37000,44600,51700,0.45330199469520716,0.9575960888291806,2.684996126183566,8.03501903811278,10.965881954783494,13.20346222864855,15.309491365930999,0.45,0.96,2.68,8.04,10.97,13.2,15.31,Carnegie Mellon Delphi Group,2024-12-25,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2024-12-28,2025-01-04,CMU-climate_baseline,1537.5974811544622,2990.379824329393,6385.559509275427,26208.93991319838,37461.49122977142,45300.42673257897,51952.9031318591,1500,3000,6400,26200,37500,45300,52000,0.455594052907529,0.8860571642431498,1.8920575589969715,7.7657757012574296,11.099935338419622,13.422631908866228,15.393777622726338,0.46,0.89,1.89,7.77,11.1,13.42,15.39,Carnegie Mellon Delphi Group,2024-12-25,climatological baseline
United States,US,2,wk inc covid hosp,hosp,2024-12-28,2025-01-11,CMU-climate_baseline,1563.1657024829813,2697.1465281293385,5204.298854919687,20463.531090503096,37239.57692258936,45828.89220627812,52562.977293490694,1600,2700,5200,20500,37200,45800,52600,0.4631699820589936,0.7991713911454269,1.542047016150571,6.063396422398903,11.03418156355565,13.579217575749293,15.574544151859316,0.46,0.8,1.54,6.06,11.03,13.58,15.57,Carnegie Mellon Delphi Group,2024-12-25,climatological baseline
United States,US,0,wk inc covid hosp,hosp,2024-12-28,2024-12-28,CovidHub-baseline,8038.475,8126.799999999999,8808.25,9120,9431.75,10113.2,10201.525,8000,8100,8800,9100,9400,10100,10200,2.381820632078642,2.4079915547136372,2.609906926687798,2.7022792463193843,2.794651565950971,2.996566937925132,3.022737860560127,2.38,2.41,2.61,2.7,2.79,3,3.02,CovidHub-hub-models,2024-12-25,CovidHub baseline model
