location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-04-11,2026-04-11,CEPH-Rtrend_rsv,1266,1859,2265,2733,3737,1300,1900,2300,2700,3700,CEPH Lab at Indiana University,2026-04-08,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-04-11,2026-04-18,CEPH-Rtrend_rsv,781,1275,1645,2098,3155,780,1300,1600,2100,3200,CEPH Lab at Indiana University,2026-04-08,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-04-11,2026-04-25,CEPH-Rtrend_rsv,465,858,1181,1593,2627,470,860,1200,1600,2600,CEPH Lab at Indiana University,2026-04-08,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-04-11,2026-04-11,CFA_Pyrenew-Pyrenew_E_RSV,0.002721566439536321,0.0029562272618631636,0.0030845488305523195,0.003221585879053669,0.0034893237521731665,0.0027,0.003,0.0031,0.0032,0.0035,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-04-11,2026-04-18,CFA_Pyrenew-Pyrenew_E_RSV,0.0020059228757659054,0.002474098689196074,0.0027696346882152174,0.003111032467302583,0.0038733315307496814,0.002,0.0025,0.0028,0.0031,0.0039,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-04-11,2026-04-11,CFA_Pyrenew-Pyrenew_HE_RSV,0.00266888861223558,0.00290559308868877,0.00303263935816371,0.00315689580104794,0.00342526291581034,0.0027,0.0029,0.003,0.0032,0.0034,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-04-11,2026-04-18,CFA_Pyrenew-Pyrenew_HE_RSV,0.00193477472145331,0.00238330995225198,0.00266424546780154,0.00300129676176341,0.00379301011755014,0.0019,0.0024,0.0027,0.003,0.0038,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-04-11,2026-04-11,CFA_Pyrenew-Pyrenew_HE_RSV,2658.9,3434.75,3862.5,4346.25,5462.2249999999985,2700,3400,3900,4300,5500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-04-11,2026-04-18,CFA_Pyrenew-Pyrenew_HE_RSV,2230.6,2967.25,3449,3969.75,5428.124999999999,2200,3000,3400,4000,5400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-04-11,2026-04-11,CFA_Pyrenew-Pyrenew_H_RSV,1431.95,1735,1916.5,2101.25,2507.0499999999993,1400,1700,1900,2100,2500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-08,Pyrenew_Hospital_Admissions_RSV
