week_ending_date,location,location_name,target,target_data_type,count_value,rate_value
2025-09-27,10,Delaware,wk inc rsv hosp,hosp,1,0.1
2025-09-27,12,Florida,wk inc rsv hosp,hosp,154,0.68
2025-09-27,13,Georgia,wk inc rsv hosp,hosp,23,0.21
2025-09-27,15,Hawaii,wk inc rsv hosp,hosp,3,0.22
2025-09-27,19,Iowa,wk inc rsv hosp,hosp,1,0.03
2025-09-27,16,Idaho,wk inc rsv hosp,hosp,0,0
2025-09-27,17,Illinois,wk inc rsv hosp,hosp,6,0.05
2025-09-27,18,Indiana,wk inc rsv hosp,hosp,2,0.03
2025-09-27,20,Kansas,wk inc rsv hosp,hosp,0,0
2025-09-27,21,Kentucky,wk inc rsv hosp,hosp,5,0.11
2025-09-27,22,Louisiana,wk inc rsv hosp,hosp,5,0.11
2025-09-27,25,Massachusetts,wk inc rsv hosp,hosp,9,0.13
2025-09-27,24,Maryland,wk inc rsv hosp,hosp,8,0.13
2025-09-27,23,Maine,wk inc rsv hosp,hosp,0,0
2025-09-27,26,Michigan,wk inc rsv hosp,hosp,2,0.02
2025-09-27,27,Minnesota,wk inc rsv hosp,hosp,3,0.05
2025-09-27,29,Missouri,wk inc rsv hosp,hosp,1,0.02
2025-09-27,28,Mississippi,wk inc rsv hosp,hosp,1,0.03
2025-09-27,30,Montana,wk inc rsv hosp,hosp,0,0
2025-09-27,37,North Carolina,wk inc rsv hosp,hosp,4,0.04
2025-09-27,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-09-27,31,Nebraska,wk inc rsv hosp,hosp,0,0
2025-09-27,33,New Hampshire,wk inc rsv hosp,hosp,0,0
2025-09-27,34,New Jersey,wk inc rsv hosp,hosp,14,0.15
2025-09-27,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-09-27,32,Nevada,wk inc rsv hosp,hosp,0,0
2025-09-27,36,New York,wk inc rsv hosp,hosp,45,0.23
2025-09-27,39,Ohio,wk inc rsv hosp,hosp,4,0.03
2025-09-27,40,Oklahoma,wk inc rsv hosp,hosp,1,0.02
2025-09-27,41,Oregon,wk inc rsv hosp,hosp,1,0.02
2025-09-27,42,Pennsylvania,wk inc rsv hosp,hosp,35,0.27
2025-09-27,72,Puerto Rico,wk inc rsv hosp,hosp,13,0.4
2025-09-27,44,Rhode Island,wk inc rsv hosp,hosp,2,0.18
2025-09-27,45,South Carolina,wk inc rsv hosp,hosp,8,0.15
2025-09-27,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-09-27,47,Tennessee,wk inc rsv hosp,hosp,4,0.06
2025-09-27,48,Texas,wk inc rsv hosp,hosp,33,0.11
2025-09-27,US,United States,wk inc rsv hosp,hosp,450,0.13
2025-09-27,49,Utah,wk inc rsv hosp,hosp,0,0
2025-09-27,51,Virginia,wk inc rsv hosp,hosp,16,0.19
2025-09-27,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-09-27,53,Washington,wk inc rsv hosp,hosp,4,0.05
2025-09-27,55,Wisconsin,wk inc rsv hosp,hosp,8,0.14
2025-09-27,54,West Virginia,wk inc rsv hosp,hosp,1,0.06
2025-09-27,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-10-04,02,Alaska,wk inc rsv hosp,hosp,1,0.14
2025-10-04,01,Alabama,wk inc rsv hosp,hosp,15,0.29
2025-10-04,05,Arkansas,wk inc rsv hosp,hosp,6,0.2
2025-10-04,04,Arizona,wk inc rsv hosp,hosp,13,0.18
2025-10-04,06,California,wk inc rsv hosp,hosp,18,0.05
2025-10-04,08,Colorado,wk inc rsv hosp,hosp,2,0.03
2025-10-04,09,Connecticut,wk inc rsv hosp,hosp,2,0.06
2025-10-04,11,District of Columbia,wk inc rsv hosp,hosp,0,0
2025-10-04,10,Delaware,wk inc rsv hosp,hosp,2,0.19
2025-10-04,12,Florida,wk inc rsv hosp,hosp,180,0.8
2025-10-04,13,Georgia,wk inc rsv hosp,hosp,26,0.24
2025-10-04,15,Hawaii,wk inc rsv hosp,hosp,5,0.36
2025-10-04,19,Iowa,wk inc rsv hosp,hosp,1,0.03
2025-10-04,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-10-04,17,Illinois,wk inc rsv hosp,hosp,6,0.05
2025-10-04,18,Indiana,wk inc rsv hosp,hosp,4,0.06
2025-10-04,20,Kansas,wk inc rsv hosp,hosp,1,0.03
2025-10-04,21,Kentucky,wk inc rsv hosp,hosp,4,0.09
2025-10-04,22,Louisiana,wk inc rsv hosp,hosp,8,0.18
2025-10-04,25,Massachusetts,wk inc rsv hosp,hosp,24,0.34
2025-10-04,24,Maryland,wk inc rsv hosp,hosp,5,0.08
2025-10-04,23,Maine,wk inc rsv hosp,hosp,1,0.07
2025-10-04,26,Michigan,wk inc rsv hosp,hosp,2,0.02
2025-10-04,27,Minnesota,wk inc rsv hosp,hosp,2,0.03
2025-10-04,29,Missouri,wk inc rsv hosp,hosp,1,0.02
2025-10-04,28,Mississippi,wk inc rsv hosp,hosp,3,0.1
2025-10-04,30,Montana,wk inc rsv hosp,hosp,1,0.09
2025-10-04,37,North Carolina,wk inc rsv hosp,hosp,8,0.07
2025-10-04,38,North Dakota,wk inc rsv hosp,hosp,1,0.13
2025-10-04,31,Nebraska,wk inc rsv hosp,hosp,2,0.1
2025-10-04,33,New Hampshire,wk inc rsv hosp,hosp,1,0.07
2025-10-04,34,New Jersey,wk inc rsv hosp,hosp,19,0.2
2025-10-04,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-10-04,32,Nevada,wk inc rsv hosp,hosp,1,0.03
2025-10-04,36,New York,wk inc rsv hosp,hosp,30,0.15
2025-10-04,39,Ohio,wk inc rsv hosp,hosp,4,0.03
2025-10-04,40,Oklahoma,wk inc rsv hosp,hosp,2,0.05
2025-10-04,41,Oregon,wk inc rsv hosp,hosp,1,0.02
2025-10-04,42,Pennsylvania,wk inc rsv hosp,hosp,51,0.39
2025-10-04,72,Puerto Rico,wk inc rsv hosp,hosp,16,0.49
2025-10-04,44,Rhode Island,wk inc rsv hosp,hosp,1,0.09
2025-10-04,45,South Carolina,wk inc rsv hosp,hosp,12,0.22
2025-10-04,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-10-04,47,Tennessee,wk inc rsv hosp,hosp,4,0.06
2025-10-04,48,Texas,wk inc rsv hosp,hosp,42,0.14
2025-10-04,US,United States,wk inc rsv hosp,hosp,546,0.16
2025-10-04,49,Utah,wk inc rsv hosp,hosp,0,0
2025-10-04,51,Virginia,wk inc rsv hosp,hosp,10,0.12
2025-10-04,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-10-04,53,Washington,wk inc rsv hosp,hosp,0,0
2025-10-04,55,Wisconsin,wk inc rsv hosp,hosp,5,0.08
2025-10-04,54,West Virginia,wk inc rsv hosp,hosp,1,0.06
2025-10-04,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-10-11,02,Alaska,wk inc rsv hosp,hosp,0,0
2025-10-11,01,Alabama,wk inc rsv hosp,hosp,20,0.39
2025-10-11,05,Arkansas,wk inc rsv hosp,hosp,8,0.26
2025-10-11,04,Arizona,wk inc rsv hosp,hosp,2,0.03
2025-10-11,06,California,wk inc rsv hosp,hosp,21,0.05
2025-10-11,08,Colorado,wk inc rsv hosp,hosp,1,0.02
2025-10-11,09,Connecticut,wk inc rsv hosp,hosp,0,0
2025-10-11,11,District of Columbia,wk inc rsv hosp,hosp,1,0.15
2025-10-11,10,Delaware,wk inc rsv hosp,hosp,1,0.1
2025-10-11,12,Florida,wk inc rsv hosp,hosp,215,0.95
2025-10-11,13,Georgia,wk inc rsv hosp,hosp,30,0.27
2025-10-11,15,Hawaii,wk inc rsv hosp,hosp,6,0.43
2025-10-11,19,Iowa,wk inc rsv hosp,hosp,0,0
2025-10-11,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-10-11,17,Illinois,wk inc rsv hosp,hosp,4,0.03
2025-10-11,18,Indiana,wk inc rsv hosp,hosp,5,0.07
2025-10-11,20,Kansas,wk inc rsv hosp,hosp,1,0.03
2025-10-11,21,Kentucky,wk inc rsv hosp,hosp,1,0.02
2025-10-11,22,Louisiana,wk inc rsv hosp,hosp,10,0.22
2025-10-11,25,Massachusetts,wk inc rsv hosp,hosp,16,0.23
2025-10-11,24,Maryland,wk inc rsv hosp,hosp,6,0.1
2025-10-11,23,Maine,wk inc rsv hosp,hosp,1,0.07
2025-10-11,26,Michigan,wk inc rsv hosp,hosp,4,0.04
2025-10-11,27,Minnesota,wk inc rsv hosp,hosp,6,0.1
2025-10-11,29,Missouri,wk inc rsv hosp,hosp,9,0.15
2025-10-11,28,Mississippi,wk inc rsv hosp,hosp,4,0.14
2025-10-11,30,Montana,wk inc rsv hosp,hosp,0,0
2025-10-11,37,North Carolina,wk inc rsv hosp,hosp,9,0.08
2025-10-11,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-10-11,31,Nebraska,wk inc rsv hosp,hosp,1,0.05
2025-10-11,33,New Hampshire,wk inc rsv hosp,hosp,0,0
2025-10-11,34,New Jersey,wk inc rsv hosp,hosp,13,0.14
2025-10-11,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-10-11,32,Nevada,wk inc rsv hosp,hosp,1,0.03
2025-10-11,36,New York,wk inc rsv hosp,hosp,47,0.24
2025-10-11,39,Ohio,wk inc rsv hosp,hosp,8,0.07
2025-10-11,40,Oklahoma,wk inc rsv hosp,hosp,2,0.05
2025-10-11,41,Oregon,wk inc rsv hosp,hosp,1,0.02
2025-10-11,42,Pennsylvania,wk inc rsv hosp,hosp,41,0.32
2025-10-11,72,Puerto Rico,wk inc rsv hosp,hosp,28,0.85
2025-10-11,44,Rhode Island,wk inc rsv hosp,hosp,4,0.37
2025-10-11,45,South Carolina,wk inc rsv hosp,hosp,11,0.21
2025-10-11,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-10-11,47,Tennessee,wk inc rsv hosp,hosp,3,0.04
2025-10-11,48,Texas,wk inc rsv hosp,hosp,45,0.15
2025-10-11,US,United States,wk inc rsv hosp,hosp,613,0.18
2025-10-11,49,Utah,wk inc rsv hosp,hosp,1,0.03
2025-10-11,51,Virginia,wk inc rsv hosp,hosp,11,0.13
2025-10-11,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-10-11,53,Washington,wk inc rsv hosp,hosp,2,0.03
2025-10-11,55,Wisconsin,wk inc rsv hosp,hosp,5,0.08
2025-10-11,54,West Virginia,wk inc rsv hosp,hosp,0,0
2025-10-11,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-10-18,02,Alaska,wk inc rsv hosp,hosp,1,0.14
2025-10-18,01,Alabama,wk inc rsv hosp,hosp,21,0.41
2025-10-18,05,Arkansas,wk inc rsv hosp,hosp,6,0.2
2025-10-18,04,Arizona,wk inc rsv hosp,hosp,3,0.04
2025-10-18,06,California,wk inc rsv hosp,hosp,26,0.07
2025-10-18,08,Colorado,wk inc rsv hosp,hosp,2,0.03
2025-10-18,09,Connecticut,wk inc rsv hosp,hosp,0,0
2025-10-18,11,District of Columbia,wk inc rsv hosp,hosp,1,0.15
2025-10-18,10,Delaware,wk inc rsv hosp,hosp,3,0.29
2025-10-18,12,Florida,wk inc rsv hosp,hosp,249,1.1
2025-10-18,13,Georgia,wk inc rsv hosp,hosp,39,0.36
2025-10-18,15,Hawaii,wk inc rsv hosp,hosp,3,0.22
2025-10-18,19,Iowa,wk inc rsv hosp,hosp,1,0.03
2025-10-18,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-10-18,17,Illinois,wk inc rsv hosp,hosp,12,0.1
2025-10-18,18,Indiana,wk inc rsv hosp,hosp,5,0.07
2025-10-18,20,Kansas,wk inc rsv hosp,hosp,0,0
2025-10-18,21,Kentucky,wk inc rsv hosp,hosp,4,0.09
2025-10-18,22,Louisiana,wk inc rsv hosp,hosp,10,0.22
2025-10-18,25,Massachusetts,wk inc rsv hosp,hosp,12,0.17
2025-10-18,24,Maryland,wk inc rsv hosp,hosp,8,0.13
2025-10-18,23,Maine,wk inc rsv hosp,hosp,0,0
2025-10-18,26,Michigan,wk inc rsv hosp,hosp,6,0.06
2025-10-18,27,Minnesota,wk inc rsv hosp,hosp,9,0.16
2025-10-18,29,Missouri,wk inc rsv hosp,hosp,2,0.03
2025-10-18,28,Mississippi,wk inc rsv hosp,hosp,0,0
2025-10-18,30,Montana,wk inc rsv hosp,hosp,2,0.18
2025-10-18,37,North Carolina,wk inc rsv hosp,hosp,4,0.04
2025-10-18,38,North Dakota,wk inc rsv hosp,hosp,1,0.13
2025-10-18,31,Nebraska,wk inc rsv hosp,hosp,0,0
2025-10-18,33,New Hampshire,wk inc rsv hosp,hosp,1,0.07
2025-10-18,34,New Jersey,wk inc rsv hosp,hosp,15,0.16
2025-10-18,35,New Mexico,wk inc rsv hosp,hosp,1,0.05
2025-10-18,32,Nevada,wk inc rsv hosp,hosp,2,0.06
2025-10-18,36,New York,wk inc rsv hosp,hosp,37,0.19
2025-10-18,39,Ohio,wk inc rsv hosp,hosp,11,0.09
2025-10-18,40,Oklahoma,wk inc rsv hosp,hosp,1,0.02
2025-10-18,41,Oregon,wk inc rsv hosp,hosp,4,0.09
2025-10-18,42,Pennsylvania,wk inc rsv hosp,hosp,48,0.37
2025-10-18,72,Puerto Rico,wk inc rsv hosp,hosp,31,0.94
2025-10-18,44,Rhode Island,wk inc rsv hosp,hosp,3,0.27
2025-10-18,45,South Carolina,wk inc rsv hosp,hosp,14,0.26
2025-10-18,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-10-18,47,Tennessee,wk inc rsv hosp,hosp,4,0.06
2025-10-18,48,Texas,wk inc rsv hosp,hosp,84,0.28
2025-10-18,US,United States,wk inc rsv hosp,hosp,734,0.22
2025-10-18,49,Utah,wk inc rsv hosp,hosp,0,0
2025-10-18,51,Virginia,wk inc rsv hosp,hosp,25,0.29
2025-10-18,50,Vermont,wk inc rsv hosp,hosp,1,0.15
2025-10-18,53,Washington,wk inc rsv hosp,hosp,7,0.09
2025-10-18,55,Wisconsin,wk inc rsv hosp,hosp,9,0.15
2025-10-18,54,West Virginia,wk inc rsv hosp,hosp,3,0.17
2025-10-18,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-10-25,02,Alaska,wk inc rsv hosp,hosp,0,0
2025-10-25,01,Alabama,wk inc rsv hosp,hosp,19,0.37
2025-10-25,05,Arkansas,wk inc rsv hosp,hosp,13,0.42
2025-10-25,04,Arizona,wk inc rsv hosp,hosp,2,0.03
2025-10-25,06,California,wk inc rsv hosp,hosp,22,0.06
2025-10-25,08,Colorado,wk inc rsv hosp,hosp,2,0.03
2025-10-25,09,Connecticut,wk inc rsv hosp,hosp,2,0.06
2025-10-25,11,District of Columbia,wk inc rsv hosp,hosp,0,0
2025-10-25,10,Delaware,wk inc rsv hosp,hosp,4,0.39
2025-10-25,12,Florida,wk inc rsv hosp,hosp,277,1.23
2025-10-25,13,Georgia,wk inc rsv hosp,hosp,48,0.44
2025-10-25,15,Hawaii,wk inc rsv hosp,hosp,7,0.5
2025-10-25,19,Iowa,wk inc rsv hosp,hosp,4,0.12
2025-10-25,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-10-25,17,Illinois,wk inc rsv hosp,hosp,7,0.06
2025-10-25,18,Indiana,wk inc rsv hosp,hosp,6,0.09
2025-10-25,20,Kansas,wk inc rsv hosp,hosp,1,0.03
2025-10-25,21,Kentucky,wk inc rsv hosp,hosp,4,0.09
2025-10-25,22,Louisiana,wk inc rsv hosp,hosp,18,0.39
2025-10-25,25,Massachusetts,wk inc rsv hosp,hosp,22,0.31
2025-10-25,24,Maryland,wk inc rsv hosp,hosp,7,0.11
2025-10-25,23,Maine,wk inc rsv hosp,hosp,0,0
2025-10-25,26,Michigan,wk inc rsv hosp,hosp,7,0.07
2025-10-25,27,Minnesota,wk inc rsv hosp,hosp,10,0.17
2025-10-25,29,Missouri,wk inc rsv hosp,hosp,4,0.06
2025-10-25,28,Mississippi,wk inc rsv hosp,hosp,0,0
2025-10-25,30,Montana,wk inc rsv hosp,hosp,0,0
2025-10-25,37,North Carolina,wk inc rsv hosp,hosp,16,0.15
2025-10-25,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-10-25,31,Nebraska,wk inc rsv hosp,hosp,2,0.1
2025-10-25,33,New Hampshire,wk inc rsv hosp,hosp,0,0
2025-10-25,34,New Jersey,wk inc rsv hosp,hosp,22,0.24
2025-10-25,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-10-25,32,Nevada,wk inc rsv hosp,hosp,4,0.13
2025-10-25,36,New York,wk inc rsv hosp,hosp,48,0.25
2025-10-25,39,Ohio,wk inc rsv hosp,hosp,8,0.07
2025-10-25,40,Oklahoma,wk inc rsv hosp,hosp,1,0.02
2025-10-25,41,Oregon,wk inc rsv hosp,hosp,0,0
2025-10-25,42,Pennsylvania,wk inc rsv hosp,hosp,55,0.42
2025-10-25,72,Puerto Rico,wk inc rsv hosp,hosp,30,0.91
2025-10-25,44,Rhode Island,wk inc rsv hosp,hosp,5,0.46
2025-10-25,45,South Carolina,wk inc rsv hosp,hosp,25,0.47
2025-10-25,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-10-25,47,Tennessee,wk inc rsv hosp,hosp,6,0.08
2025-10-25,48,Texas,wk inc rsv hosp,hosp,91,0.3
2025-10-25,US,United States,wk inc rsv hosp,hosp,836,0.25
2025-10-25,49,Utah,wk inc rsv hosp,hosp,1,0.03
2025-10-25,51,Virginia,wk inc rsv hosp,hosp,20,0.23
2025-10-25,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-10-25,53,Washington,wk inc rsv hosp,hosp,5,0.06
2025-10-25,55,Wisconsin,wk inc rsv hosp,hosp,2,0.03
2025-10-25,54,West Virginia,wk inc rsv hosp,hosp,3,0.17
2025-10-25,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-11-01,02,Alaska,wk inc rsv hosp,hosp,3,0.42
2025-11-01,01,Alabama,wk inc rsv hosp,hosp,24,0.47
2025-11-01,05,Arkansas,wk inc rsv hosp,hosp,6,0.2
2025-11-01,04,Arizona,wk inc rsv hosp,hosp,1,0.01
2025-11-01,06,California,wk inc rsv hosp,hosp,43,0.11
2025-11-01,08,Colorado,wk inc rsv hosp,hosp,1,0.02
2025-11-01,09,Connecticut,wk inc rsv hosp,hosp,5,0.14
2025-11-01,11,District of Columbia,wk inc rsv hosp,hosp,0,0
2025-11-01,10,Delaware,wk inc rsv hosp,hosp,4,0.39
2025-11-01,12,Florida,wk inc rsv hosp,hosp,349,1.55
2025-11-01,13,Georgia,wk inc rsv hosp,hosp,50,0.46
2025-11-01,15,Hawaii,wk inc rsv hosp,hosp,7,0.5
2025-11-01,19,Iowa,wk inc rsv hosp,hosp,3,0.09
2025-11-01,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-11-01,17,Illinois,wk inc rsv hosp,hosp,14,0.11
2025-11-01,18,Indiana,wk inc rsv hosp,hosp,7,0.1
2025-11-01,20,Kansas,wk inc rsv hosp,hosp,8,0.27
2025-11-01,21,Kentucky,wk inc rsv hosp,hosp,5,0.11
2025-11-01,22,Louisiana,wk inc rsv hosp,hosp,15,0.33
2025-11-01,25,Massachusetts,wk inc rsv hosp,hosp,32,0.46
2025-11-01,24,Maryland,wk inc rsv hosp,hosp,14,0.23
2025-11-01,23,Maine,wk inc rsv hosp,hosp,0,0
2025-11-01,26,Michigan,wk inc rsv hosp,hosp,14,0.14
2025-11-01,27,Minnesota,wk inc rsv hosp,hosp,13,0.23
2025-11-01,29,Missouri,wk inc rsv hosp,hosp,3,0.05
2025-11-01,28,Mississippi,wk inc rsv hosp,hosp,2,0.07
2025-11-01,30,Montana,wk inc rsv hosp,hosp,0,0
2025-11-01,37,North Carolina,wk inc rsv hosp,hosp,24,0.22
2025-11-01,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-11-01,31,Nebraska,wk inc rsv hosp,hosp,1,0.05
2025-11-01,33,New Hampshire,wk inc rsv hosp,hosp,2,0.14
2025-11-01,34,New Jersey,wk inc rsv hosp,hosp,32,0.34
2025-11-01,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-11-01,32,Nevada,wk inc rsv hosp,hosp,2,0.06
2025-11-01,36,New York,wk inc rsv hosp,hosp,57,0.29
2025-11-01,39,Ohio,wk inc rsv hosp,hosp,13,0.11
2025-11-01,40,Oklahoma,wk inc rsv hosp,hosp,0,0
2025-11-01,41,Oregon,wk inc rsv hosp,hosp,0,0
2025-11-01,42,Pennsylvania,wk inc rsv hosp,hosp,48,0.37
2025-11-01,72,Puerto Rico,wk inc rsv hosp,hosp,40,1.22
2025-11-01,44,Rhode Island,wk inc rsv hosp,hosp,5,0.46
2025-11-01,45,South Carolina,wk inc rsv hosp,hosp,28,0.52
2025-11-01,46,South Dakota,wk inc rsv hosp,hosp,0,0
2025-11-01,47,Tennessee,wk inc rsv hosp,hosp,11,0.15
2025-11-01,48,Texas,wk inc rsv hosp,hosp,113,0.37
2025-11-01,US,United States,wk inc rsv hosp,hosp,1044,0.31
2025-11-01,49,Utah,wk inc rsv hosp,hosp,0,0
2025-11-01,51,Virginia,wk inc rsv hosp,hosp,30,0.35
2025-11-01,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-11-01,53,Washington,wk inc rsv hosp,hosp,4,0.05
2025-11-01,55,Wisconsin,wk inc rsv hosp,hosp,7,0.12
2025-11-01,54,West Virginia,wk inc rsv hosp,hosp,1,0.06
2025-11-01,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-11-08,02,Alaska,wk inc rsv hosp,hosp,3,0.42
2025-11-08,01,Alabama,wk inc rsv hosp,hosp,37,0.73
2025-11-08,05,Arkansas,wk inc rsv hosp,hosp,21,0.69
2025-11-08,04,Arizona,wk inc rsv hosp,hosp,6,0.08
2025-11-08,06,California,wk inc rsv hosp,hosp,38,0.1
2025-11-08,08,Colorado,wk inc rsv hosp,hosp,3,0.05
2025-11-08,09,Connecticut,wk inc rsv hosp,hosp,4,0.11
2025-11-08,11,District of Columbia,wk inc rsv hosp,hosp,1,0.15
2025-11-08,10,Delaware,wk inc rsv hosp,hosp,4,0.39
2025-11-08,12,Florida,wk inc rsv hosp,hosp,321,1.42
2025-11-08,13,Georgia,wk inc rsv hosp,hosp,78,0.71
2025-11-08,15,Hawaii,wk inc rsv hosp,hosp,2,0.14
2025-11-08,19,Iowa,wk inc rsv hosp,hosp,2,0.06
2025-11-08,16,Idaho,wk inc rsv hosp,hosp,2,0.1
2025-11-08,17,Illinois,wk inc rsv hosp,hosp,16,0.13
2025-11-08,18,Indiana,wk inc rsv hosp,hosp,17,0.25
2025-11-08,20,Kansas,wk inc rsv hosp,hosp,3,0.1
2025-11-08,21,Kentucky,wk inc rsv hosp,hosp,12,0.27
2025-11-08,22,Louisiana,wk inc rsv hosp,hosp,24,0.53
2025-11-08,25,Massachusetts,wk inc rsv hosp,hosp,23,0.33
2025-11-08,24,Maryland,wk inc rsv hosp,hosp,16,0.26
2025-11-08,23,Maine,wk inc rsv hosp,hosp,1,0.07
2025-11-08,26,Michigan,wk inc rsv hosp,hosp,10,0.1
2025-11-08,27,Minnesota,wk inc rsv hosp,hosp,10,0.17
2025-11-08,29,Missouri,wk inc rsv hosp,hosp,4,0.06
2025-11-08,28,Mississippi,wk inc rsv hosp,hosp,1,0.03
2025-11-08,30,Montana,wk inc rsv hosp,hosp,0,0
2025-11-08,37,North Carolina,wk inc rsv hosp,hosp,36,0.34
2025-11-08,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-11-08,31,Nebraska,wk inc rsv hosp,hosp,2,0.1
2025-11-08,33,New Hampshire,wk inc rsv hosp,hosp,1,0.07
2025-11-08,34,New Jersey,wk inc rsv hosp,hosp,42,0.45
2025-11-08,35,New Mexico,wk inc rsv hosp,hosp,0,0
2025-11-08,32,Nevada,wk inc rsv hosp,hosp,3,0.09
2025-11-08,36,New York,wk inc rsv hosp,hosp,66,0.34
2025-11-08,39,Ohio,wk inc rsv hosp,hosp,27,0.23
2025-11-08,40,Oklahoma,wk inc rsv hosp,hosp,1,0.02
2025-11-08,41,Oregon,wk inc rsv hosp,hosp,2,0.05
2025-11-08,42,Pennsylvania,wk inc rsv hosp,hosp,39,0.3
2025-11-08,72,Puerto Rico,wk inc rsv hosp,hosp,81,2.47
2025-11-08,44,Rhode Island,wk inc rsv hosp,hosp,5,0.46
2025-11-08,45,South Carolina,wk inc rsv hosp,hosp,41,0.77
2025-11-08,46,South Dakota,wk inc rsv hosp,hosp,1,0.11
2025-11-08,47,Tennessee,wk inc rsv hosp,hosp,14,0.2
2025-11-08,48,Texas,wk inc rsv hosp,hosp,185,0.61
2025-11-08,US,United States,wk inc rsv hosp,hosp,1260,0.37
2025-11-08,49,Utah,wk inc rsv hosp,hosp,0,0
2025-11-08,51,Virginia,wk inc rsv hosp,hosp,30,0.35
2025-11-08,50,Vermont,wk inc rsv hosp,hosp,0,0
2025-11-08,53,Washington,wk inc rsv hosp,hosp,10,0.13
2025-11-08,55,Wisconsin,wk inc rsv hosp,hosp,6,0.1
2025-11-08,54,West Virginia,wk inc rsv hosp,hosp,5,0.28
2025-11-08,56,Wyoming,wk inc rsv hosp,hosp,0,0
2025-11-15,02,Alaska,wk inc rsv hosp,hosp,3,0.42
2025-11-15,01,Alabama,wk inc rsv hosp,hosp,40,0.78
2025-11-15,05,Arkansas,wk inc rsv hosp,hosp,29,0.95
2025-11-15,04,Arizona,wk inc rsv hosp,hosp,4,0.05
2025-11-15,06,California,wk inc rsv hosp,hosp,71,0.18
2025-11-15,08,Colorado,wk inc rsv hosp,hosp,6,0.1
2025-11-15,09,Connecticut,wk inc rsv hosp,hosp,4,0.11
2025-11-15,11,District of Columbia,wk inc rsv hosp,hosp,2,0.3
2025-11-15,10,Delaware,wk inc rsv hosp,hosp,12,1.17
2025-11-15,12,Florida,wk inc rsv hosp,hosp,329,1.46
2025-11-15,13,Georgia,wk inc rsv hosp,hosp,105,0.96
2025-11-15,15,Hawaii,wk inc rsv hosp,hosp,9,0.65
2025-11-15,19,Iowa,wk inc rsv hosp,hosp,1,0.03
2025-11-15,16,Idaho,wk inc rsv hosp,hosp,1,0.05
2025-11-15,17,Illinois,wk inc rsv hosp,hosp,19,0.15
2025-11-15,18,Indiana,wk inc rsv hosp,hosp,14,0.2
2025-11-15,20,Kansas,wk inc rsv hosp,hosp,4,0.14
2025-11-15,21,Kentucky,wk inc rsv hosp,hosp,14,0.31
2025-11-15,22,Louisiana,wk inc rsv hosp,hosp,32,0.7
2025-11-15,25,Massachusetts,wk inc rsv hosp,hosp,20,0.29
2025-11-15,24,Maryland,wk inc rsv hosp,hosp,27,0.44
2025-11-15,23,Maine,wk inc rsv hosp,hosp,0,0
2025-11-15,26,Michigan,wk inc rsv hosp,hosp,9,0.09
2025-11-15,27,Minnesota,wk inc rsv hosp,hosp,18,0.31
2025-11-15,29,Missouri,wk inc rsv hosp,hosp,9,0.15
2025-11-15,28,Mississippi,wk inc rsv hosp,hosp,6,0.2
2025-11-15,30,Montana,wk inc rsv hosp,hosp,0,0
2025-11-15,37,North Carolina,wk inc rsv hosp,hosp,30,0.28
2025-11-15,38,North Dakota,wk inc rsv hosp,hosp,0,0
2025-11-15,31,Nebraska,wk inc rsv hosp,hosp,6,0.3
2025-11-15,33,New Hampshire,wk inc rsv hosp,hosp,5,0.36
2025-11-15,34,New Jersey,wk inc rsv hosp,hosp,46,0.5
2025-11-15,35,New Mexico,wk inc rsv hosp,hosp,2,0.1
2025-11-15,32,Nevada,wk inc rsv hosp,hosp,2,0.06
2025-11-15,36,New York,wk inc rsv hosp,hosp,106,0.54
