location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,NA,NA,NA,0.0034619118645163598,0.00458896647456883,0.00691799368795701,NA,NA,NA,0.0035,0.0046,0.0069,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00239792876988234,0.00412395103822753,0.00700157449876833,NA,NA,NA,0.0024,0.0041,0.007,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00232210717428924,0.00405440734987139,0.00761835159711975,NA,NA,NA,0.0023,0.0041,0.0076,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
United States,0,1.1445969500996331,1.5413618010351176,2.0899844446179623,3821.233758820043,5145.832118597169,6977.4073,1.14,1.54,2.09,3800,5100,7000,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
United States,1,0.8908199666506239,1.497080764398056,2.360373225888903,2974,4998,7880.0995,0.89,1.5,2.36,3000,5000,7900,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
United States,2,0.7697619985387438,1.4734394893456328,2.6830779408295844,2569.8483075784807,4919.073668487405,8957.448300164451,0.77,1.47,2.68,2600,4900,9000,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00277278054193145,0.00426535642155506,0.00613617539900051,NA,NA,NA,0.0028,0.0043,0.0061,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00218567540061951,0.00350545317798182,0.00660471353795235,NA,NA,NA,0.0022,0.0035,0.0066,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.001924797638967,0.00338743056146847,0.00664103803102737,NA,NA,NA,0.0019,0.0034,0.0066,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,0,1.2616209642597414,1.978599534239176,2.7269012337952914,64.309375,100.8563610044894,139,1.26,1.98,2.73,60,100,140,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,1,1.0076698118889362,1.8529347538853935,2.837375065254354,51.364568,94.45077350000004,144.63125,1.01,1.85,2.84,50,90,140,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alabama,2,0.8222483849976489,1.746001509408496,3.1388791180377456,41.912968500000005,89,160,0.82,1.75,3.14,40,90,160,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.00240674349272142,0.0040048212112073,0.00621519903556891,NA,NA,NA,0.0024,0.004,0.0062,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.00202939065381533,0.00361243603245265,0.00793284786772545,NA,NA,NA,0.002,0.0036,0.0079,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.00184494088810841,0.00365349733298913,0.00754690383731599,NA,NA,NA,0.0018,0.0037,0.0075,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,0,0.4039561001586318,1.1101419135080743,2.134381090077292,2.875,7.90100211404745,15.190624999999995,0.4,1.11,2.13,3,8,20,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,1,0.3688294827535334,1.131077080444169,2.3094048961955096,2.625,8.05,16.436288680762022,0.37,1.13,2.31,3,8,20,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Alaska,2,0.29270412428640274,1.166206465826719,2.927792128326797,2.0832074499999997,8.3000197,20.837418634435927,0.29,1.17,2.93,2,8,20,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,0.00160861182531606,0.0025144990809511,0.00421703654724897,NA,NA,NA,0.0016,0.0025,0.0042,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,0.00134175550994731,0.00234050637740573,0.00443272874931562,NA,NA,NA,0.0013,0.0023,0.0044,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,2,NA,NA,NA,0.00128847552546496,0.0023642051983304,0.00481809039213197,NA,NA,NA,0.0013,0.0024,0.0048,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,0,0.49905274394035326,0.9576417518855426,1.5682433046679234,37,71,116.27028,0.5,0.96,1.57,40,70,120,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,1,0.3838452603126151,0.9038392195030892,1.849698531678924,28.45846416839703,67.0110555,137.1375,0.38,0.9,1.85,30,70,140,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arizona,2,0.32113679794019917,0.9087480708913864,2.038626859971825,23.80922992221342,67.375,151.1447331666667,0.32,0.91,2.04,20,70,150,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,0,NA,NA,NA,0.00445152622847569,0.00750942854193319,0.01273676421099196,NA,NA,NA,0.0045,0.0075,0.013,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,1,NA,NA,NA,0.00353251829920492,0.00801631787974714,0.01600351990703671,NA,NA,NA,0.0035,0.008,0.016,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,2,NA,NA,NA,0.00402708765941655,0.0077460836490442,0.01398708516780937,NA,NA,NA,0.004,0.0077,0.014,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,0,0.8184334994791083,1.3010615016171518,2.2193385326778015,25.076606,39.86421215478914,68,0.82,1.3,2.22,30,40,70,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,1,0.652746627258177,1.2669812035081214,2.689489375895895,20,38.82,82.405309,0.65,1.27,2.69,20,40,80,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Arkansas,2,0.4441653430854413,1.3218410279980592,2.822999341529571,13.609119512455582,40.500891856013816,86.49602230462409,0.44,1.32,2.82,10,40,90,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,0,NA,NA,NA,7.952010448579173e-4,0.00135402650161671,0.00248534132203898,NA,NA,NA,8e-4,0.0014,0.0025,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,1,NA,NA,NA,6.733388575341733e-4,0.00126162418801871,0.00274111172677079,NA,NA,NA,6.7e-4,0.0013,0.0027,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,2,NA,NA,NA,5.893487282443009e-4,0.00131933021621099,0.00308889685222892,NA,NA,NA,5.9e-4,0.0013,0.0031,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,0,0.3640960356038293,0.5754422202833734,0.9025308493215344,141.371875,223.43375835089137,350.4363298060196,0.36,0.58,0.9,140,220,350,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,1,0.31314180448045537,0.587341620285744,1.068193004408642,121.58727289317342,228.0540791597138,414.7599345449856,0.31,0.59,1.07,120,230,410,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
California,2,0.25755066867010734,0.6245463507782478,1.207885519649477,100.00224494895294,242.5,469,0.26,0.62,1.21,100,240,470,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,0,NA,NA,NA,0.00285788570606262,0.00420663069747417,0.00624847783008029,NA,NA,NA,0.0029,0.0042,0.0062,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,1,NA,NA,NA,0.00223695776197605,0.00391974841732371,0.00683857129766988,NA,NA,NA,0.0022,0.0039,0.0068,wk inc covid prop ed visits,prop_ed,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,2,NA,NA,NA,0.00211195851966275,0.00367522295959613,0.00687152898637548,NA,NA,NA,0.0021,0.0037,0.0069,wk inc covid prop ed visits,prop_ed,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,0,0.788449912130669,1.28351756373991,1.840831585895477,46.07162775201644,75,107.565625,0.79,1.28,1.84,50,80,110,wk inc covid hosp,hosp,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,1,0.6160884305951568,1.1786969627011508,1.9906822614621111,36,68.875,116.321875,0.62,1.18,1.99,40,70,120,wk inc covid hosp,hosp,2026-03-14,2026-03-07,2026-03-04,"March 14, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Colorado,2,0.49427085316452113,1.1299317650688243,2.377354945879192,28.881812789007498,66.02549491666669,138.91638570289962,0.49,1.13,2.38,30,70,140,wk inc covid hosp,hosp,2026-03-21,2026-03-07,2026-03-04,"March 21, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
Connecticut,0,NA,NA,NA,0.00378999481882756,0.00551310646113567,0.00831427507099773,NA,NA,NA,0.0038,0.0055,0.0083,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-03-07,2026-03-04,"March 07, 2026","March 04, 2026","March 07, 2026",CovidHub-ensemble
