location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-04-04,2026-04-04,CEPH-Rtrend_rsv,2072,2947,3532,4209,5640,2100,2900,3500,4200,5600,CEPH Lab at Indiana University,2026-04-01,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-04-04,2026-04-11,CEPH-Rtrend_rsv,1355,2117,2676,3352,4910,1400,2100,2700,3400,4900,CEPH Lab at Indiana University,2026-04-01,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-04-04,2026-04-18,CEPH-Rtrend_rsv,847,1487,1985,2629,4174,850,1500,2000,2600,4200,CEPH Lab at Indiana University,2026-04-01,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_E_RSV,0.0033205518380351982,0.0035898274199685962,0.0037546391438845785,0.003909905044630573,0.0042298452099447355,0.0033,0.0036,0.0038,0.0039,0.0042,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-04-04,2026-04-11,CFA_Pyrenew-Pyrenew_E_RSV,0.002510598673570048,0.003076091587132959,0.0034213635197300526,0.003855595549546391,0.004840414444558084,0.0025,0.0031,0.0034,0.0039,0.0048,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_HE_RSV,0.003250576128991406,0.0035259417745271866,0.003668078026316216,0.0038404662024738288,0.004167717071473266,0.0033,0.0035,0.0037,0.0038,0.0042,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_HE_RSV,3221.95,4091,4593,5162.5,6439.199999999999,3200,4100,4600,5200,6400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-04-04,2026-04-11,CFA_Pyrenew-Pyrenew_HE_RSV,0.0023435926977948256,0.002963081673656295,0.0032924606166309543,0.003675065879365976,0.004651027478770624,0.0023,0.003,0.0033,0.0037,0.0047,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-04-04,2026-04-11,CFA_Pyrenew-Pyrenew_HE_RSV,2674.95,3605,4151.5,4821.25,6646.174999999998,2700,3600,4200,4800,6600,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_H_RSV,1613.875,1935,2167,2447,3208.0249999999996,1600,1900,2200,2400,3200,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_RSV
