location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,1.3289924121668586,1.839539608620434,2.5872793592604557,4436.8375,6141.29790625,8637.625,1.33,1.84,2.59,4400,6100,8600,wk inc rsv hosp,hosp,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
United States,1,1.0667605250888272,1.6203469002643238,2.4490060683710495,3561.3770687500005,5409.523654375,8176,1.07,1.62,2.45,3600,5400,8200,wk inc rsv hosp,hosp,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
United States,2,0.7227802890141075,1.32125315161261,1.9976053657004071,2413,4411,6669,0.72,1.32,2,2400,4400,6700,wk inc rsv hosp,hosp,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
United States,0,NA,NA,NA,0.0037840753104196496,0.0051642205630371,0.007116344901250862,NA,NA,NA,0.0038,0.0052,0.0071,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
United States,1,NA,NA,NA,0.0030115412363513738,0.004824157313031787,0.007963219478611606,NA,NA,NA,0.003,0.0048,0.008,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
Alabama,0,0.5002588594372657,0.8779052533261819,1.4124956031169855,25.5,44.75,72,0.5,0.88,1.41,30,40,70,wk inc rsv hosp,hosp,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
Alabama,1,0.3724966703358856,0.7601972863997665,1.535108068665335,18.9875,38.75,78.25,0.37,0.76,1.54,20,40,80,wk inc rsv hosp,hosp,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
Alabama,2,0.215797939365095,0.5885398346320773,1.2751696417028342,11,30,65,0.22,0.59,1.28,10,30,70,wk inc rsv hosp,hosp,2026-03-28,2026-03-14,2026-03-11,"March 28, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
Alabama,0,NA,NA,NA,0.0017238739164363447,0.0027964911236013313,0.0043563518574007585,NA,NA,NA,0.0017,0.0028,0.0044,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-14,2026-03-11,"March 14, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
Alabama,1,NA,NA,NA,0.0012621866399273548,0.002558796577666397,0.00485853759919231,NA,NA,NA,0.0013,0.0026,0.0049,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-14,2026-03-11,"March 21, 2026","March 11, 2026","March 14, 2026",RSVHub-ensemble
