location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-03-14,2026-03-14,CEPH-Rtrend_rsv,4394,5634,6448,7344,9163,4400,5600,6400,7300,9200,CEPH Lab at Indiana University,2026-03-11,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-14,2026-03-21,CEPH-Rtrend_rsv,3322,4564,5427,6415,8532,3300,4600,5400,6400,8500,CEPH Lab at Indiana University,2026-03-11,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-03-14,2026-03-28,CEPH-Rtrend_rsv,2413,3572,4411,5397,7580,2400,3600,4400,5400,7600,CEPH Lab at Indiana University,2026-03-11,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-14,CFA_Pyrenew-Pyrenew_E_RSV,0.004940827581706221,0.0053328790744753005,0.005570088616675413,0.005824178106759135,0.0063046039583342095,0.0049,0.0053,0.0056,0.0058,0.0063,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-21,CFA_Pyrenew-Pyrenew_E_RSV,0.004057650299425352,0.00498759330476525,0.005573650215858111,0.006229775550641923,0.007876277959563692,0.0041,0.005,0.0056,0.0062,0.0079,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-14,CFA_Pyrenew-Pyrenew_HE_RSV,0.004914121749744547,0.005345612070874759,0.005580761606891669,0.005833969322151368,0.006348121942690051,0.0049,0.0053,0.0056,0.0058,0.0063,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-14,2026-03-21,CFA_Pyrenew-Pyrenew_HE_RSV,0.004018840440146633,0.004952281525704352,0.005526939828675852,0.006223127201980603,0.008012847179292938,0.004,0.005,0.0055,0.0062,0.008,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-14,2026-03-14,CFA_Pyrenew-Pyrenew_HE_RSV,4479.675,5629.75,6268.5,7030,8694.249999999998,4500,5600,6300,7000,8700,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-14,2026-03-21,CFA_Pyrenew-Pyrenew_HE_RSV,4056.825,5379,6258,7272.5,10124.324999999997,4100,5400,6300,7300,10100,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-14,2026-03-14,CFA_Pyrenew-Pyrenew_H_RSV,4918.75,5611,5995,6376.25,7249.449999999998,4900,5600,6000,6400,7200,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-11,Pyrenew_Hospital_Admissions_RSV
