location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-09-27,2025-09-27,CEPH-Rtrend_covid,7550,8946,9822,10780,12680,7600,8900,9800,10800,12700,2.261496552862209,2.679648763166268,2.9420422704917377,3.228997727133062,3.7981160649394456,2.28,2.67,2.94,3.23,3.8,CEPH Lab at Indiana University,2025-09-24,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-09-27,2025-10-04,CEPH-Rtrend_covid,6364,8596,10161,11969,15899,6400,8600,10200,12000,15900,1.9062468956841192,2.5748111746229867,3.0435849633950873,3.5851459922129516,4.762322343570366,1.92,2.58,3.06,3.59,4.76,CEPH Lab at Indiana University,2025-09-24,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-09-27,2025-10-11,CEPH-Rtrend_covid,5376,8195,10342,12978,19099,5400,8200,10300,13000,19100,1.6103053600247996,2.4546972517491135,3.0978009734703273,3.887377783184868,5.7208374388232235,1.62,2.46,3.09,3.89,5.72,CEPH Lab at Indiana University,2025-09-24,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-27,2025-09-27,CFA-EpiAutoGP,7840.3907,8823.9561,9371.528,10024.453,11412.472,7800,8800,9400,10000,11400,2.3484790120719103,2.64309222553079,2.807109704245255,3.002684225672746,3.4184458394220507,2.34,2.64,2.82,3,3.41,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-24,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2025-09-27,2025-10-04,CFA-EpiAutoGP,6592.438,8047.4662,8958.7962,10030.211,12393.14,6600,8000,9000,10000,12400,1.974672292974548,2.4105055722616084,2.6834816853106043,3.0044089537722662,3.7121911773693723,1.98,2.4,2.7,3,3.71,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-24,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2025-09-27,2025-10-11,CFA-EpiAutoGP,5393.0462,7294.0005,8537.2585,10040.015,13562.621,5400,7300,8500,10000,13600,1.615411310030018,2.1848154950099645,2.557215982601801,3.0073456043953475,4.062492799904186,1.62,2.19,2.55,3,4.07,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-24,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-27,2025-09-27,CFA_Pyrenew-Pyrenew_E_COVID,0.00645255390526411,0.00679497600157165,0.00694363096834273,0.00712694764327126,0.00751643794713684,0.0065,0.0068,0.0069,0.0071,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-24,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-27,2025-10-04,CFA_Pyrenew-Pyrenew_E_COVID,0.00369348147839301,0.00456716968030413,0.00496022884863607,0.00540895885323843,0.00678249797828183,0.0037,0.0046,0.005,0.0054,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-24,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-27,2025-09-27,CFA_Pyrenew-Pyrenew_HE_COVID,7532.825000000001,8947.5,9734.5,10530.5,12602.025,7500,8900,9700,10500,12600,2.2563520226244074,2.680098067117168,2.9158328733559173,3.1542635033000654,3.7747597478918387,2.25,2.67,2.91,3.15,3.77,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-24,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-27,2025-09-27,CFA_Pyrenew-Pyrenew_HE_COVID,0.00652172037980998,0.00682112978586777,0.00698814218852422,0.00715343084176758,0.00750189748837093,0.0065,0.0068,0.007,0.0072,0.0075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-24,Pyrenew_Hospital_Admissions_ED_Visits_COVID
