location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-03-21,2026-03-21,CEPH-Rtrend_rsv,4079,5378,6229,7187,9155,4100,5400,6200,7200,9200,CEPH Lab at Indiana University,2026-03-18,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-21,2026-03-28,CEPH-Rtrend_rsv,3045,4347,5259,6331,8698,3000,4300,5300,6300,8700,CEPH Lab at Indiana University,2026-03-18,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-03-21,2026-04-04,CEPH-Rtrend_rsv,2190,3398,4303,5396,7885,2200,3400,4300,5400,7900,CEPH Lab at Indiana University,2026-03-18,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_E_RSV,0.004280851992582384,0.004652375202687804,0.004876273371408498,0.005081278776613006,0.005532686466358352,0.0043,0.0047,0.0049,0.0051,0.0055,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_E_RSV,0.0032372902508719385,0.004025162815311624,0.004515707216911245,0.005063038773609366,0.0063793407252854435,0.0032,0.004,0.0045,0.0051,0.0064,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_HE_RSV,0.004320949717977551,0.00468764381144334,0.004885956075577844,0.005103389724234132,0.005569811019281629,0.0043,0.0047,0.0049,0.0051,0.0056,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_HE_RSV,0.0032329363593413887,0.004069382174669373,0.0045411477001265,0.005086569080529028,0.006421910967294341,0.0032,0.0041,0.0045,0.0051,0.0064,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_HE_RSV,4097.9,5121,5699.5,6356.25,7733.299999999998,4100,5100,5700,6400,7700,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-03-21,2026-03-28,CFA_Pyrenew-Pyrenew_HE_RSV,3556.875,4674.75,5379,6185,8408.349999999999,3600,4700,5400,6200,8400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-03-21,2026-03-21,CFA_Pyrenew-Pyrenew_H_RSV,5223.950000000001,5918,6270,6650.25,7460.174999999999,5200,5900,6300,6700,7500,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-03-18,Pyrenew_Hospital_Admissions_RSV
