location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.10,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.90,quantile_0.975,quantile_0.025_rounded,quantile_0.10_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.90_rounded,quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CFA_Pyrenew-Pyrenew_H_COVID,1755.9499999999998,1967.9,2172,2398,2677.5,2966,3371.0249999999996,1800,2000,2200,2400,2700,3000,3400,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CFA_Pyrenew-Pyrenew_H_COVID,1377.925,1765.9,2118,2647.5,3232.25,3992.3,5058.299999999993,1400,1800,2100,2600,3200,4000,5100,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
United States,US,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CFA_Pyrenew-Pyrenew_H_COVID,977.7750000000001,1470.8,2004,2851,4081.25,5719.300000000002,8947.074999999995,980,1500,2000,2900,4100,5700,8900,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CMU-TimeSeries,599.087637208359,1706.6500870049674,2102.1472471898096,2531.977250265544,3055.7621994881797,3710.4014628263353,4997.521510374183,600,1700,2100,2500,3100,3700,5000,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CMU-TimeSeries,706.8336717261669,1459.1572618028285,2139.6673915189585,2861.7499115411715,3475.073523857227,4248.334610598706,5239.094743501715,710,1500,2100,2900,3500,4200,5200,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CMU-TimeSeries,684.4838770795268,1648.071071941981,2317.1893984312637,3256.6942150353148,3964.9871589624245,4618.694117322532,6682.068544037842,680,1600,2300,3300,4000,4600,6700,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CMU-TimeSeries,0.0022872086253071114,0.0029572233562317964,0.003411599993720925,0.00390281751992716,0.004393825589104922,0.004968794021320564,0.005767192487297787,0.0023,0.003,0.0034,0.0039,0.0044,0.005,0.0058,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CMU-TimeSeries,0.002055827324932866,0.002751031440710804,0.0033177765769711637,0.004059477009557657,0.004976534318605566,0.005897140503571904,0.00722394310146165,0.0021,0.0028,0.0033,0.0041,0.005,0.0059,0.0072,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CMU-TimeSeries,0.0019405139143995214,0.0025836178385695158,0.0032019947652090095,0.004196020306497631,0.005569775805352439,0.006879889793178203,0.008750836152878057,0.0019,0.0026,0.0032,0.0042,0.0056,0.0069,0.0088,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CovidHub-baseline,411.2,1157.7,1833.75,2207,2580.25,3256.3000000000006,4002.7999999999956,410,1200,1800,2200,2600,3300,4000,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CovidHub-baseline,0,720.9314283142832,1473.49836498365,2207,2945.7976779767796,3706.978963789637,5021.373268982696,0,720,1500,2200,2900,3700,5000,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CovidHub-baseline,0,344.1039330393297,1275.7030720307198,2207,3152.1821243212426,4124.7411694116945,5535.434038340383,0,340,1300,2200,3200,4100,5500,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CovidHub-baseline,1.0000000000000113e-4,0.0015300000000000023,0.002999999999999999,0.0037,0.004400000000000001,0.005870000000000001,0.007299999999999999,1e-4,0.0015,0.003,0.0037,0.0044,0.0059,0.0073,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CovidHub-baseline,0,6.999999999999992e-4,0.0023,0.0037,0.0051,0.006795372353723538,0.00880454579545795,0,7e-4,0.0023,0.0037,0.0051,0.0068,0.0088,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CovidHub-baseline,0,2.168404344971009e-19,0.0018184534345343447,0.0037,0.005599999999999998,0.00749128351283512,0.009859037315373168,0,2.2e-19,0.0018,0.0037,0.0056,0.0075,0.0099,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,OHT_JHU-nbxd,1878.33,2092.79,2298.27,2542.01,2802.41,3051.36,3346.27,1900,2100,2300,2500,2800,3100,3300,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
United States,US,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,OHT_JHU-nbxd,1881,2151.65,2415.31,2732.86,3077.13,3410.47,3810,1900,2200,2400,2700,3100,3400,3800,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
United States,US,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,OHT_JHU-nbxd,1860.05,2168.19,2471.99,2841.83,3246.89,3642.52,4120.5,1900,2200,2500,2800,3200,3600,4100,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
United States,US,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CovidHub-ensemble,1759.165,1973.395,2200.2086235949046,2536.993625132772,2929.0860997440896,3382.700731413168,3931.687499999999,1800,2000,2200,2500,2900,3400,3900,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CovidHub-ensemble,1593.5,1884.325,2277.488695759479,2797.304955770586,3338.5367619286135,4087.667305299353,5023.547371750858,1600,1900,2300,2800,3300,4100,5000,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
United States,US,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CovidHub-ensemble,1440.525,1908.1305359709904,2394.5896992156318,3049.2621075176576,3763.4935794812122,4656.347058661266,6401.034272018921,1400,1900,2400,3000,3800,4700,6400,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CovidHub-ensemble,0.0032873926824702453,0.0036788684721582076,0.00395697733416277,0.0042623428156748555,0.0045711838631425266,0.004919898299663513,0.005397055489804204,0.0033,0.0037,0.004,0.0043,0.0046,0.0049,0.0054,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CovidHub-ensemble,0.0033013783165353455,0.00381382114583043,0.004272590639144137,0.004827137618807828,0.005509798440614345,0.0061961695578961196,0.007151940716959288,0.0033,0.0038,0.0043,0.0048,0.0055,0.0062,0.0072,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
United States,US,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CovidHub-ensemble,0.003186079371959024,0.003907960886281812,0.0045117444031375735,0.005440911310892707,0.006603755813235784,0.00779135739688812,0.009471988486459068,0.0032,0.0039,0.0045,0.0054,0.0066,0.0078,0.0095,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CEPH-Rtrend_covid,54,59,64,71,78,84,91,50,60,60,70,80,80,90,TRUE,FALSE,CEPH Lab at Indiana University,2026-08-19,Rtrend COVID
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CEPH-Rtrend_covid,45,52,61,72,85,97,111,50,50,60,70,90,100,110,TRUE,FALSE,CEPH Lab at Indiana University,2026-08-19,Rtrend COVID
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CEPH-Rtrend_covid,36,45,55,70,87,106,128,40,50,60,70,90,110,130,TRUE,FALSE,CEPH Lab at Indiana University,2026-08-19,Rtrend COVID
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CFA_Pyrenew-Pyrenew_E_COVID,0.004823906918721435,0.0053056880087135536,0.005785211979345641,0.006294837019906359,0.006849776471178667,0.007439035489927164,0.008251051856193974,0.0048,0.0053,0.0058,0.0063,0.0068,0.0074,0.0083,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_ED_Visits_COVID
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CFA_Pyrenew-Pyrenew_E_COVID,0.004430421343921424,0.005374630334092505,0.0061607946727013675,0.007087134268717897,0.008250791087156761,0.009680839963088902,0.011743141863564076,0.0044,0.0054,0.0062,0.0071,0.0083,0.0097,0.012,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_ED_Visits_COVID
Alabama,AL,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CFA_Pyrenew-Pyrenew_E_COVID,0.004013781288663504,0.005208018381729626,0.006365351195093056,0.007915957463072748,0.009991289260669006,0.012385549987867717,0.01682320573676898,0.004,0.0052,0.0064,0.0079,0.01,0.012,0.017,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_ED_Visits_COVID
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CFA_Pyrenew-Pyrenew_HE_COVID,68,76,83,91,100,108,119.02499999999986,70,80,80,90,100,110,120,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CFA_Pyrenew-Pyrenew_HE_COVID,77,87,96,107,119,131,148,80,90,100,110,120,130,150,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CFA_Pyrenew-Pyrenew_HE_COVID,80,92,105,122,142,164,202.02499999999986,80,90,110,120,140,160,200,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CFA_Pyrenew-Pyrenew_HE_COVID,0.004715579732137562,0.005208814759339008,0.005708309165359112,0.006210865807391965,0.00677532338479767,0.0073342327596268835,0.00812147675592564,0.0047,0.0052,0.0057,0.0062,0.0068,0.0073,0.0081,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CFA_Pyrenew-Pyrenew_HE_COVID,0.0045478643715472136,0.005270442892670614,0.006064802345992413,0.007066111898445878,0.008205195006904146,0.0095842736489876,0.01185261387684199,0.0045,0.0053,0.0061,0.0071,0.0082,0.0096,0.012,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CFA_Pyrenew-Pyrenew_HE_COVID,0.003990118260727714,0.005081122565620503,0.0063264755365451,0.007880684736976623,0.009899788849657582,0.012715264375024455,0.017687198578290358,0.004,0.0051,0.0063,0.0079,0.0099,0.013,0.018,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_ED_Visits_COVID
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CFA_Pyrenew-Pyrenew_H_COVID,47,55.900000000000006,64,74,87,98,116,50,60,60,70,90,100,120,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CFA_Pyrenew-Pyrenew_H_COVID,41,54,68,83,102,124,160.02499999999986,40,50,70,80,100,120,160,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CFA_Pyrenew-Pyrenew_H_COVID,33,51,68,91,121,161.10000000000014,225.02499999999986,30,50,70,90,120,160,230,FALSE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-08-19,Pyrenew_Hospital_Admissions_COVID
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CMU-TimeSeries,16.92838218438824,52.473074995497015,58.076028553682015,64.810777378249,71.91659016560341,82.2408030920103,101.89305156051931,20,50,60,60,70,80,100,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CMU-TimeSeries,21.314700753963244,44.82016192283842,61.168837329746864,75.19871567381063,83.56581269940851,95.85702593825262,112.79725016545986,20,40,60,80,80,100,110,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CMU-TimeSeries,25.55006569193029,49.1850013812692,62.23675893196698,81.69417767872103,93.3390530273258,103.02609172949349,138.70721962181895,30,50,60,80,90,100,140,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CMU-TimeSeries,0.002505345435454672,0.003218557904794726,0.003657179149700269,0.004143713840314458,0.00464601585770541,0.00526780496799021,0.006159440040306099,0.0025,0.0032,0.0037,0.0041,0.0046,0.0053,0.0062,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CMU-TimeSeries,0.0022276323209867426,0.002968092532665965,0.003514955780373296,0.00422705391690275,0.005157933947794406,0.006184676203754823,0.007549475640838886,0.0022,0.003,0.0035,0.0042,0.0052,0.0062,0.0075,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CMU-TimeSeries,0.0020795220743134945,0.00276427707567759,0.003357784404192832,0.004338446687031084,0.005670408596780382,0.00700211266294733,0.009152577939528915,0.0021,0.0028,0.0034,0.0043,0.0057,0.007,0.0092,TRUE,FALSE,Carnegie Mellon Delphi Group,2026-08-19,AR ensemble with auxiliary data
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CovidHub-baseline,22.575,39.6,52.75,65,77.25,90.40000000000002,107.42499999999997,20,40,50,70,80,90,110,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CovidHub-baseline,3.2462417124171283,26.76653166531665,45.68706687066871,65,84.43087180871807,103.45128551285514,126.04171766717654,3,30,50,70,80,100,130,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CovidHub-baseline,0,18,40.97187471874719,65,89.11876368763689,112.31745417454175,139.64174241742393,0,20,40,70,90,110,140,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CovidHub-baseline,0,4.3000000000000015e-4,0.002999999999999999,0.004,0.005000000000000001,0.007570000000000002,0.011600000000000003,0,4.3e-4,0.003,0.004,0.005,0.0076,0.012,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CovidHub-baseline,0,0,0.001999999999999999,0.004,0.006110189601896019,0.009699999999999997,0.013741851443514433,0,0,0.002,0.004,0.0061,0.0097,0.014,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CovidHub-baseline,0,0,0.0011326798267982646,0.004,0.007032679826798266,0.010984066140661417,0.015422608101080993,0,0,0.0011,0.004,0.007,0.011,0.015,FALSE,FALSE,CovidHub-hub-models,2026-08-19,CovidHub baseline model
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,Google_SAI-Ensemble,33.830555555555556,45.77777777777778,58.888888888888886,69.11111111111111,77.44444444444444,90.12222222222222,107,30,50,60,70,80,90,110,TRUE,FALSE,Google Science AI,2026-08-19,Ensemble Model
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,Google_SAI-Ensemble,30.555555555555557,42.666666666666664,58.77777777777778,73.55555555555556,88.44444444444444,107.22222222222223,139.45,30,40,60,70,90,110,140,TRUE,FALSE,Google Science AI,2026-08-19,Ensemble Model
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,Google_SAI-Ensemble,26.22222222222222,38.666666666666664,55.44444444444444,73.33333333333333,90.33333333333333,113.44444444444444,153.88888888888889,30,40,60,70,90,110,150,TRUE,FALSE,Google Science AI,2026-08-19,Ensemble Model
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,OHT_JHU-nbxd,67.05,74.95,82.67,92.01,102.22,112.2,124.29,70,70,80,90,100,110,120,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,OHT_JHU-nbxd,67.73,77.35,86.9,98.65,111.69,124.62,140.53,70,80,90,100,110,120,140,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,OHT_JHU-nbxd,68.43,79.47,90.57,104.39,119.93,135.52,154.89,70,80,90,100,120,140,150,TRUE,FALSE,One Health Trust and Johns Hopkins University,2026-08-19,NBEATS exogenous covariate decoder
Alabama,AL,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CovidHub-ensemble,54,59,64,71,78,90.12222222222222,107,50,60,60,70,80,90,110,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CovidHub-ensemble,45,52,61.168837329746864,75.19871567381063,88.44444444444444,107.22222222222223,139.45,50,50,60,80,90,110,140,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,2,wk inc covid hosp,hosp,2026-08-22,2026-09-05,CovidHub-ensemble,36,49.1850013812692,62.23675893196698,81.69417767872103,93.3390530273258,113.44444444444444,153.88888888888889,40,50,60,80,90,110,150,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,0,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-22,CovidHub-ensemble,0.0036646261770880532,0.00426212295675414,0.004721195564522955,0.005219275430110408,0.005747896164442039,0.006353420228958687,0.0072052459482500365,0.0037,0.0043,0.0047,0.0052,0.0057,0.0064,0.0072,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,1,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-29,CovidHub-ensemble,0.0033290268324540832,0.0041713614333792354,0.004837875226537332,0.005657094092810323,0.006704362517475583,0.007932758083421863,0.009646308752201481,0.0033,0.0042,0.0048,0.0057,0.0067,0.0079,0.0096,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alabama,AL,2,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-09-05,CovidHub-ensemble,0.0030466516814884994,0.0039861477287036085,0.0048615677996429445,0.006127202075051916,0.007830848928724694,0.009693831325407524,0.012987891838148947,0.003,0.004,0.0049,0.0061,0.0078,0.0097,0.013,FALSE,TRUE,CovidHub,2026-08-19,Ensemble model using CovidHub submissions
Alaska,AK,0,wk inc covid hosp,hosp,2026-08-22,2026-08-22,CEPH-Rtrend_covid,4,5,5,6,6,7,8,4,5,5,6,6,7,8,TRUE,FALSE,CEPH Lab at Indiana University,2026-08-19,Rtrend COVID
Alaska,AK,1,wk inc covid hosp,hosp,2026-08-22,2026-08-29,CEPH-Rtrend_covid,4,5,6,7,9,10,12,4,5,6,7,9,10,10,TRUE,FALSE,CEPH Lab at Indiana University,2026-08-19,Rtrend COVID
