location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.17942204439264414,0.3144384110835697,0.5695362706341836,599,1049.7517675524828,1901.395267592115,0.18,0.31,0.57,600,1000,1900,wk inc covid hosp,hosp,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
United States,1,0.1272952976890884,0.30804663416255856,0.7141051588106812,424.975,1028.4128379429917,2384.038101759221,0.13,0.31,0.71,420,1000,2400,wk inc covid hosp,hosp,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
United States,2,0.11210544395277504,0.36883554604877006,0.8366837907916628,374.2637152253142,1231.3564524977116,2793.2665263107037,0.11,0.37,0.84,370,1200,2800,wk inc covid hosp,hosp,2026-06-20,2026-06-06,2026-06-03,"June 20, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,6.525322854666992e-4,9.694056377388512e-4,0.00144286466134975,NA,NA,NA,6.5e-4,9.7e-4,0.0014,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,4.5059661514147145e-4,8.690272751313991e-4,0.00160626908202513,NA,NA,NA,4.5e-4,8.7e-4,0.0016,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alabama,0,0.29358401041689125,0.6260854060400398,1.1067288862461635,14.965036849226552,31.913833314176635,56.413966623246296,0.29,0.63,1.11,10,30,60,wk inc covid hosp,hosp,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alabama,1,0.22134071826578505,0.6069952283388956,1.3210987172706556,11.28253545,30.940738041207815,67.34117078565467,0.22,0.61,1.32,10,30,70,wk inc covid hosp,hosp,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alabama,2,0.14375630405179815,0.6219808484899939,1.4366911296518594,7.327777777777778,31.704609198398035,73.23333333333332,0.14,0.62,1.44,7,30,70,wk inc covid hosp,hosp,2026-06-20,2026-06-06,2026-06-03,"June 20, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,8.020858130825946e-4,0.00141801343208777,0.00234638689200272,NA,NA,NA,8e-4,0.0014,0.0023,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,5.709172753718066e-4,0.00135150247493638,0.00305576326070859,NA,NA,NA,5.7e-4,0.0014,0.0031,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alaska,0,0,0.09825095548075184,0.4227459778116274,0,0.6992628577616137,3.0087296261429115,0,0.1,0.42,0,1,3,wk inc covid hosp,hosp,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alaska,1,0,0.06495887178035317,0.45149944991717145,0,0.46231943593666935,3.21337125,0,0.06,0.45,0,0,3,wk inc covid hosp,hosp,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alaska,2,0,0.10630290068440514,0.5620258784815747,0,0.7565694374899867,4,0,0.11,0.56,0,1,4,wk inc covid hosp,hosp,2026-06-20,2026-06-06,2026-06-03,"June 20, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,5.6879229856875574e-5,3.535436058536522e-4,0.00102487263165859,NA,NA,NA,5.7e-5,3.5e-4,0.001,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,3.129810269719224e-5,2.540226667706517e-4,0.00118919823387157,NA,NA,NA,3.1e-5,2.5e-4,0.0012,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arizona,0,0.20880434857365832,0.4847298596950815,0.8842075643387639,15.480850453251374,35.938094773528796,65.55555555555556,0.21,0.48,0.88,20,40,70,wk inc covid hosp,hosp,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arizona,1,0.17722125480431564,0.5204264679406609,1.111883113458966,13.139265352969172,38.584657729295856,82.43552549807993,0.18,0.52,1.11,10,40,80,wk inc covid hosp,hosp,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arizona,2,0.1552338992830011,0.6012911168881336,1.324939332524017,11.509112700435372,44.58,98.23161158542358,0.16,0.6,1.32,10,40,100,wk inc covid hosp,hosp,2026-06-20,2026-06-06,2026-06-03,"June 20, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,9.044225170658526e-4,0.00160728010532227,0.00265372242881016,NA,NA,NA,9e-4,0.0016,0.0027,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,6.440616710594975e-4,0.00153539586466017,0.00344220707100477,NA,NA,NA,6.4e-4,0.0015,0.0034,wk inc covid prop ed visits,prop_ed,2026-06-13,2026-06-06,2026-06-03,"June 13, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
Arkansas,0,0.03082414628719169,0.1494407966866204,0.49067258650527235,0.9444444444444444,4.578830144686844,15.034090289100783,0.03,0.15,0.49,1,5,20,wk inc covid hosp,hosp,2026-06-06,2026-06-06,2026-06-03,"June 06, 2026","June 03, 2026","June 06, 2026",CovidHub-ensemble
