location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.39811452611506115,0.5982330835022966,0.8932918784436009,1343.6081719217814,2018.994050660044,3014.7964694995703,0.4,0.6,0.89,1300,2000,3000,wk inc covid hosp,hosp,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
United States,1,0.3771068981690989,0.687085961806626,1.1793211825939625,1272.7089237674213,2318.866186835163,3980.124999999999,0.38,0.69,1.18,1300,2300,4000,wk inc covid hosp,hosp,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
United States,2,0.3429455319723919,0.7628285276922296,1.4019609311918524,1157.4167458260356,2574.4919523135327,4731.518295114983,0.34,0.76,1.4,1200,2600,4700,wk inc covid hosp,hosp,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00172341770766462,0.00299242535114215,0.00406206742929843,NA,NA,NA,0.0017,0.003,0.0041,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00192535254074553,0.0035545870336667,0.00493319255189033,NA,NA,NA,0.0019,0.0036,0.0049,wk inc covid prop ed visits,prop_ed,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.00169345165351316,0.00342682472850522,0.00671976954980289,NA,NA,NA,0.0017,0.0034,0.0067,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,0,0.6678189621081705,1.094757286562445,1.7664170333412843,34.04114332510666,55.803730969892314,90.04065295489562,0.67,1.09,1.77,30,60,90,wk inc covid hosp,hosp,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,1,0.5570856296254124,1.2106766991545301,2.212713598271733,28.396665621130214,61.712561898790355,112.79,0.56,1.21,2.21,30,60,110,wk inc covid hosp,hosp,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,2,0.4512138732179259,1.2586060931276422,2.5795700951923948,23,64.15569613471212,131.49,0.45,1.26,2.58,20,60,130,wk inc covid hosp,hosp,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00215109481557639,0.00365106542692295,0.00568927542923501,NA,NA,NA,0.0022,0.0037,0.0057,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00236289780868076,0.00429252046952702,0.00705201072811598,NA,NA,NA,0.0024,0.0043,0.0071,wk inc covid prop ed visits,prop_ed,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00205960801583385,0.00408079741534798,0.00790237519324691,NA,NA,NA,0.0021,0.0041,0.0079,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,0,0.04509265173923067,0.5389034969985447,1.3348114613937399,0.320929362619796,3.835435467523312,9.5,0.05,0.54,1.33,0,4,10,wk inc covid hosp,hosp,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,1,0.043910790072772245,0.6169215221183338,1.5520065896210682,0.31251792313482807,4.390698334283615,11.045801619058,0.04,0.62,1.55,0,4,10,wk inc covid hosp,hosp,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,2,0.043828740668640086,0.6409137840993883,1.9789642195285142,0.311933968500185,4.561453901951597,14.084506036448584,0.04,0.64,1.98,0,5,10,wk inc covid hosp,hosp,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.00170675290998187,0.0030445383115331,0.00522130635844731,NA,NA,NA,0.0017,0.003,0.0052,wk inc covid prop ed visits,prop_ed,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.00146854617516391,0.0033841162109577,0.00670218758691642,NA,NA,NA,0.0015,0.0034,0.0067,wk inc covid prop ed visits,prop_ed,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.00184520954236954,0.00358591837600777,0.00720373250019788,NA,NA,NA,0.0018,0.0036,0.0072,wk inc covid prop ed visits,prop_ed,2026-08-22,2026-08-08,2026-08-05,"August 22, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Arizona,0,0.1744019626443899,0.39462051690110056,0.7939322200051092,12.930241735357884,29.257346648485367,58.8625,0.17,0.39,0.79,10,30,60,wk inc covid hosp,hosp,2026-08-08,2026-08-08,2026-08-05,"August 08, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
Arizona,1,0.15381183755583355,0.4598224046604687,1.184765440588938,11.403680389834776,34.091444599833295,87.83905475736654,0.15,0.46,1.18,10,30,90,wk inc covid hosp,hosp,2026-08-15,2026-08-08,2026-08-05,"August 15, 2026","August 05, 2026","August 08, 2026",CovidHub-ensemble
