location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc rsv hosp,hosp,2026-05-02,2026-05-02,CEPH-Rtrend_rsv,1074,1605,1981,2428,3395,1100,1600,2000,2400,3400,CEPH Lab at Indiana University,2026-04-29,Rtrend RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-02,2026-05-09,CEPH-Rtrend_rsv,774,1297,1706,2213,3428,770,1300,1700,2200,3400,CEPH Lab at Indiana University,2026-04-29,Rtrend RSV
United States,US,2,wk inc rsv hosp,hosp,2026-05-02,2026-05-16,CEPH-Rtrend_rsv,538,1025,1435,1967,3283,540,1000,1400,2000,3300,CEPH Lab at Indiana University,2026-04-29,Rtrend RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-02,2026-05-02,CFA_Pyrenew-Pyrenew_E_RSV,0.0011763854975200899,0.0012800226303551047,0.0013418496844019273,0.001400550499295849,0.001527496674981864,0.0012,0.0013,0.0013,0.0014,0.0015,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-02,2026-05-09,CFA_Pyrenew-Pyrenew_E_RSV,7.473362204290898e-4,9.447748423917037e-4,0.001058987260062318,0.0011951152658516923,0.00151971510994438,7.5e-4,9.4e-4,0.0011,0.0012,0.0015,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_ED_Visits_RSV
United States,US,0,wk inc rsv prop ed visits,prop_ed,2026-05-02,2026-05-02,CFA_Pyrenew-Pyrenew_HE_RSV,0.0011752388788603353,0.0012770380700101072,0.0013384846490650183,0.001402385633099874,0.0015337645440499632,0.0012,0.0013,0.0013,0.0014,0.0015,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv prop ed visits,prop_ed,2026-05-02,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,7.638608295623558e-4,9.423549714328114e-4,0.0010590286129738369,0.0011851921800433711,0.0015134968210067745,7.6e-4,9.4e-4,0.0011,0.0012,0.0015,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-02,2026-05-02,CFA_Pyrenew-Pyrenew_HE_RSV,1290.925,1705.75,1939,2186.25,2781.075,1300,1700,1900,2200,2800,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,1,wk inc rsv hosp,hosp,2026-05-02,2026-05-09,CFA_Pyrenew-Pyrenew_HE_RSV,1012.975,1345.75,1553,1806,2410.149999999999,1000,1300,1600,1800,2400,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_Hospital_Admissions_ED_Visits_RSV
United States,US,0,wk inc rsv hosp,hosp,2026-05-02,2026-05-02,CFA_Pyrenew-Pyrenew_H_RSV,1569.95,1931.75,2154,2394.25,2997.1499999999996,1600,1900,2200,2400,3000,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-29,Pyrenew_Hospital_Admissions_RSV
