location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CEPH-Rtrend_covid,8728,10202,11129,12133,14102,8700,10200,11100,12100,14100,2.6143499223021673,3.0558659380530147,3.3335357797090768,3.6342698908446605,4.224056210392434,2.61,3.06,3.32,3.62,4.22,CEPH Lab at Indiana University,2025-09-17,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CEPH-Rtrend_covid,7711,10172,11872,13820,17976,7700,10200,11900,13800,18000,2.309721843592119,3.0468798590350192,3.5560910033880995,4.1395870676232756,5.384458547582923,2.31,3.06,3.56,4.13,5.39,CEPH Lab at Indiana University,2025-09-17,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2025-09-20,2025-10-04,CEPH-Rtrend_covid,6766,9965,12347,15213,21679,6800,10000,12300,15200,21700,2.026660354525259,2.98487591381085,3.6983705878396953,4.556840670025535,6.493640234370839,2.04,3,3.68,4.55,6.5,CEPH Lab at Indiana University,2025-09-17,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CFA-EpiAutoGP,8577.7449,10489.008,11616.27,12811.068,15648.868,8600,10500,11600,12800,15600,2.56934311558694,3.141835156946243,3.479490670479033,3.8373756450971332,4.687398813006058,2.58,3.15,3.47,3.83,4.67,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-17,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CFA-EpiAutoGP,7673.2454,10397.108,11987.703,13805.521,18181.423,7700,10400,12000,13800,18200,2.298412982962358,3.11430780155445,3.590748213408737,4.135250086353224,5.4459901245867135,2.31,3.12,3.59,4.13,5.45,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-17,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2025-09-20,2025-10-04,CFA-EpiAutoGP,6860.4515,10070.334,12188.722,14770.489,21113.862,6900,10100,12200,14800,21100,2.054951975937533,3.0164272353869017,3.650960634012685,4.424292709614461,6.3243610769017735,2.07,3.03,3.65,4.43,6.32,Center for Forecasting and Outbreak Analytics (CFA/CDC),2025-09-17,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-20,CFA_Pyrenew-Pyrenew_E_COVID,0.00947567541249817,0.00993001038318263,0.01019626346264857,0.01044741337801885,0.01097686173178104,0.0095,0.0099,0.01,0.01,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-27,CFA_Pyrenew-Pyrenew_E_COVID,0.00691958467095792,0.00815067228267445,0.00890509946020708,0.00976680545433292,0.01216950043356938,0.0069,0.0082,0.0089,0.0098,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CFA_Pyrenew-Pyrenew_HE_COVID,9822.875,11097.75,11873,12767.25,14491.4,9800,11100,11900,12800,14500,2.9423043644630957,3.3241752807319975,3.556390539355366,3.8242505780834497,4.340695516046016,2.94,3.32,3.56,3.83,4.34,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-20,CFA_Pyrenew-Pyrenew_HE_COVID,0.00947043467221409,0.00992854987801846,0.01016217918953099,0.01043238209928445,0.01095157362490437,0.0095,0.0099,0.01,0.01,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CFA_Pyrenew-Pyrenew_HE_COVID,8892.55,10391,11131,11956.5,14227.649999999998,8900,10400,11100,12000,14200,2.6636385657158725,3.1124782358663863,3.334134851643609,3.5814017926221204,4.261692904679471,2.67,3.12,3.32,3.59,4.25,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-27,CFA_Pyrenew-Pyrenew_HE_COVID,0.00657429179067902,0.00809976450056021,0.00890789420595868,0.00973793827150781,0.01205218535790644,0.0066,0.0081,0.0089,0.0097,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CFA_Pyrenew-Pyrenew_H_COVID,7559,8359,8792.5,9290.75,10153.174999999996,7600,8400,8800,9300,10200,2.264192376567608,2.5038211503808223,2.6336699921908577,2.7829137878814003,3.0412410944512254,2.28,2.52,2.64,2.79,3.06,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_COVID
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CFA_Pyrenew-Pyrenew_H_COVID,5928.85,7230.25,7995.5,8879.75,10791.025,5900,7200,8000,8900,10800,1.775903819528094,2.16571992732874,2.394939826279443,2.6598045053348613,3.2323001111721754,1.77,2.16,2.4,2.67,3.23,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2025-09-17,Pyrenew_Hospital_Admissions_COVID
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CMU-TimeSeries,5036.134936504467,8428.7210142075,9471.22573501529,10968.843433071785,14883.268275072933,5000,8400,9500,11000,14900,1.5085035494905688,2.524705101810268,2.836972761737341,3.285563127520149,4.458074158861049,1.5,2.52,2.85,3.29,4.46,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CMU-TimeSeries,4969.750746915344,8020.231961437839,9858.671921578883,11749.88507332208,18100.449676157343,5000,8000,9900,11700,18100,1.488619097050787,2.4023479382711246,2.9530268299933904,3.519513190707949,5.4217357017067185,1.5,2.4,2.97,3.5,5.42,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,2,wk inc covid hosp,hosp,2025-09-20,2025-10-04,CMU-TimeSeries,5230.1309525170245,8598.544904283443,10413.78352835307,13325.921763874385,21459.79967202778,5200,8600,10400,13300,21500,1.5666123337927411,2.5755734649891284,3.119302722069367,3.991592865260055,6.427981852106542,1.56,2.58,3.12,3.98,6.44,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-20,CMU-TimeSeries,0.00772685049367804,0.01004325127461751,0.01105156180350878,0.0126255087743117,0.01637551633081869,0.0077,0.01,0.011,0.013,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-27,CMU-TimeSeries,0.00624943357629995,0.00901423288324409,0.0106302930187587,0.01271863766978947,0.01776646087663206,0.0062,0.009,0.011,0.013,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,2,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-10-04,CMU-TimeSeries,0.00554377476360279,0.00879603516729854,0.01038222891392027,0.01288995787614485,0.01944354648291788,0.0055,0.0088,0.01,0.013,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnegie Mellon Delphi Group,2025-09-17,AR ensemble with auxiliary data
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CMU-climate_baseline,985.5,3824.666666666667,9247.000000000002,12324.500000000002,19245.666666666675,990,3800,9200,12300,19200,0.2951926957411533,1.1456252294720086,2.7698090893134903,3.6916310285761993,5.764769380688982,0.3,1.14,2.76,3.68,5.75,Carnegie Mellon Delphi Group,2025-09-17,climatological baseline
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CMU-climate_baseline,985.5,3605.1666666666665,8822.5,12210.333333333334,17752.000000000007,990,3600,8800,12200,17800,0.2951926957411533,1.0798770846570076,2.642656071208853,3.6574340056466044,5.317362490915226,0.3,1.08,2.64,3.65,5.33,Carnegie Mellon Delphi Group,2025-09-17,climatological baseline
United States,US,2,wk inc covid hosp,hosp,2025-09-20,2025-10-04,CMU-climate_baseline,985.5,3345,8437.000000000002,12205.500000000002,16160.983333333334,990,3300,8400,12200,16200,0.2951926957411533,1.001947810506502,2.527184955827611,3.6559862484714833,4.840795774728074,0.3,0.99,2.52,3.65,4.85,Carnegie Mellon Delphi Group,2025-09-17,climatological baseline
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CovidHub-baseline,6593.175000000001,8924,9500,10076,12406.824999999975,6600,8900,9500,10100,12400,1.9748930509824236,2.673058971886405,2.8455916890319193,3.0181244061774333,3.716290327081407,1.98,2.67,2.85,3.03,3.71,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CovidHub-baseline,6008.135703357032,8661.158236582367,9500,10342.952284522846,12995.226383013824,6000,8700,9500,10300,13000,1.799652739373549,2.594328410043067,2.8455916890319193,3.0980862169359904,3.892537704483417,1.8,2.61,2.85,3.09,3.89,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,2,wk inc covid hosp,hosp,2025-09-20,2025-10-04,CovidHub-baseline,5491.195602706026,8426.85695106951,9500,10573.681936819365,13517.218009930097,5500,8400,9500,10600,13500,1.6448105863061986,2.524146747855185,2.8455916890319193,3.167198046513696,4.048892971356806,1.65,2.52,2.85,3.18,4.04,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,0,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-20,CovidHub-baseline,0.008205,0.0113,0.01219999999999999,0.01309999999999999,0.01619499999999998,0.0082,0.011,0.012,0.013,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,1,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-09-27,CovidHub-baseline,0.00660462714627146,0.01049999999999999,0.01219999999999999,0.0139,0.0178,0.0066,0.011,0.012,0.014,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,2,wk inc covid prop ed visits,prop_ed,2025-09-20,2025-10-04,CovidHub-baseline,0.00539999999999999,0.01004491319913199,0.01219999999999999,0.01435857858578586,0.01894380196301962,0.0054,0.01,0.012,0.014,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CovidHub-hub-models,2025-09-17,CovidHub baseline model
United States,US,0,wk inc covid hosp,hosp,2025-09-20,2025-09-20,CovidHub-ensemble,7440.19076641549,8936.40303281015,9778.09864384359,11151,14102,7400,8900,9800,11200,14100,2.228604737865678,2.6767741263162317,2.9288922353111158,3.34012557098894,4.224056210392434,2.22,2.67,2.94,3.35,4.22,CovidHub,2025-09-17,Ensemble model using CovidHub submissions
United States,US,1,wk inc covid hosp,hosp,2025-09-20,2025-09-27,CovidHub-ensemble,6882.15932319091,8820.75482731323,10004.7456211753,11749.8850733221,14227.65,6900,8800,10000,11700,14200,2.0614542497542727,2.6421333292200746,2.9967811568942015,3.519513190707955,4.261692904679472,2.07,2.64,3,3.5,4.25,CovidHub,2025-09-17,Ensemble model using CovidHub submissions
