location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-04-04,2026-04-04,CEPH-Rtrend_covid,1301,1571,1872,2272,2734,3210,3759,1300,1600,1900,2300,2700,3200,3800,0.3854896161690263,0.4654913043824291,0.5546783716129263,0.6731993911883379,0.8100911687979383,0.9511311820926782,1.1138012814599305,0.39,0.47,0.55,0.67,0.81,0.95,1.11,CEPH Lab at Indiana University,2026-04-01,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-04-04,2026-04-11,CEPH-Rtrend_covid,692,969,1329,1875,2617,3490,4633,690,970,1300,1900,2600,3500,4600,0.20504136386546207,0.2871171699214346,0.3937860875393051,0.5555672792597419,0.7754237705721304,1.0340958957954662,1.3727697092322049,0.21,0.29,0.39,0.56,0.78,1.03,1.37,CEPH Lab at Indiana University,2026-04-01,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-04-04,2026-04-18,CEPH-Rtrend_covid,360,590,930,1526,2465,3728,5569,360,590,930,1500,2500,3700,5600,0.10666891761787045,0.17481850387373213,0.27556137051283197,0.4521576896801952,0.730385783133474,1.1046159024428361,1.6501088950386682,0.11,0.17,0.28,0.45,0.73,1.1,1.65,CEPH Lab at Indiana University,2026-04-01,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-04-04,2026-04-04,CFA-EpiAutoGP,1260.3677,1341.3566,1426.2208,1530.399,1637.0134,1745.352,1865.9412,1300,1300,1400,1500,1600,1700,1900,0.37345016210979126,0.3974473796155189,0.422592858389148,0.45346112459297583,0.48505124306652775,0.5171522463949595,0.5528831337294176,0.37,0.4,0.42,0.45,0.49,0.52,0.55,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-04-01,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-04-04,2026-04-11,CFA-EpiAutoGP,836.34107,925.10391,1026.059,1156.2579,1311.3243,1464.7581,1678.111,840,930,1000,1200,1300,1500,1700,0.24780999082297672,0.27411064656599954,0.30402389706131816,0.3426021630003108,0.3885487325750323,0.43401155860835683,0.4972285667017839,0.25,0.27,0.3,0.34,0.39,0.43,0.5,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-04-01,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-04-04,2026-04-18,CFA-EpiAutoGP,616.89728,725.7953,840.32544,1000.6072,1215.7548,1437.3321,1699.718,620,730,840,1000,1200,1400,1700,0.18278823649724546,0.21505499739760436,0.2489905698098909,0.2964824638462445,0.3602312461242515,0.4258851649011687,0.5036307758766987,0.18,0.22,0.25,0.3,0.36,0.43,0.5,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-04-01,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_E_COVID,0.00232557180036075,0.0024373068932447084,0.00253913260485495,0.00265653864078728,0.00279029163095824,0.0029140452544749356,0.00305385664706575,0.0023,0.0024,0.0025,0.0027,0.0028,0.0029,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-04-11,CFA_Pyrenew-Pyrenew_E_COVID,0.00146602627074034,0.0017134338870670204,0.00197607089310429,0.00228219885459705,0.0026913168697926,0.0030929708436216135,0.00369852065236411,0.0015,0.0017,0.002,0.0023,0.0027,0.0031,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_HE_COVID,0.00233247452123355,0.002444875841799088,0.00255009400191414,0.00267797065173016,0.00281658579834429,0.0029428470665484505,0.00309250623474098,0.0023,0.0024,0.0026,0.0027,0.0028,0.0029,0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-04-04,2026-04-04,CFA_Pyrenew-Pyrenew_HE_COVID,2095.9500000000003,2336,2547.75,2780.5,3029.25,3275.3000000000006,3576.0499999999997,2100,2300,2500,2800,3000,3300,3600,0.62103532744771,0.6921627543204038,0.7549048190581372,0.82386923732358,0.897574496372039,0.9704797385383642,1.0595927301316266,0.62,0.69,0.75,0.82,0.9,0.97,1.06,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-04-01,Pyrenew_Hospital_Admissions_ED_Visits_COVID
