location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.6227811104349505,0.8691233295293943,1.1592041933214239,2079.1530183112177,2901.5658368534932,3870,0.62,0.87,1.16,2100,2900,3900,wk inc covid hosp,hosp,2026-08-29,2026-08-29,2026-08-26,"August 29, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
United States,1,0.5917697037269215,0.9631690406284653,1.4774121448124458,1975.6215226079453,3215.537183791579,4932.33636779883,0.59,0.96,1.48,2000,3200,4900,wk inc covid hosp,hosp,2026-09-05,2026-08-29,2026-08-26,"September 05, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
United States,2,0.5714245443584666,1.0519580129025512,1.7889237047700466,1907.699264208998,3511.958922671052,5972.316850945375,0.57,1.05,1.79,1900,3500,6000,wk inc covid hosp,hosp,2026-09-12,2026-08-29,2026-08-26,"September 12, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.003521702420199565,0.005682788843866178,0.007703138852967457,NA,NA,NA,0.0035,0.0057,0.0077,wk inc covid prop ed visits,prop_ed,2026-08-29,2026-08-29,2026-08-26,"August 29, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.003487588664232826,0.006434851372662741,0.009563175461772,NA,NA,NA,0.0035,0.0064,0.0096,wk inc covid prop ed visits,prop_ed,2026-09-05,2026-08-29,2026-08-26,"September 05, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.003231363642497792,0.00709976850691205,0.01185127817647745,NA,NA,NA,0.0032,0.0071,0.012,wk inc covid prop ed visits,prop_ed,2026-09-12,2026-08-29,2026-08-26,"September 12, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
Alabama,0,0.8785179998325268,1.4420880697611347,2.2104142175323873,44.78123390144329,73.50843485365688,112.67279226295106,0.88,1.44,2.21,40,70,110,wk inc covid hosp,hosp,2026-08-29,2026-08-29,2026-08-26,"August 29, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
Alabama,1,0.7838307676965762,1.5367154427860623,2.5462408149782436,39.95468385856587,78.33193366155405,129.79108626878315,0.78,1.54,2.55,40,80,130,wk inc covid hosp,hosp,2026-09-05,2026-08-29,2026-08-26,"September 05, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
Alabama,2,0.6621687802268982,1.6208467863106735,2.7980437110278964,33.75313315746162,82.6204119551536,142.6263888888887,0.66,1.62,2.8,30,80,140,wk inc covid hosp,hosp,2026-09-12,2026-08-29,2026-08-26,"September 12, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.0043830073218401626,0.007071053298666386,0.009903219215991107,NA,NA,NA,0.0044,0.0071,0.0099,wk inc covid prop ed visits,prop_ed,2026-08-29,2026-08-29,2026-08-26,"August 29, 2026","August 26, 2026","August 29, 2026",CovidHub-ensemble
