location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,0.22945937685296539,0.3738208871486142,0.6525091510933824,766.0494963157448,1248,2178.4,0.23,0.37,0.65,770,1200,2200,wk inc covid hosp,hosp,2026-05-23,2026-05-23,2026-05-20,"May 23, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
United States,1,0.20853252289046031,0.3660329519996848,0.8468926957647207,696.1852521200385,1222,2827.34892738668,0.21,0.37,0.85,700,1200,2800,wk inc covid hosp,hosp,2026-05-30,2026-05-23,2026-05-20,"May 30, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
United States,2,0.16774250388713416,0.4153305814924082,0.9795486384391368,560.0078862578866,1386.58,3270.220425874816,0.17,0.42,0.98,560,1400,3300,wk inc covid hosp,hosp,2026-06-06,2026-05-23,2026-05-20,"June 06, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,6.749897755083529e-4,0.0011656537236716688,0.0019570525311443667,NA,NA,NA,6.7e-4,0.0012,0.002,wk inc covid prop ed visits,prop_ed,2026-05-23,2026-05-23,2026-05-20,"May 23, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,5.604344838130314e-4,0.0011485270096753156,0.002181719050783666,NA,NA,NA,5.6e-4,0.0011,0.0022,wk inc covid prop ed visits,prop_ed,2026-05-30,2026-05-23,2026-05-20,"May 30, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,4.893139874327314e-4,0.0011719961368324547,0.0026406747897713247,NA,NA,NA,4.9e-4,0.0012,0.0026,wk inc covid prop ed visits,prop_ed,2026-06-06,2026-05-23,2026-05-20,"June 06, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
Alabama,0,0.27005746808500003,0.6081578291198132,1.0619012946020336,13.765804055752238,31,54.12894244953917,0.27,0.61,1.06,10,30,50,wk inc covid hosp,hosp,2026-05-23,2026-05-23,2026-05-20,"May 23, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
Alabama,1,0.1972698334600111,0.5844187713634628,1.2151321265782224,10.055555555555555,29.789934528160323,61.93967111866895,0.2,0.58,1.22,10,30,60,wk inc covid hosp,hosp,2026-05-30,2026-05-23,2026-05-20,"May 30, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
Alabama,2,0.13296640708354338,0.6007038541995313,1.276445680690808,6.777777777777778,30.62004398946377,65.06504431371778,0.13,0.6,1.28,7,30,70,wk inc covid hosp,hosp,2026-06-06,2026-05-23,2026-05-20,"June 06, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,7.385390938299828e-4,0.0013824517687015747,0.0023902396899229193,NA,NA,NA,7.4e-4,0.0014,0.0024,wk inc covid prop ed visits,prop_ed,2026-05-23,2026-05-23,2026-05-20,"May 23, 2026","May 20, 2026","May 23, 2026",CovidHub-ensemble
