location_name,abbreviation,horizon,target,target_data_type,forecast_date,target_end_date,model,count_quantile_0.025,count_quantile_0.10,count_quantile_0.25,count_quantile_0.5,count_quantile_0.75,count_quantile_0.90,count_quantile_0.975,count_quantile_0.025_rounded,count_quantile_0.10_rounded,count_quantile_0.25_rounded,count_quantile_0.5_rounded,count_quantile_0.75_rounded,count_quantile_0.90_rounded,count_quantile_0.975_rounded,rate_quantile_0.025,rate_quantile_0.10,rate_quantile_0.25,rate_quantile_0.5,rate_quantile_0.75,rate_quantile_0.90,rate_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.10_rounded,rate_quantile_0.25_rounded,rate_quantile_0.5_rounded,rate_quantile_0.75_rounded,rate_quantile_0.90_rounded,rate_quantile_0.975_rounded,designated_model,ensemble_of_hub_models,forecast_team,forecast_due_date,model_full_name
United States,US,0,wk inc covid hosp,hosp,2026-05-23,2026-05-23,CEPH-Rtrend_covid,712,860,1027,1248,1508,1772,2085,710,860,1000,1200,1500,1800,2100,0.21096741484423268,0.2548201920871349,0.3043027177598693,0.3697855810752842,0.4468242437993018,0.5250481167190734,0.6177908145368329,0.21,0.25,0.3,0.37,0.45,0.53,0.62,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-20,Rtrend COVID
United States,US,1,wk inc covid hosp,hosp,2026-05-23,2026-05-30,CEPH-Rtrend_covid,428,594,817,1152,1612,2152,2858,430,590,820,1200,1600,2200,2900,0.12681749094569042,0.17600371406948623,0.2420791824827782,0.3413405363771854,0.4776397088889087,0.6376430853157145,0.846832684866316,0.13,0.18,0.24,0.34,0.48,0.64,0.85,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-20,Rtrend COVID
United States,US,2,wk inc covid hosp,hosp,2026-05-23,2026-06-06,CEPH-Rtrend_covid,252,405,638,1042,1679,2521,3748,250,410,640,1000,1700,2500,3700,0.07466824233250931,0.12000253232010424,0.18904102622278152,0.30874725599394726,0.49749197966779024,0.7469787258740316,1.1105419534216068,0.07,0.12,0.19,0.31,0.5,0.75,1.11,TRUE,FALSE,CEPH Lab at Indiana University,2026-05-20,Rtrend COVID
United States,US,0,wk inc covid hosp,hosp,2026-05-23,2026-05-23,CFA-EpiAutoGP,943.02233,1024.7356,1109.9313,1211.3586,1333.5798,1460.7058,1671.2725,940,1000,1100,1200,1300,1500,1700,0.27941992008495065,0.3036317702680529,0.3288754733366551,0.358928640858608,0.3951430939529337,0.4328108517892931,0.49520230172086777,0.28,0.3,0.33,0.36,0.4,0.43,0.5,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-05-20,EpiAutoGP
United States,US,1,wk inc covid hosp,hosp,2026-05-23,2026-05-30,CFA-EpiAutoGP,725.32194,851.19896,959.06805,1103.5381,1307.8945,1537.6956,1895.2267,730,850,960,1100,1300,1500,1900,0.2149147396230388,0.252212421501825,0.28417430782050457,0.3269811518807813,0.387532474092683,0.4556231257715607,0.5615605020263568,0.21,0.25,0.28,0.33,0.39,0.46,0.56,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-05-20,EpiAutoGP
United States,US,2,wk inc covid hosp,hosp,2026-05-23,2026-06-06,CFA-EpiAutoGP,588.16763,721.92707,848.57018,1033.3518,1306.8835,1633.5299,2160.0078,590,720,850,1000,1300,1600,2200,0.17427556797213364,0.21390883098872385,0.2514335072872264,0.306184772290217,0.3872329122157061,0.48401907313730036,0.6400158168671043,0.17,0.21,0.25,0.31,0.39,0.48,0.64,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC),2026-05-20,EpiAutoGP
United States,US,0,wk inc covid prop ed visits,prop_ed,2026-05-23,2026-05-23,CFA_Pyrenew-Pyrenew_E_COVID,0.0010369445638219862,0.0010956489626385854,0.0011421307900810627,0.0012035546124898834,0.001264997169024431,0.0013207339409448049,0.0013848697244466495,0.001,0.0011,0.0011,0.0012,0.0013,0.0013,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-20,Pyrenew_ED_Visits_COVID
United States,US,1,wk inc covid prop ed visits,prop_ed,2026-05-23,2026-05-30,CFA_Pyrenew-Pyrenew_E_COVID,7.698696031018896e-4,8.865798048665698e-4,0.0010060107875388808,0.0011611189146362264,0.0013373998026877216,0.0015383132789104517,0.0018502537421469798,7.7e-4,8.9e-4,0.001,0.0012,0.0013,0.0015,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-20,Pyrenew_ED_Visits_COVID
United States,US,0,wk inc covid hosp,hosp,2026-05-23,2026-05-23,CFA_Pyrenew-Pyrenew_HE_COVID,835.975,949.9000000000001,1053.75,1168.5,1296,1416,1557,840,950,1100,1200,1300,1400,1600,0.2477015233488868,0.2814577912367087,0.312228810943975,0.34622952843467114,0.3840081034243336,0.4195644092969571,0.46134306869728964,0.25,0.28,0.31,0.35,0.38,0.42,0.46,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-20,Pyrenew_Hospital_Admissions_ED_Visits_COVID
United States,US,1,wk inc covid hosp,hosp,2026-05-23,2026-05-30,CFA_Pyrenew-Pyrenew_HE_COVID,739.9499999999999,859.9,978,1129,1313.25,1471,1714.0749999999996,740,860,980,1100,1300,1500,1700,0.2192490710870645,0.2547905618322411,0.2897838928618814,0.33452557775159925,0.38911932239352326,0.4358610494885762,0.507884791571809,0.22,0.25,0.29,0.33,0.39,0.44,0.51,TRUE,FALSE,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,2026-05-20,Pyrenew_Hospital_Admissions_ED_Visits_COVID
