location_name,horizon,rate_quantile_0.025,rate_quantile_0.5,rate_quantile_0.975,count_quantile_0.025,count_quantile_0.5,count_quantile_0.975,rate_quantile_0.025_rounded,rate_quantile_0.5_rounded,rate_quantile_0.975_rounded,count_quantile_0.025_rounded,count_quantile_0.5_rounded,count_quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,2.10037576318477,3.0151563641849823,3.6719785786014305,7012.098688355249,10066.0912,12258.89035,2.1,3.02,3.67,7000,10100,12300,wk inc covid hosp,hosp,2026-01-17,2026-01-17,2026-01-14,"January 17, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
United States,1,1.9828076510175772,3.086874103571222,4.096609047967942,6619.597870373064,10305.520675,13676.518,1.98,3.09,4.1,6600,10300,13700,wk inc covid hosp,hosp,2026-01-24,2026-01-17,2026-01-14,"January 24, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
United States,2,1.682835194765368,2.9940087005533456,4.76891213485023,5618.140653099043,9995.48978333333,15921,1.68,2.99,4.77,5600,10000,15900,wk inc covid hosp,hosp,2026-01-31,2026-01-17,2026-01-14,"January 31, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
United States,0,NA,NA,NA,0.00549123989469323,0.00709966547430421,0.01043285758934441,NA,NA,NA,0.0055,0.0071,0.01,wk inc covid prop ed visits,prop_ed,2026-01-17,2026-01-17,2026-01-14,"January 17, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.00392477683902941,0.00648585822926278,0.01015614596317729,NA,NA,NA,0.0039,0.0065,0.01,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-17,2026-01-14,"January 24, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.0037806715297347,0.00637615383437027,0.01178294427361194,NA,NA,NA,0.0038,0.0064,0.012,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-17,2026-01-14,"January 31, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,0,1.5511749707348568,2.4948278138432807,3.413531040866048,79.068988,127.17038,174,1.55,2.49,3.41,80,130,170,wk inc covid hosp,hosp,2026-01-17,2026-01-17,2026-01-14,"January 17, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,1,1.357958837627697,2.5448562501262906,4.268646069995827,69.22006418528755,129.72051,217.5883,1.36,2.54,4.27,70,130,220,wk inc covid hosp,hosp,2026-01-24,2026-01-17,2026-01-14,"January 24, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,2,1.3918237092757464,2.905950030345527,5.148514692210342,70.94627894537528,148.12676352632104,262.43838,1.39,2.91,5.15,70,150,260,wk inc covid hosp,hosp,2026-01-31,2026-01-17,2026-01-14,"January 31, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.00256561061534031,0.00374195295043125,0.00581091109067157,NA,NA,NA,0.0026,0.0037,0.0058,wk inc covid prop ed visits,prop_ed,2026-01-17,2026-01-17,2026-01-14,"January 17, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.00221754284017545,0.00317875130807305,0.00617277729659354,NA,NA,NA,0.0022,0.0032,0.0062,wk inc covid prop ed visits,prop_ed,2026-01-24,2026-01-17,2026-01-14,"January 24, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.00197813069361597,0.00346046570581272,0.00696404007798645,NA,NA,NA,0.002,0.0035,0.007,wk inc covid prop ed visits,prop_ed,2026-01-31,2026-01-17,2026-01-14,"January 31, 2026","January 14, 2026","January 17, 2026",CovidHub-ensemble
