location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target,target_data_type,target_end_date,reference_date,forecast_due_date,target_end_date_formatted,forecast_due_date_formatted,reference_date_formatted,model
United States,0,NA,NA,NA,0.0040783551545766315,0.005808348124292254,0.008268914839567347,NA,NA,NA,0.0041,0.0058,0.0083,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
United States,1,NA,NA,NA,0.0036054658969810445,0.005726441936384223,0.00954956757413428,NA,NA,NA,0.0036,0.0057,0.0095,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
United States,2,NA,NA,NA,0.0028691413872582528,0.005183417561413455,0.009651246653176241,NA,NA,NA,0.0029,0.0052,0.0097,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
United States,0,1.1619000170268226,1.6690384660753865,2.184307272334303,3879,5572.080312446512,7292.3038,1.16,1.67,2.18,3900,5600,7300,wk inc covid hosp,hosp,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
United States,1,0.9981781217836192,1.5967825142388514,2.4359802744690633,3332.4149046029966,5330.854016666666,8132.513423009411,1,1.6,2.44,3300,5300,8100,wk inc covid hosp,hosp,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
United States,2,0.8684673398731705,1.5263024470142685,2.7089995753113105,2899.3758171967215,5095.556506762382,9043.987605337983,0.87,1.53,2.71,2900,5100,9000,wk inc covid hosp,hosp,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,0,NA,NA,NA,0.003896244275362043,0.005998252459352974,0.008686884295310471,NA,NA,NA,0.0039,0.006,0.0087,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,1,NA,NA,NA,0.0033286356073561688,0.00605283190236937,0.01005483962491798,NA,NA,NA,0.0033,0.0061,0.01,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,2,NA,NA,NA,0.0026038830033258444,0.00521607239209516,0.010151184209103707,NA,NA,NA,0.0026,0.0052,0.01,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,0,0.052723360185790255,0.46842095974289527,1.76334291917589,2.6875,23.877107317760043,89.88395425833333,0.05,0.47,1.76,3,20,90,wk inc covid hosp,hosp,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,1,0.08337647657287761,0.5425128107956252,2.3365646168837824,4.25,27.65383643749999,119.10313352083335,0.08,0.54,2.34,4,30,120,wk inc covid hosp,hosp,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alabama,2,2.97616492141718e-24,0.38921216027273725,1.9841149175033903,1.5170587e-22,19.839548865,101.13749999999999,0,0.39,1.98,0,20,100,wk inc covid hosp,hosp,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,0,NA,NA,NA,0.002167129020566502,0.00404855315181119,0.007659763859793979,NA,NA,NA,0.0022,0.004,0.0077,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,1,NA,NA,NA,0.001908594219675915,0.004389823438957948,0.010437980167911289,NA,NA,NA,0.0019,0.0044,0.01,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,2,NA,NA,NA,0.001874625339258519,0.0045679786416286065,0.009703696795036009,NA,NA,NA,0.0019,0.0046,0.0097,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,0,0.2283230131331397,0.6545237556629963,1.6315686211574882,1.625,4.658317566666667,11.612053349326171,0.23,0.65,1.63,2,5,10,wk inc covid hosp,hosp,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,1,0.17671826042615188,0.805854005927984,1.8265841050651177,1.2577232984615698,5.735351604130114,13,0.18,0.81,1.83,1,6,10,wk inc covid hosp,hosp,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Alaska,2,0.14023678852792779,0.7018045187632617,2.4489097793338344,0.99808065,4.994819958535198,17.429160279594626,0.14,0.7,2.45,1,5,20,wk inc covid hosp,hosp,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,0,NA,NA,NA,0.0021628966229553046,0.003401810164508402,0.0053411706968896555,NA,NA,NA,0.0022,0.0034,0.0053,wk inc covid prop ed visits,prop_ed,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,1,NA,NA,NA,0.0020423402152722476,0.003455428578867808,0.006307608251300629,NA,NA,NA,0.002,0.0035,0.0063,wk inc covid prop ed visits,prop_ed,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,2,NA,NA,NA,0.001659076438371229,0.003231071960905738,0.006476944130525681,NA,NA,NA,0.0017,0.0032,0.0065,wk inc covid prop ed visits,prop_ed,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,0,0.532772523936323,0.9270506093733099,1.4701824078242838,39.5,68.7319586222175,109,0.53,0.93,1.47,40,70,110,wk inc covid hosp,hosp,2026-02-21,2026-02-21,2026-02-18,"February 21, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,1,0.4585890079451894,0.883458235894409,1.7889186282361886,34,65.5,132.63125,0.46,0.88,1.79,30,70,130,wk inc covid hosp,hosp,2026-02-28,2026-02-21,2026-02-18,"February 28, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
Arizona,2,0.3560599040728775,0.8977891423926962,2.054778187240813,26.398445075519014,66.5625,152.3422,0.36,0.9,2.05,30,70,150,wk inc covid hosp,hosp,2026-03-07,2026-02-21,2026-02-18,"March 07, 2026","February 18, 2026","February 21, 2026",CovidHub-ensemble
